subject,arm,cam_a,cam_b,point,raw_mm,aligned_mm
train10,S,webcam_r,webcam_l,eye93(outer corner),1.787,2.050
train10,S,webcam_r,webcam_l,nose78(base of nose),3.472,3.967
train10,S,webcam_r,webcam_l,nose84(base of nose),3.903,3.627
train10,T,webcam_r,webcam_l,eye35(outer corner),1.316,1.168
train10,T,webcam_r,webcam_l,eye39(inner corner),2.552,2.311
train10,T,webcam_r,webcam_l,eye89(inner corner),4.312,4.435
train10,T,webcam_r,webcam_l,eye93(outer corner),2.076,2.066
train10,T,webcam_r,webcam_l,nose78(base of nose),2.513,2.802
train10,T,webcam_r,webcam_l,nose84(base of nose),2.701,2.410
train11,S,webcam_c,basler,eye35(outer corner),1.990,2.203
train11,S,webcam_c,basler,eye39(inner corner),2.678,2.584
train11,S,webcam_c,basler,eye89(inner corner),2.359,2.537
train11,S,webcam_c,basler,eye93(outer corner),2.285,1.816
train11,S,webcam_c,basler,nose78(base of nose),0.694,1.011
train11,S,webcam_c,basler,nose84(base of nose),1.962,1.601
train11,T,webcam_c,basler,eye35(outer corner),2.175,2.072
train11,T,webcam_c,basler,eye39(inner corner),1.589,1.632
train11,T,webcam_c,basler,eye89(inner corner),2.306,2.398
train11,T,webcam_c,basler,eye93(outer corner),1.591,1.475
train11,T,webcam_c,basler,nose78(base of nose),1.453,1.634
train11,T,webcam_c,basler,nose84(base of nose),1.824,1.644
train11,S,webcam_l,basler,eye35(outer corner),1.585,1.821
train11,S,webcam_l,basler,eye39(inner corner),1.673,1.581
train11,S,webcam_l,basler,eye89(inner corner),3.844,3.892
train11,S,webcam_l,basler,eye93(outer corner),2.067,1.786
train11,S,webcam_l,basler,nose78(base of nose),1.448,2.119
train11,S,webcam_l,basler,nose84(base of nose),3.391,2.703
train11,T,webcam_l,basler,eye35(outer corner),1.405,1.265
train11,T,webcam_l,basler,eye39(inner corner),1.232,1.092
train11,T,webcam_l,basler,eye89(inner corner),3.236,3.233
train11,T,webcam_l,basler,eye93(outer corner),1.626,1.674
train11,T,webcam_l,basler,nose78(base of nose),0.617,0.925
train11,T,webcam_l,basler,nose84(base of nose),1.291,1.125
train11,S,webcam_l,webcam_c,eye35(outer corner),0.593,0.366
train11,S,webcam_l,webcam_c,eye39(inner corner),1.695,1.765
train11,S,webcam_l,webcam_c,eye89(inner corner),1.844,1.671
train11,S,webcam_l,webcam_c,eye93(outer corner),0.425,0.388
train11,S,webcam_l,webcam_c,nose78(base of nose),1.099,1.417
train11,S,webcam_l,webcam_c,nose84(base of nose),1.715,1.432
train11,T,webcam_l,webcam_c,eye35(outer corner),0.843,0.928
train11,T,webcam_l,webcam_c,eye39(inner corner),1.635,1.592
train11,T,webcam_l,webcam_c,eye89(inner corner),1.200,1.073
train11,T,webcam_l,webcam_c,eye93(outer corner),0.280,0.499
train11,T,webcam_l,webcam_c,nose78(base of nose),0.852,0.789
train11,T,webcam_l,webcam_c,nose84(base of nose),0.542,0.568
train11,S,webcam_r,basler,eye35(outer corner),1.192,0.513
train11,S,webcam_r,basler,eye39(inner corner),2.693,2.059
train11,S,webcam_r,basler,eye89(inner corner),1.149,0.683
train11,S,webcam_r,basler,eye93(outer corner),1.303,0.979
train11,S,webcam_r,basler,nose78(base of nose),1.436,1.531
train11,S,webcam_r,basler,nose84(base of nose),1.009,1.659
train11,T,webcam_r,basler,eye35(outer corner),0.912,0.723
train11,T,webcam_r,basler,eye39(inner corner),1.594,1.430
train11,T,webcam_r,basler,eye89(inner corner),0.998,0.833
train11,T,webcam_r,basler,eye93(outer corner),0.975,0.970
train11,T,webcam_r,basler,nose78(base of nose),1.639,1.631
train11,T,webcam_r,basler,nose84(base of nose),1.376,1.598
train11,S,webcam_r,webcam_c,eye35(outer corner),3.000,1.992
train11,S,webcam_r,webcam_c,eye39(inner corner),0.714,0.960
train11,S,webcam_r,webcam_c,eye89(inner corner),2.035,2.288
train11,S,webcam_r,webcam_c,eye93(outer corner),1.043,0.928
train11,S,webcam_r,webcam_c,nose78(base of nose),1.524,2.038
train11,S,webcam_r,webcam_c,nose84(base of nose),2.281,2.112
train11,T,webcam_r,webcam_c,eye35(outer corner),2.502,1.901
train11,T,webcam_r,webcam_c,eye39(inner corner),0.710,0.788
train11,T,webcam_r,webcam_c,eye89(inner corner),2.168,2.320
train11,T,webcam_r,webcam_c,eye93(outer corner),0.688,0.672
train11,T,webcam_r,webcam_c,nose78(base of nose),2.580,2.794
train11,T,webcam_r,webcam_c,nose84(base of nose),2.952,2.942
train11,S,webcam_r,webcam_l,eye35(outer corner),2.481,1.611
train11,S,webcam_r,webcam_l,eye39(inner corner),2.051,1.398
train11,S,webcam_r,webcam_l,eye89(inner corner),3.722,3.760
train11,S,webcam_r,webcam_l,eye93(outer corner),0.879,1.040
train11,S,webcam_r,webcam_l,nose78(base of nose),2.603,3.429
train11,S,webcam_r,webcam_l,nose84(base of nose),3.865,3.429
train11,T,webcam_r,webcam_l,eye35(outer corner),1.662,1.042
train11,T,webcam_r,webcam_l,eye39(inner corner),1.906,1.464
train11,T,webcam_r,webcam_l,eye89(inner corner),3.278,3.282
train11,T,webcam_r,webcam_l,eye93(outer corner),0.809,1.077
train11,T,webcam_r,webcam_l,nose78(base of nose),1.965,2.339
train11,T,webcam_r,webcam_l,nose84(base of nose),2.483,2.451
train06,S,webcam_c,basler,eye35(outer corner),2.461,1.116
train06,S,webcam_c,basler,eye39(inner corner),2.329,1.580
train06,S,webcam_c,basler,eye89(inner corner),2.809,1.555
train06,S,webcam_c,basler,eye93(outer corner),1.759,0.643
train06,S,webcam_c,basler,nose78(base of nose),0.320,1.506
train06,S,webcam_c,basler,nose84(base of nose),0.921,0.971
train06,T,webcam_c,basler,eye35(outer corner),0.921,1.192
train06,T,webcam_c,basler,eye39(inner corner),1.915,1.638
train06,T,webcam_c,basler,eye89(inner corner),1.422,1.197
train06,T,webcam_c,basler,eye93(outer corner),0.886,1.125
train06,T,webcam_c,basler,nose78(base of nose),0.366,0.461
train06,T,webcam_c,basler,nose84(base of nose),0.804,0.547
train06,S,webcam_l,basler,eye35(outer corner),3.238,1.488
train06,S,webcam_l,basler,eye39(inner corner),2.000,2.187
train06,S,webcam_l,basler,eye89(inner corner),3.590,2.066
train06,S,webcam_l,basler,eye93(outer corner),4.072,1.695
train06,S,webcam_l,basler,nose78(base of nose),1.955,1.864
train06,S,webcam_l,basler,nose84(base of nose),1.151,1.919
train06,T,webcam_l,basler,eye35(outer corner),0.448,0.783
train06,T,webcam_l,basler,eye39(inner corner),1.653,1.170
train06,T,webcam_l,basler,eye89(inner corner),1.682,1.518
train06,T,webcam_l,basler,eye93(outer corner),0.890,0.925
train06,T,webcam_l,basler,nose78(base of nose),0.745,0.815
train06,T,webcam_l,basler,nose84(base of nose),1.290,1.404
train06,S,webcam_l,webcam_c,eye35(outer corner),1.328,0.759
train06,S,webcam_l,webcam_c,eye39(inner corner),1.070,1.626
train06,S,webcam_l,webcam_c,eye89(inner corner),1.571,1.076
train06,S,webcam_l,webcam_c,eye93(outer corner),2.524,1.287
train06,S,webcam_l,webcam_c,nose78(base of nose),1.794,1.370
train06,S,webcam_l,webcam_c,nose84(base of nose),0.991,1.518
train06,T,webcam_l,webcam_c,eye35(outer corner),0.978,0.735
train06,T,webcam_l,webcam_c,eye39(inner corner),1.012,0.971
train06,T,webcam_l,webcam_c,eye89(inner corner),1.313,1.180
train06,T,webcam_l,webcam_c,eye93(outer corner),0.705,0.828
train06,T,webcam_l,webcam_c,nose78(base of nose),0.558,0.362
train06,T,webcam_l,webcam_c,nose84(base of nose),0.800,1.023
train06,S,webcam_r,basler,eye35(outer corner),4.722,1.727
train06,S,webcam_r,basler,eye39(inner corner),2.877,1.743
train06,S,webcam_r,basler,eye89(inner corner),1.949,1.692
train06,S,webcam_r,basler,eye93(outer corner),2.379,1.249
train06,S,webcam_r,basler,nose78(base of nose),1.370,2.011
train06,S,webcam_r,basler,nose84(base of nose),1.321,1.244
train06,T,webcam_r,basler,eye35(outer corner),1.489,1.138
train06,T,webcam_r,basler,eye39(inner corner),1.651,1.553
train06,T,webcam_r,basler,eye89(inner corner),2.846,2.401
train06,T,webcam_r,basler,eye93(outer corner),0.891,1.616
train06,T,webcam_r,basler,nose78(base of nose),1.293,1.399
train06,T,webcam_r,basler,nose84(base of nose),0.456,0.664
train06,S,webcam_r,webcam_c,eye35(outer corner),2.349,1.138
train06,S,webcam_r,webcam_c,eye39(inner corner),2.411,1.285
train06,S,webcam_r,webcam_c,eye89(inner corner),1.805,2.065
train06,S,webcam_r,webcam_c,eye93(outer corner),0.669,0.654
train06,S,webcam_r,webcam_c,nose78(base of nose),1.114,1.259
train06,S,webcam_r,webcam_c,nose84(base of nose),0.534,0.617
train06,T,webcam_r,webcam_c,eye35(outer corner),0.954,0.773
train06,T,webcam_r,webcam_c,eye39(inner corner),1.850,1.533
train06,T,webcam_r,webcam_c,eye89(inner corner),2.199,2.089
train06,T,webcam_r,webcam_c,eye93(outer corner),0.709,0.808
train06,T,webcam_r,webcam_c,nose78(base of nose),0.962,1.258
train06,T,webcam_r,webcam_c,nose84(base of nose),0.977,0.842
train06,S,webcam_r,webcam_l,eye35(outer corner),2.058,1.447
train06,S,webcam_r,webcam_l,eye39(inner corner),3.006,2.804
train06,S,webcam_r,webcam_l,eye89(inner corner),3.167,2.898
train06,S,webcam_r,webcam_l,eye93(outer corner),2.277,1.453
train06,S,webcam_r,webcam_l,nose78(base of nose),2.212,2.381
train06,S,webcam_r,webcam_l,nose84(base of nose),1.498,2.073
train06,T,webcam_r,webcam_l,eye35(outer corner),1.759,1.202
train06,T,webcam_r,webcam_l,eye39(inner corner),2.381,1.944
train06,T,webcam_r,webcam_l,eye89(inner corner),3.419,3.118
train06,T,webcam_r,webcam_l,eye93(outer corner),1.194,1.591
train06,T,webcam_r,webcam_l,nose78(base of nose),0.975,1.386
train06,T,webcam_r,webcam_l,nose84(base of nose),1.256,1.598
train05,S,webcam_c,basler,eye35(outer corner),1.033,0.500
train05,S,webcam_c,basler,eye39(inner corner),2.032,0.940
train05,S,webcam_c,basler,eye89(inner corner),1.302,0.953
train05,S,webcam_c,basler,eye93(outer corner),3.170,0.949
train05,S,webcam_c,basler,nose78(base of nose),0.927,0.681
train05,S,webcam_c,basler,nose84(base of nose),0.962,0.465
train05,T,webcam_c,basler,eye35(outer corner),1.203,1.019
train05,T,webcam_c,basler,eye39(inner corner),1.723,1.929
train05,T,webcam_c,basler,eye89(inner corner),0.634,0.723
train05,T,webcam_c,basler,eye93(outer corner),1.003,0.630
train05,T,webcam_c,basler,nose78(base of nose),1.413,0.969
train05,T,webcam_c,basler,nose84(base of nose),1.446,0.561
train05,S,webcam_l,basler,eye35(outer corner),0.455,0.456
train05,S,webcam_l,basler,eye39(inner corner),1.599,1.500
train05,S,webcam_l,basler,eye89(inner corner),1.197,0.858
train05,S,webcam_l,basler,eye93(outer corner),1.947,1.083
train05,S,webcam_l,basler,nose78(base of nose),1.304,1.498
train05,S,webcam_l,basler,nose84(base of nose),1.469,1.849
train05,T,webcam_l,basler,eye35(outer corner),0.578,0.632
train05,T,webcam_l,basler,eye39(inner corner),1.266,1.077
train05,T,webcam_l,basler,eye89(inner corner),1.010,0.946
train05,T,webcam_l,basler,eye93(outer corner),0.377,0.399
train05,T,webcam_l,basler,nose78(base of nose),0.715,0.811
train05,T,webcam_l,basler,nose84(base of nose),1.046,0.978
train05,S,webcam_l,webcam_c,eye35(outer corner),0.979,0.378
train05,S,webcam_l,webcam_c,eye39(inner corner),1.264,1.484
train05,S,webcam_l,webcam_c,eye89(inner corner),2.152,0.580
train05,S,webcam_l,webcam_c,eye93(outer corner),4.948,1.942
train05,S,webcam_l,webcam_c,nose78(base of nose),1.956,1.798
train05,S,webcam_l,webcam_c,nose84(base of nose),0.630,1.928
train05,T,webcam_l,webcam_c,eye35(outer corner),1.042,1.190
train05,T,webcam_l,webcam_c,eye39(inner corner),2.294,2.333
train05,T,webcam_l,webcam_c,eye89(inner corner),0.851,0.671
train05,T,webcam_l,webcam_c,eye93(outer corner),1.146,0.679
train05,T,webcam_l,webcam_c,nose78(base of nose),1.057,0.478
train05,T,webcam_l,webcam_c,nose84(base of nose),0.877,0.615
train05,S,webcam_r,basler,eye35(outer corner),1.331,0.917
train05,S,webcam_r,basler,eye39(inner corner),1.913,1.557
train05,S,webcam_r,basler,eye89(inner corner),2.739,2.519
train05,S,webcam_r,basler,eye93(outer corner),1.048,1.127
train05,S,webcam_r,basler,nose78(base of nose),1.096,1.572
train05,S,webcam_r,basler,nose84(base of nose),1.428,1.201
train05,T,webcam_r,basler,eye35(outer corner),0.818,0.687
train05,T,webcam_r,basler,eye39(inner corner),1.673,1.589
train05,T,webcam_r,basler,eye89(inner corner),1.656,1.387
train05,T,webcam_r,basler,eye93(outer corner),0.690,0.693
train05,T,webcam_r,basler,nose78(base of nose),1.621,1.721
train05,T,webcam_r,basler,nose84(base of nose),1.443,1.575
train05,S,webcam_r,webcam_c,eye35(outer corner),2.258,1.105
train05,S,webcam_r,webcam_c,eye39(inner corner),3.009,1.505
train05,S,webcam_r,webcam_c,eye89(inner corner),1.989,3.474
train05,S,webcam_r,webcam_c,eye93(outer corner),3.786,1.968
train05,S,webcam_r,webcam_c,nose78(base of nose),0.690,1.152
train05,S,webcam_r,webcam_c,nose84(base of nose),2.218,1.086
train05,T,webcam_r,webcam_c,eye35(outer corner),1.819,1.461
train05,T,webcam_r,webcam_c,eye39(inner corner),1.319,1.448
train05,T,webcam_r,webcam_c,eye89(inner corner),1.893,1.974
train05,T,webcam_r,webcam_c,eye93(outer corner),0.790,0.808
train05,T,webcam_r,webcam_c,nose78(base of nose),0.667,1.540
train05,T,webcam_r,webcam_c,nose84(base of nose),2.739,1.821
train05,S,webcam_r,webcam_l,eye35(outer corner),1.720,1.120
train05,S,webcam_r,webcam_l,eye39(inner corner),3.114,2.873
train05,S,webcam_r,webcam_l,eye89(inner corner),3.893,3.245
train05,S,webcam_r,webcam_l,eye93(outer corner),1.438,0.997
train05,S,webcam_r,webcam_l,nose78(base of nose),2.124,2.893
train05,S,webcam_r,webcam_l,nose84(base of nose),2.788,2.867
train05,T,webcam_r,webcam_l,eye35(outer corner),1.310,1.141
train05,T,webcam_r,webcam_l,eye39(inner corner),2.544,2.345
train05,T,webcam_r,webcam_l,eye89(inner corner),2.554,2.262
train05,T,webcam_r,webcam_l,eye93(outer corner),1.042,1.033
train05,T,webcam_r,webcam_l,nose78(base of nose),1.416,1.921
train05,T,webcam_r,webcam_l,nose84(base of nose),2.014,1.991
train07,S,webcam_c,basler,eye35(outer corner),0.511,1.528
train07,S,webcam_c,basler,eye39(inner corner),2.864,2.459
train07,S,webcam_c,basler,eye89(inner corner),0.882,1.311
train07,S,webcam_c,basler,eye93(outer corner),2.349,1.306
train07,S,webcam_c,basler,nose78(base of nose),0.337,0.766
train07,S,webcam_c,basler,nose84(base of nose),2.315,1.565
train07,T,webcam_c,basler,eye35(outer corner),1.357,1.508
train07,T,webcam_c,basler,eye39(inner corner),2.194,2.144
train07,T,webcam_c,basler,eye89(inner corner),0.648,0.722
train07,T,webcam_c,basler,eye93(outer corner),1.023,0.871
train07,T,webcam_c,basler,nose78(base of nose),0.414,0.490
train07,T,webcam_c,basler,nose84(base of nose),1.025,0.542
train07,S,webcam_l,basler,eye35(outer corner),1.943,2.701
train07,S,webcam_l,basler,eye39(inner corner),3.686,3.284
train07,S,webcam_l,basler,eye89(inner corner),3.103,3.113
train07,S,webcam_l,basler,eye93(outer corner),2.710,2.434
train07,S,webcam_l,basler,nose78(base of nose),0.827,1.164
train07,S,webcam_l,basler,nose84(base of nose),2.661,1.806
train07,T,webcam_l,basler,eye35(outer corner),1.746,1.779
train07,T,webcam_l,basler,eye39(inner corner),2.270,2.252
train07,T,webcam_l,basler,eye89(inner corner),1.603,1.564
train07,T,webcam_l,basler,eye93(outer corner),1.333,1.419
train07,T,webcam_l,basler,nose78(base of nose),1.009,1.046
train07,T,webcam_l,basler,nose84(base of nose),1.213,0.705
train07,S,webcam_l,webcam_c,eye35(outer corner),1.567,1.220
train07,S,webcam_l,webcam_c,eye39(inner corner),0.913,0.951
train07,S,webcam_l,webcam_c,eye89(inner corner),2.292,1.864
train07,S,webcam_l,webcam_c,eye93(outer corner),0.423,1.265
train07,S,webcam_l,webcam_c,nose78(base of nose),0.788,0.843
train07,S,webcam_l,webcam_c,nose84(base of nose),0.662,0.395
train07,T,webcam_l,webcam_c,eye35(outer corner),0.429,0.316
train07,T,webcam_l,webcam_c,eye39(inner corner),0.345,0.336
train07,T,webcam_l,webcam_c,eye89(inner corner),0.959,0.852
train07,T,webcam_l,webcam_c,eye93(outer corner),0.386,0.580
train07,T,webcam_l,webcam_c,nose78(base of nose),0.598,0.653
train07,T,webcam_l,webcam_c,nose84(base of nose),0.503,0.370
train07,S,webcam_r,basler,eye35(outer corner),0.700,0.940
train07,S,webcam_r,basler,eye39(inner corner),3.188,2.692
train07,S,webcam_r,basler,eye89(inner corner),0.933,0.777
train07,S,webcam_r,basler,eye93(outer corner),1.584,0.854
train07,S,webcam_r,basler,nose78(base of nose),1.375,1.270
train07,S,webcam_r,basler,nose84(base of nose),0.996,1.686
train07,T,webcam_r,basler,eye35(outer corner),0.524,0.562
train07,T,webcam_r,basler,eye39(inner corner),2.198,2.068
train07,T,webcam_r,basler,eye89(inner corner),0.939,0.949
train07,T,webcam_r,basler,eye93(outer corner),1.089,1.055
train07,T,webcam_r,basler,nose78(base of nose),3.338,3.041
train07,T,webcam_r,basler,nose84(base of nose),2.698,3.066
train07,S,webcam_r,webcam_c,eye35(outer corner),0.843,0.767
train07,S,webcam_r,webcam_c,eye39(inner corner),0.605,0.751
train07,S,webcam_r,webcam_c,eye89(inner corner),1.708,1.865
train07,S,webcam_r,webcam_c,eye93(outer corner),0.827,0.526
train07,S,webcam_r,webcam_c,nose78(base of nose),1.596,1.985
train07,S,webcam_r,webcam_c,nose84(base of nose),2.612,2.049
train07,T,webcam_r,webcam_c,eye35(outer corner),1.368,1.308
train07,T,webcam_r,webcam_c,eye39(inner corner),0.612,0.640
train07,T,webcam_r,webcam_c,eye89(inner corner),1.442,1.491
train07,T,webcam_r,webcam_c,eye93(outer corner),0.422,0.416
train07,T,webcam_r,webcam_c,nose78(base of nose),3.089,3.285
train07,T,webcam_r,webcam_c,nose84(base of nose),3.568,3.368
train07,S,webcam_r,webcam_l,eye35(outer corner),2.115,1.799
train07,S,webcam_r,webcam_l,eye39(inner corner),0.627,0.748
train07,S,webcam_r,webcam_l,eye89(inner corner),3.813,3.519
train07,S,webcam_r,webcam_l,eye93(outer corner),1.162,1.671
train07,S,webcam_r,webcam_l,nose78(base of nose),1.366,2.153
train07,S,webcam_r,webcam_l,nose84(base of nose),2.885,2.207
train07,T,webcam_r,webcam_l,eye35(outer corner),1.739,1.526
train07,T,webcam_r,webcam_l,eye39(inner corner),0.710,0.732
train07,T,webcam_r,webcam_l,eye89(inner corner),2.281,2.193
train07,T,webcam_r,webcam_l,eye93(outer corner),0.367,0.531
train07,T,webcam_r,webcam_l,nose78(base of nose),2.883,3.202
train07,T,webcam_r,webcam_l,nose84(base of nose),3.491,3.284
train08,S,webcam_c,basler,eye35(outer corner),3.501,2.732
train08,S,webcam_c,basler,eye39(inner corner),2.493,3.157
train08,S,webcam_c,basler,eye89(inner corner),1.151,2.040
train08,S,webcam_c,basler,eye93(outer corner),2.355,1.322
train08,S,webcam_c,basler,nose78(base of nose),0.622,1.930
train08,S,webcam_c,basler,nose84(base of nose),4.059,2.492
train08,T,webcam_c,basler,eye35(outer corner),2.944,2.935
train08,T,webcam_c,basler,eye39(inner corner),3.655,3.768
train08,T,webcam_c,basler,eye89(inner corner),2.380,2.572
train08,T,webcam_c,basler,eye93(outer corner),2.245,2.001
train08,T,webcam_c,basler,nose78(base of nose),0.668,1.107
train08,T,webcam_c,basler,nose84(base of nose),2.859,1.770
train08,S,webcam_l,basler,eye35(outer corner),1.402,1.063
train08,S,webcam_l,basler,eye39(inner corner),2.004,2.176
train08,S,webcam_l,basler,eye89(inner corner),1.786,2.118
train08,S,webcam_l,basler,eye93(outer corner),2.839,2.137
train08,S,webcam_l,basler,nose78(base of nose),1.433,1.826
train08,S,webcam_l,basler,nose84(base of nose),1.798,1.661
train08,T,webcam_l,basler,eye35(outer corner),0.848,0.809
train08,T,webcam_l,basler,eye39(inner corner),1.809,1.799
train08,T,webcam_l,basler,eye89(inner corner),1.744,1.694
train08,T,webcam_l,basler,eye93(outer corner),1.730,1.654
train08,T,webcam_l,basler,nose78(base of nose),1.517,1.944
train08,T,webcam_l,basler,nose84(base of nose),2.213,1.883
train08,S,webcam_l,webcam_c,eye35(outer corner),4.039,3.132
train08,S,webcam_l,webcam_c,eye39(inner corner),1.940,2.960
train08,S,webcam_l,webcam_c,eye89(inner corner),2.150,3.597
train08,S,webcam_l,webcam_c,eye93(outer corner),4.799,2.769
train08,S,webcam_l,webcam_c,nose78(base of nose),0.843,1.015
train08,S,webcam_l,webcam_c,nose84(base of nose),2.452,1.221
train08,T,webcam_l,webcam_c,eye35(outer corner),3.104,3.169
train08,T,webcam_l,webcam_c,eye39(inner corner),4.023,4.152
train08,T,webcam_l,webcam_c,eye89(inner corner),2.437,2.742
train08,T,webcam_l,webcam_c,eye93(outer corner),3.221,2.710
train08,T,webcam_l,webcam_c,nose78(base of nose),1.693,1.056
train08,T,webcam_l,webcam_c,nose84(base of nose),0.993,0.949
train08,S,webcam_r,basler,eye35(outer corner),1.568,1.850
train08,S,webcam_r,basler,eye39(inner corner),2.671,2.602
train08,S,webcam_r,basler,eye89(inner corner),3.136,3.642
train08,S,webcam_r,basler,eye93(outer corner),3.379,2.392
train08,S,webcam_r,basler,nose78(base of nose),2.025,1.392
train08,S,webcam_r,basler,nose84(base of nose),0.948,1.392
train08,T,webcam_r,basler,eye35(outer corner),1.704,1.626
train08,T,webcam_r,basler,eye39(inner corner),2.176,2.133
train08,T,webcam_r,basler,eye89(inner corner),2.741,2.883
train08,T,webcam_r,basler,eye93(outer corner),1.916,1.694
train08,T,webcam_r,basler,nose78(base of nose),1.825,1.574
train08,T,webcam_r,basler,nose84(base of nose),1.131,1.471
train08,S,webcam_r,webcam_c,eye35(outer corner),4.040,3.477
train08,S,webcam_r,webcam_c,eye39(inner corner),1.879,2.473
train08,S,webcam_r,webcam_c,eye89(inner corner),3.831,5.347
train08,S,webcam_r,webcam_c,eye93(outer corner),5.536,3.516
train08,S,webcam_r,webcam_c,nose78(base of nose),2.355,2.909
train08,S,webcam_r,webcam_c,nose84(base of nose),4.477,3.373
train08,T,webcam_r,webcam_c,eye35(outer corner),3.899,3.668
train08,T,webcam_r,webcam_c,eye39(inner corner),3.004,3.309
train08,T,webcam_r,webcam_c,eye89(inner corner),4.514,4.890
train08,T,webcam_r,webcam_c,eye93(outer corner),3.818,3.438
train08,T,webcam_r,webcam_c,nose78(base of nose),1.468,2.161
train08,T,webcam_r,webcam_c,nose84(base of nose),3.576,2.716
train08,S,webcam_r,webcam_l,eye35(outer corner),2.170,2.274
train08,S,webcam_r,webcam_l,eye39(inner corner),3.097,3.145
train08,S,webcam_r,webcam_l,eye89(inner corner),3.810,3.881
train08,S,webcam_r,webcam_l,eye93(outer corner),2.864,2.711
train08,S,webcam_r,webcam_l,nose78(base of nose),3.067,2.624
train08,S,webcam_r,webcam_l,nose84(base of nose),2.421,2.573
train08,T,webcam_r,webcam_l,eye35(outer corner),2.153,2.116
train08,T,webcam_r,webcam_l,eye39(inner corner),2.998,2.969
train08,T,webcam_r,webcam_l,eye89(inner corner),3.903,3.974
train08,T,webcam_r,webcam_l,eye93(outer corner),2.518,2.468
train08,T,webcam_r,webcam_l,nose78(base of nose),3.090,3.128
train08,T,webcam_r,webcam_l,nose84(base of nose),3.122,3.062
train14,S,webcam_l,webcam_c,eye35(outer corner),1.132,0.835
train14,S,webcam_l,webcam_c,eye39(inner corner),3.108,2.522
train14,S,webcam_l,webcam_c,eye89(inner corner),1.450,1.318
train14,S,webcam_l,webcam_c,eye93(outer corner),1.761,0.978
train14,S,webcam_l,webcam_c,nose78(base of nose),0.680,0.962
train14,S,webcam_l,webcam_c,nose84(base of nose),0.773,1.071
train14,T,webcam_l,webcam_c,eye35(outer corner),1.664,1.931
train14,T,webcam_l,webcam_c,eye39(inner corner),2.723,2.665
train14,T,webcam_l,webcam_c,eye89(inner corner),1.155,1.152
train14,T,webcam_l,webcam_c,eye93(outer corner),1.609,1.139
train14,T,webcam_l,webcam_c,nose78(base of nose),0.607,0.692
train14,T,webcam_l,webcam_c,nose84(base of nose),1.042,0.903
train14,S,webcam_r,webcam_c,eye35(outer corner),0.970,0.942
train14,S,webcam_r,webcam_c,eye39(inner corner),1.270,1.165
train14,S,webcam_r,webcam_c,eye89(inner corner),1.395,1.478
train14,S,webcam_r,webcam_c,eye93(outer corner),1.380,1.072
train14,S,webcam_r,webcam_c,nose78(base of nose),1.144,0.926
train14,S,webcam_r,webcam_c,nose84(base of nose),0.709,0.498
train14,T,webcam_r,webcam_c,eye35(outer corner),1.844,1.499
train14,T,webcam_r,webcam_c,eye39(inner corner),1.337,1.454
train14,T,webcam_r,webcam_c,eye89(inner corner),2.471,2.472
train14,T,webcam_r,webcam_c,eye93(outer corner),1.318,1.373
train14,T,webcam_r,webcam_c,nose78(base of nose),0.967,1.472
train14,T,webcam_r,webcam_c,nose84(base of nose),1.943,1.335
train14,S,webcam_r,webcam_l,eye35(outer corner),1.810,1.546
train14,S,webcam_r,webcam_l,eye39(inner corner),4.078,3.231
train14,S,webcam_r,webcam_l,eye89(inner corner),2.427,2.545
train14,S,webcam_r,webcam_l,eye93(outer corner),1.820,1.545
train14,S,webcam_r,webcam_l,nose78(base of nose),1.701,1.808
train14,S,webcam_r,webcam_l,nose84(base of nose),1.173,1.475
train14,T,webcam_r,webcam_l,eye35(outer corner),1.450,1.439
train14,T,webcam_r,webcam_l,eye39(inner corner),2.745,2.560
train14,T,webcam_r,webcam_l,eye89(inner corner),3.267,3.042
train14,T,webcam_r,webcam_l,eye93(outer corner),1.786,1.702
train14,T,webcam_r,webcam_l,nose78(base of nose),1.465,1.827
train14,T,webcam_r,webcam_l,nose84(base of nose),1.651,1.436
train13,S,webcam_c,basler,eye35(outer corner),1.961,1.388
train13,S,webcam_c,basler,eye39(inner corner),2.071,1.273
train13,S,webcam_c,basler,eye89(inner corner),2.162,1.553
train13,S,webcam_c,basler,eye93(outer corner),1.332,1.852
train13,S,webcam_c,basler,nose78(base of nose),3.270,2.514
train13,S,webcam_c,basler,nose84(base of nose),1.304,2.136
train13,T,webcam_c,basler,eye35(outer corner),0.823,0.801
train13,T,webcam_c,basler,eye39(inner corner),1.412,1.308
train13,T,webcam_c,basler,eye89(inner corner),1.210,0.857
train13,T,webcam_c,basler,eye93(outer corner),0.934,1.013
train13,T,webcam_c,basler,nose78(base of nose),0.603,0.784
train13,T,webcam_c,basler,nose84(base of nose),0.951,0.525
train13,S,webcam_l,basler,eye35(outer corner),1.685,1.060
train13,S,webcam_l,basler,eye39(inner corner),1.889,1.602
train13,S,webcam_l,basler,eye89(inner corner),1.099,1.104
train13,S,webcam_l,basler,eye93(outer corner),1.072,1.117
train13,S,webcam_l,basler,nose78(base of nose),1.590,2.356
train13,S,webcam_l,basler,nose84(base of nose),2.831,2.339
train13,T,webcam_l,basler,eye35(outer corner),0.753,0.683
train13,T,webcam_l,basler,eye39(inner corner),1.570,1.456
train13,T,webcam_l,basler,eye89(inner corner),1.138,1.014
train13,T,webcam_l,basler,eye93(outer corner),1.589,1.426
train13,T,webcam_l,basler,nose78(base of nose),1.607,2.366
