subject,arm,cam_a,cam_b,point,raw_mm,aligned_mm
train13,T,webcam_l,basler,nose84(base of nose),2.729,2.103
train13,S,webcam_l,webcam_c,eye35(outer corner),0.657,1.065
train13,S,webcam_l,webcam_c,eye39(inner corner),1.733,1.423
train13,S,webcam_l,webcam_c,eye89(inner corner),2.374,1.919
train13,S,webcam_l,webcam_c,eye93(outer corner),1.265,1.690
train13,S,webcam_l,webcam_c,nose78(base of nose),1.895,1.114
train13,S,webcam_l,webcam_c,nose84(base of nose),1.785,0.236
train13,T,webcam_l,webcam_c,eye35(outer corner),0.637,0.733
train13,T,webcam_l,webcam_c,eye39(inner corner),1.428,1.357
train13,T,webcam_l,webcam_c,eye89(inner corner),1.399,1.148
train13,T,webcam_l,webcam_c,eye93(outer corner),2.086,1.473
train13,T,webcam_l,webcam_c,nose78(base of nose),1.283,1.816
train13,T,webcam_l,webcam_c,nose84(base of nose),1.812,1.582
train13,S,webcam_r,basler,eye35(outer corner),0.896,0.330
train13,S,webcam_r,basler,eye39(inner corner),1.305,1.658
train13,S,webcam_r,basler,eye89(inner corner),2.596,2.019
train13,S,webcam_r,basler,eye93(outer corner),0.790,0.889
train13,S,webcam_r,basler,nose78(base of nose),1.259,1.094
train13,S,webcam_r,basler,nose84(base of nose),1.118,1.367
train13,T,webcam_r,basler,eye35(outer corner),0.081,0.124
train13,T,webcam_r,basler,eye39(inner corner),1.576,1.536
train13,T,webcam_r,basler,eye89(inner corner),2.221,2.243
train13,T,webcam_r,basler,eye93(outer corner),1.103,1.158
train13,T,webcam_r,basler,nose78(base of nose),1.544,1.416
train13,T,webcam_r,basler,nose84(base of nose),1.448,1.471
train13,S,webcam_r,webcam_c,eye35(outer corner),1.229,1.183
train13,S,webcam_r,webcam_c,eye39(inner corner),2.687,2.158
train13,S,webcam_r,webcam_c,eye89(inner corner),1.690,1.466
train13,S,webcam_r,webcam_c,eye93(outer corner),1.388,1.587
train13,S,webcam_r,webcam_c,nose78(base of nose),4.434,3.309
train13,S,webcam_r,webcam_c,nose84(base of nose),1.811,3.153
train13,T,webcam_r,webcam_c,eye35(outer corner),0.851,0.752
train13,T,webcam_r,webcam_c,eye39(inner corner),1.772,1.503
train13,T,webcam_r,webcam_c,eye89(inner corner),1.675,2.037
train13,T,webcam_r,webcam_c,eye93(outer corner),1.065,0.730
train13,T,webcam_r,webcam_c,nose78(base of nose),1.844,1.938
train13,T,webcam_r,webcam_c,nose84(base of nose),2.341,1.953
train13,S,webcam_r,webcam_l,eye35(outer corner),0.821,0.843
train13,S,webcam_r,webcam_l,eye39(inner corner),2.686,2.361
train13,S,webcam_r,webcam_l,eye89(inner corner),3.334,2.850
train13,S,webcam_r,webcam_l,eye93(outer corner),1.532,1.655
train13,S,webcam_r,webcam_l,nose78(base of nose),2.823,3.371
train13,S,webcam_r,webcam_l,nose84(base of nose),3.488,3.364
train13,T,webcam_r,webcam_l,eye35(outer corner),0.733,0.762
train13,T,webcam_r,webcam_l,eye39(inner corner),2.287,2.175
train13,T,webcam_r,webcam_l,eye89(inner corner),2.911,2.749
train13,T,webcam_r,webcam_l,eye93(outer corner),1.945,2.039
train13,T,webcam_r,webcam_l,nose78(base of nose),3.020,3.664
train13,T,webcam_r,webcam_l,nose84(base of nose),3.999,3.426
train15,S,webcam_c,basler,eye35(outer corner),0.697,2.013
train15,S,webcam_c,basler,eye39(inner corner),4.092,3.363
train15,S,webcam_c,basler,eye89(inner corner),1.214,0.983
train15,S,webcam_c,basler,eye93(outer corner),1.762,1.618
train15,S,webcam_c,basler,nose78(base of nose),1.692,1.190
train15,S,webcam_c,basler,nose84(base of nose),0.716,0.846
train15,T,webcam_c,basler,eye35(outer corner),0.862,1.843
train15,T,webcam_c,basler,eye39(inner corner),3.423,2.620
train15,T,webcam_c,basler,eye89(inner corner),1.679,0.883
train15,T,webcam_c,basler,eye93(outer corner),1.210,1.117
train15,T,webcam_c,basler,nose78(base of nose),1.093,1.083
train15,T,webcam_c,basler,nose84(base of nose),2.740,1.618
train15,S,webcam_l,basler,eye35(outer corner),1.197,1.136
train15,S,webcam_l,basler,eye39(inner corner),3.575,2.665
train15,S,webcam_l,basler,eye89(inner corner),1.306,1.562
train15,S,webcam_l,basler,eye93(outer corner),0.693,0.534
train15,S,webcam_l,basler,nose78(base of nose),0.593,1.469
train15,S,webcam_l,basler,nose84(base of nose),2.186,1.478
train15,T,webcam_l,basler,eye35(outer corner),0.741,1.152
train15,T,webcam_l,basler,eye39(inner corner),3.076,2.729
train15,T,webcam_l,basler,eye89(inner corner),1.556,1.624
train15,T,webcam_l,basler,eye93(outer corner),0.081,0.214
train15,T,webcam_l,basler,nose78(base of nose),0.713,1.039
train15,T,webcam_l,basler,nose84(base of nose),1.057,0.916
train15,S,webcam_l,webcam_c,eye35(outer corner),1.227,1.158
train15,S,webcam_l,webcam_c,eye39(inner corner),1.238,0.884
train15,S,webcam_l,webcam_c,eye89(inner corner),1.799,2.229
train15,S,webcam_l,webcam_c,eye93(outer corner),1.877,1.501
train15,S,webcam_l,webcam_c,nose78(base of nose),1.158,0.852
train15,S,webcam_l,webcam_c,nose84(base of nose),2.783,1.025
train15,T,webcam_l,webcam_c,eye35(outer corner),0.433,0.833
train15,T,webcam_l,webcam_c,eye39(inner corner),1.020,0.959
train15,T,webcam_l,webcam_c,eye89(inner corner),2.750,1.894
train15,T,webcam_l,webcam_c,eye93(outer corner),1.242,1.166
train15,T,webcam_l,webcam_c,nose78(base of nose),0.686,1.930
train15,T,webcam_l,webcam_c,nose84(base of nose),3.738,2.296
train15,S,webcam_r,basler,eye35(outer corner),3.296,2.944
train15,S,webcam_r,basler,eye39(inner corner),2.052,2.029
train15,S,webcam_r,basler,eye89(inner corner),3.656,3.299
train15,S,webcam_r,basler,eye93(outer corner),1.195,1.784
train15,S,webcam_r,basler,nose78(base of nose),3.127,2.851
train15,S,webcam_r,basler,nose84(base of nose),2.714,3.256
train15,T,webcam_r,basler,eye35(outer corner),3.484,3.078
train15,T,webcam_r,basler,eye39(inner corner),2.050,2.224
train15,T,webcam_r,basler,eye89(inner corner),2.437,2.453
train15,T,webcam_r,basler,eye93(outer corner),0.921,0.996
train15,T,webcam_r,basler,nose78(base of nose),4.326,4.054
train15,T,webcam_r,basler,nose84(base of nose),4.167,4.562
train15,S,webcam_r,webcam_c,eye35(outer corner),2.764,1.566
train15,S,webcam_r,webcam_c,eye39(inner corner),2.541,1.659
train15,S,webcam_r,webcam_c,eye89(inner corner),3.201,3.038
train15,S,webcam_r,webcam_c,eye93(outer corner),0.579,0.102
train15,S,webcam_r,webcam_c,nose78(base of nose),4.576,3.616
train15,S,webcam_r,webcam_c,nose84(base of nose),2.514,4.066
train15,T,webcam_r,webcam_c,eye35(outer corner),2.797,1.949
train15,T,webcam_r,webcam_c,eye39(inner corner),1.841,0.762
train15,T,webcam_r,webcam_c,eye89(inner corner),1.812,2.506
train15,T,webcam_r,webcam_c,eye93(outer corner),1.634,0.519
train15,T,webcam_r,webcam_c,nose78(base of nose),5.287,3.473
train15,T,webcam_r,webcam_c,nose84(base of nose),2.555,3.900
train15,S,webcam_r,webcam_l,eye35(outer corner),3.617,2.097
train15,S,webcam_r,webcam_l,eye39(inner corner),2.626,1.421
train15,S,webcam_r,webcam_l,eye89(inner corner),4.825,4.865
train15,S,webcam_r,webcam_l,eye93(outer corner),1.371,1.664
train15,S,webcam_r,webcam_l,nose78(base of nose),3.509,4.144
train15,S,webcam_r,webcam_l,nose84(base of nose),4.711,4.692
train15,T,webcam_r,webcam_l,eye35(outer corner),2.881,2.060
train15,T,webcam_r,webcam_l,eye39(inner corner),2.110,1.564
train15,T,webcam_r,webcam_l,eye89(inner corner),3.935,4.061
train15,T,webcam_r,webcam_l,eye93(outer corner),0.898,1.005
train15,T,webcam_r,webcam_l,nose78(base of nose),4.996,4.981
train15,T,webcam_r,webcam_l,nose84(base of nose),5.186,5.503
train17,S,webcam_c,basler,eye35(outer corner),0.420,0.953
train17,S,webcam_c,basler,eye39(inner corner),1.742,1.842
train17,S,webcam_c,basler,eye89(inner corner),2.182,0.730
train17,S,webcam_c,basler,eye93(outer corner),4.485,1.511
train17,S,webcam_c,basler,nose78(base of nose),1.230,1.371
train17,S,webcam_c,basler,nose84(base of nose),1.308,0.324
train17,T,webcam_c,basler,eye35(outer corner),1.727,1.094
train17,T,webcam_c,basler,eye39(inner corner),1.269,1.330
train17,T,webcam_c,basler,eye89(inner corner),1.572,1.346
train17,T,webcam_c,basler,eye93(outer corner),1.024,1.098
train17,T,webcam_c,basler,nose78(base of nose),1.927,1.866
train17,T,webcam_c,basler,nose84(base of nose),1.255,1.661
train17,S,webcam_l,basler,eye35(outer corner),1.281,1.583
train17,S,webcam_l,basler,eye39(inner corner),1.232,1.082
train17,S,webcam_l,basler,eye89(inner corner),2.544,2.263
train17,S,webcam_l,basler,eye93(outer corner),0.727,0.895
train17,S,webcam_l,basler,nose78(base of nose),1.673,2.438
train17,S,webcam_l,basler,nose84(base of nose),3.336,2.586
train17,T,webcam_l,basler,eye35(outer corner),1.340,1.579
train17,T,webcam_l,basler,eye39(inner corner),1.309,1.146
train17,T,webcam_l,basler,eye89(inner corner),2.500,2.310
train17,T,webcam_l,basler,eye93(outer corner),1.089,1.268
train17,T,webcam_l,basler,nose78(base of nose),1.031,1.582
train17,T,webcam_l,basler,nose84(base of nose),2.249,1.671
train17,S,webcam_l,webcam_c,eye35(outer corner),1.439,0.921
train17,S,webcam_l,webcam_c,eye39(inner corner),0.886,0.908
train17,S,webcam_l,webcam_c,eye89(inner corner),4.401,1.915
train17,S,webcam_l,webcam_c,eye93(outer corner),4.019,1.000
train17,S,webcam_l,webcam_c,nose78(base of nose),1.298,2.418
train17,S,webcam_l,webcam_c,nose84(base of nose),2.229,2.380
train17,T,webcam_l,webcam_c,eye35(outer corner),2.922,2.582
train17,T,webcam_l,webcam_c,eye39(inner corner),1.364,1.396
train17,T,webcam_l,webcam_c,eye89(inner corner),3.782,3.395
train17,T,webcam_l,webcam_c,eye93(outer corner),1.011,1.675
train17,T,webcam_l,webcam_c,nose78(base of nose),2.472,2.888
train17,T,webcam_l,webcam_c,nose84(base of nose),3.319,3.242
train17,S,webcam_r,basler,eye35(outer corner),0.691,0.940
train17,S,webcam_r,basler,eye39(inner corner),0.946,0.962
train17,S,webcam_r,basler,eye89(inner corner),1.407,1.689
train17,S,webcam_r,basler,eye93(outer corner),1.154,1.012
train17,S,webcam_r,basler,nose78(base of nose),4.165,3.444
train17,S,webcam_r,basler,nose84(base of nose),3.098,3.439
train17,T,webcam_r,basler,eye35(outer corner),0.918,0.927
train17,T,webcam_r,basler,eye39(inner corner),0.848,0.812
train17,T,webcam_r,basler,eye89(inner corner),1.486,1.577
train17,T,webcam_r,basler,eye93(outer corner),0.594,0.648
train17,T,webcam_r,basler,nose78(base of nose),3.200,2.998
train17,T,webcam_r,basler,nose84(base of nose),2.791,2.929
train17,S,webcam_r,webcam_c,eye35(outer corner),0.918,1.867
train17,S,webcam_r,webcam_c,eye39(inner corner),1.103,1.127
train17,S,webcam_r,webcam_c,eye89(inner corner),1.967,1.885
train17,S,webcam_r,webcam_c,eye93(outer corner),4.975,1.540
train17,S,webcam_r,webcam_c,nose78(base of nose),4.993,3.823
train17,S,webcam_r,webcam_c,nose84(base of nose),4.314,3.677
train17,T,webcam_r,webcam_c,eye35(outer corner),1.255,0.755
train17,T,webcam_r,webcam_c,eye39(inner corner),1.089,1.314
train17,T,webcam_r,webcam_c,eye89(inner corner),1.231,1.137
train17,T,webcam_r,webcam_c,eye93(outer corner),0.593,0.972
train17,T,webcam_r,webcam_c,nose78(base of nose),1.698,1.626
train17,T,webcam_r,webcam_c,nose84(base of nose),1.942,1.551
train17,S,webcam_r,webcam_l,eye35(outer corner),1.893,2.489
train17,S,webcam_r,webcam_l,eye39(inner corner),0.675,0.813
train17,S,webcam_r,webcam_l,eye89(inner corner),3.508,3.647
train17,S,webcam_r,webcam_l,eye93(outer corner),1.427,1.158
train17,S,webcam_r,webcam_l,nose78(base of nose),5.768,5.807
train17,S,webcam_r,webcam_l,nose84(base of nose),6.400,5.972
train17,T,webcam_r,webcam_l,eye35(outer corner),2.233,2.466
train17,T,webcam_r,webcam_l,eye39(inner corner),0.796,0.736
train17,T,webcam_r,webcam_l,eye89(inner corner),3.682,3.614
train17,T,webcam_r,webcam_l,eye93(outer corner),1.061,1.080
train17,T,webcam_r,webcam_l,nose78(base of nose),4.001,4.398
train17,T,webcam_r,webcam_l,nose84(base of nose),5.036,4.567
train16,S,webcam_c,basler,eye35(outer corner),2.144,1.570
train16,S,webcam_c,basler,eye39(inner corner),2.315,1.763
train16,S,webcam_c,basler,eye89(inner corner),3.089,3.554
train16,S,webcam_c,basler,eye93(outer corner),3.096,2.725
train16,S,webcam_c,basler,nose78(base of nose),1.297,0.886
train16,S,webcam_c,basler,nose84(base of nose),0.606,0.936
train16,T,webcam_c,basler,eye35(outer corner),0.840,0.930
train16,T,webcam_c,basler,eye39(inner corner),2.007,1.892
train16,T,webcam_c,basler,eye89(inner corner),2.899,2.904
train16,T,webcam_c,basler,eye93(outer corner),2.181,2.165
train16,T,webcam_c,basler,nose78(base of nose),1.060,1.172
train16,T,webcam_c,basler,nose84(base of nose),0.896,0.765
train16,S,webcam_l,basler,eye35(outer corner),1.870,1.375
train16,S,webcam_l,basler,eye39(inner corner),1.304,1.166
train16,S,webcam_l,basler,eye89(inner corner),3.671,3.757
train16,S,webcam_l,basler,eye93(outer corner),2.202,2.103
train16,S,webcam_l,basler,nose78(base of nose),1.710,2.148
train16,S,webcam_l,basler,nose84(base of nose),2.131,1.816
train16,T,webcam_l,basler,eye35(outer corner),1.287,1.179
train16,T,webcam_l,basler,eye39(inner corner),1.121,1.159
train16,T,webcam_l,basler,eye89(inner corner),3.586,3.366
train16,T,webcam_l,basler,eye93(outer corner),1.785,1.974
train16,T,webcam_l,basler,nose78(base of nose),1.331,2.035
train16,T,webcam_l,basler,nose84(base of nose),2.369,1.660
train16,S,webcam_l,webcam_c,eye35(outer corner),0.463,0.804
train16,S,webcam_l,webcam_c,eye39(inner corner),1.211,0.873
train16,S,webcam_l,webcam_c,eye89(inner corner),1.252,0.774
train16,S,webcam_l,webcam_c,eye93(outer corner),1.625,1.144
train16,S,webcam_l,webcam_c,nose78(base of nose),1.238,1.752
train16,S,webcam_l,webcam_c,nose84(base of nose),2.415,2.040
train16,T,webcam_l,webcam_c,eye35(outer corner),1.231,1.282
train16,T,webcam_l,webcam_c,eye39(inner corner),1.362,1.189
train16,T,webcam_l,webcam_c,eye89(inner corner),1.381,1.015
train16,T,webcam_l,webcam_c,eye93(outer corner),0.779,0.902
train16,T,webcam_l,webcam_c,nose78(base of nose),0.644,1.285
train16,T,webcam_l,webcam_c,nose84(base of nose),1.975,1.560
train16,S,webcam_r,basler,eye35(outer corner),0.991,0.873
train16,S,webcam_r,basler,eye39(inner corner),1.938,1.882
train16,S,webcam_r,basler,eye89(inner corner),2.586,2.800
train16,S,webcam_r,basler,eye93(outer corner),3.145,2.852
train16,S,webcam_r,basler,nose78(base of nose),2.626,2.273
train16,S,webcam_r,basler,nose84(base of nose),1.816,2.307
train16,T,webcam_r,basler,eye35(outer corner),1.548,1.012
train16,T,webcam_r,basler,eye39(inner corner),1.740,1.809
train16,T,webcam_r,basler,eye89(inner corner),2.185,2.070
train16,T,webcam_r,basler,eye93(outer corner),2.229,2.194
train16,T,webcam_r,basler,nose78(base of nose),2.405,2.204
train16,T,webcam_r,basler,nose84(base of nose),1.690,2.103
train16,S,webcam_r,webcam_c,eye35(outer corner),2.215,1.254
train16,S,webcam_r,webcam_c,eye39(inner corner),1.218,0.700
train16,S,webcam_r,webcam_c,eye89(inner corner),1.056,1.042
train16,S,webcam_r,webcam_c,eye93(outer corner),0.713,0.757
train16,S,webcam_r,webcam_c,nose78(base of nose),2.454,2.264
train16,S,webcam_r,webcam_c,nose84(base of nose),1.471,2.042
train16,T,webcam_r,webcam_c,eye35(outer corner),1.380,0.919
train16,T,webcam_r,webcam_c,eye39(inner corner),1.037,0.713
train16,T,webcam_r,webcam_c,eye89(inner corner),1.180,1.143
train16,T,webcam_r,webcam_c,eye93(outer corner),0.640,0.779
train16,T,webcam_r,webcam_c,nose78(base of nose),2.380,2.256
train16,T,webcam_r,webcam_c,nose84(base of nose),1.798,2.095
train16,S,webcam_r,webcam_l,eye35(outer corner),2.129,1.516
train16,S,webcam_r,webcam_l,eye39(inner corner),1.420,1.386
train16,S,webcam_r,webcam_l,eye89(inner corner),1.662,1.507
train16,S,webcam_r,webcam_l,eye93(outer corner),2.104,1.534
train16,S,webcam_r,webcam_l,nose78(base of nose),3.671,4.004
train16,S,webcam_r,webcam_l,nose84(base of nose),3.870,3.985
train16,T,webcam_r,webcam_l,eye35(outer corner),2.520,1.871
train16,T,webcam_r,webcam_l,eye39(inner corner),1.157,1.225
train16,T,webcam_r,webcam_l,eye89(inner corner),1.983,1.765
train16,T,webcam_r,webcam_l,eye93(outer corner),1.163,1.056
train16,T,webcam_r,webcam_l,nose78(base of nose),3.024,3.558
train16,T,webcam_r,webcam_l,nose84(base of nose),3.761,3.608
train19,S,webcam_c,basler,eye35(outer corner),0.951,0.749
train19,S,webcam_c,basler,eye39(inner corner),1.279,0.876
train19,S,webcam_c,basler,eye89(inner corner),1.072,1.937
train19,S,webcam_c,basler,eye93(outer corner),4.266,2.097
train19,S,webcam_c,basler,nose78(base of nose),0.129,0.505
train19,S,webcam_c,basler,nose84(base of nose),0.839,0.522
train19,T,webcam_c,basler,eye35(outer corner),1.191,1.447
train19,T,webcam_c,basler,eye39(inner corner),1.708,1.690
train19,T,webcam_c,basler,eye89(inner corner),1.714,1.965
train19,T,webcam_c,basler,eye93(outer corner),2.090,1.503
train19,T,webcam_c,basler,nose78(base of nose),0.327,0.871
train19,T,webcam_c,basler,nose84(base of nose),1.984,1.267
train19,S,webcam_l,basler,eye35(outer corner),1.765,0.646
train19,S,webcam_l,basler,eye39(inner corner),3.212,1.981
train19,S,webcam_l,basler,eye89(inner corner),1.355,2.439
train19,S,webcam_l,basler,eye93(outer corner),2.064,1.223
train19,S,webcam_l,basler,nose78(base of nose),1.460,1.964
train19,S,webcam_l,basler,nose84(base of nose),2.198,1.711
train19,T,webcam_l,basler,eye35(outer corner),0.478,0.513
train19,T,webcam_l,basler,eye39(inner corner),1.290,1.354
train19,T,webcam_l,basler,eye89(inner corner),2.313,2.095
train19,T,webcam_l,basler,eye93(outer corner),0.742,0.801
train19,T,webcam_l,basler,nose78(base of nose),1.378,2.040
train19,T,webcam_l,basler,nose84(base of nose),2.612,2.046
train19,S,webcam_l,webcam_c,eye35(outer corner),1.132,0.196
train19,S,webcam_l,webcam_c,eye39(inner corner),2.481,2.132
train19,S,webcam_l,webcam_c,eye89(inner corner),1.680,1.034
train19,S,webcam_l,webcam_c,eye93(outer corner),2.521,1.305
train19,S,webcam_l,webcam_c,nose78(base of nose),1.373,2.021
train19,S,webcam_l,webcam_c,nose84(base of nose),1.613,1.946
train19,T,webcam_l,webcam_c,eye35(outer corner),0.891,1.076
train19,T,webcam_l,webcam_c,eye39(inner corner),2.416,2.483
train19,T,webcam_l,webcam_c,eye89(inner corner),1.400,0.971
train19,T,webcam_l,webcam_c,eye93(outer corner),2.077,1.242
train19,T,webcam_l,webcam_c,nose78(base of nose),1.146,1.324
train19,T,webcam_l,webcam_c,nose84(base of nose),0.958,1.256
train19,S,webcam_r,basler,eye35(outer corner),0.204,1.889
train19,S,webcam_r,basler,eye39(inner corner),3.473,2.159
train19,S,webcam_r,basler,eye89(inner corner),2.393,1.630
train19,S,webcam_r,basler,eye93(outer corner),1.834,1.443
train19,S,webcam_r,basler,nose78(base of nose),2.353,2.284
train19,S,webcam_r,basler,nose84(base of nose),2.225,2.139
train19,T,webcam_r,basler,eye35(outer corner),1.587,1.763
train19,T,webcam_r,basler,eye39(inner corner),2.035,1.988
train19,T,webcam_r,basler,eye89(inner corner),1.977,2.108
train19,T,webcam_r,basler,eye93(outer corner),1.805,1.545
train19,T,webcam_r,basler,nose78(base of nose),1.996,1.809
train19,T,webcam_r,basler,nose84(base of nose),1.785,1.873
train19,S,webcam_r,webcam_c,eye35(outer corner),0.804,2.171
train19,S,webcam_r,webcam_c,eye39(inner corner),2.337,1.803
train19,S,webcam_r,webcam_c,eye89(inner corner),2.234,2.822
train19,S,webcam_r,webcam_c,eye93(outer corner),3.386,1.751
train19,S,webcam_r,webcam_c,nose78(base of nose),2.439,1.967
train19,S,webcam_r,webcam_c,nose84(base of nose),2.524,1.929
train19,T,webcam_r,webcam_c,eye35(outer corner),2.464,2.908
train19,T,webcam_r,webcam_c,eye39(inner corner),2.494,2.517
train19,T,webcam_r,webcam_c,eye89(inner corner),2.686,3.249
train19,T,webcam_r,webcam_c,eye93(outer corner),3.048,2.043
train19,T,webcam_r,webcam_c,nose78(base of nose),2.143,2.302
train19,T,webcam_r,webcam_c,nose84(base of nose),3.165,2.411
train19,S,webcam_r,webcam_l,eye35(outer corner),1.675,2.025
train19,S,webcam_r,webcam_l,eye39(inner corner),2.339,2.213
train19,S,webcam_r,webcam_l,eye89(inner corner),3.662,3.688
train19,S,webcam_r,webcam_l,eye93(outer corner),1.738,1.699
train19,S,webcam_r,webcam_l,nose78(base of nose),3.811,3.908
train19,S,webcam_r,webcam_l,nose84(base of nose),4.115,3.846
train19,T,webcam_r,webcam_l,eye35(outer corner),1.884,2.117
train19,T,webcam_r,webcam_l,eye39(inner corner),2.249,2.201
train19,T,webcam_r,webcam_l,eye89(inner corner),3.885,3.875
train19,T,webcam_r,webcam_l,eye93(outer corner),2.020,1.971
train19,T,webcam_r,webcam_l,nose78(base of nose),3.268,3.622
train19,T,webcam_r,webcam_l,nose84(base of nose),4.034,3.574
train23,S,webcam_l,webcam_c,eye35(outer corner),0.764,0.425
train23,S,webcam_l,webcam_c,eye39(inner corner),0.745,0.803
train23,S,webcam_l,webcam_c,eye89(inner corner),0.593,0.496
train23,S,webcam_l,webcam_c,eye93(outer corner),0.573,0.680
train23,S,webcam_l,webcam_c,nose78(base of nose),0.608,0.733
train23,S,webcam_l,webcam_c,nose84(base of nose),1.279,0.829
train23,T,webcam_l,webcam_c,eye35(outer corner),0.611,0.356
train23,T,webcam_l,webcam_c,eye39(inner corner),0.954,0.931
train23,T,webcam_l,webcam_c,eye89(inner corner),0.867,1.137
train23,T,webcam_l,webcam_c,eye93(outer corner),1.717,1.224
train23,T,webcam_l,webcam_c,nose78(base of nose),0.881,1.016
train23,T,webcam_l,webcam_c,nose84(base of nose),1.077,1.230
train23,S,webcam_r,webcam_c,eye35(outer corner),0.548,0.657
train23,S,webcam_r,webcam_c,eye39(inner corner),0.884,1.244
train23,S,webcam_r,webcam_c,eye89(inner corner),0.440,0.679
train23,S,webcam_r,webcam_c,eye93(outer corner),3.047,2.163
train23,S,webcam_r,webcam_c,nose78(base of nose),5.965,4.216
train23,S,webcam_r,webcam_c,nose84(base of nose),2.473,4.337
train23,T,webcam_r,webcam_c,eye35(outer corner),1.356,0.949
train23,T,webcam_r,webcam_c,eye39(inner corner),1.753,1.272
train23,T,webcam_r,webcam_c,eye89(inner corner),0.758,0.855
train23,T,webcam_r,webcam_c,eye93(outer corner),0.787,1.560
train23,T,webcam_r,webcam_c,nose78(base of nose),5.553,4.582
train23,T,webcam_r,webcam_c,nose84(base of nose),3.766,4.590
train23,S,webcam_r,webcam_l,eye35(outer corner),1.073,0.796
train23,S,webcam_r,webcam_l,eye39(inner corner),1.291,1.336
train23,S,webcam_r,webcam_l,eye89(inner corner),0.520,0.869
train23,S,webcam_r,webcam_l,eye93(outer corner),3.260,2.402
train23,S,webcam_r,webcam_l,nose78(base of nose),5.711,4.665
train23,S,webcam_r,webcam_l,nose84(base of nose),3.701,5.005
train23,T,webcam_r,webcam_l,eye35(outer corner),1.871,1.195
train23,T,webcam_r,webcam_l,eye39(inner corner),1.849,1.461
train23,T,webcam_r,webcam_l,eye89(inner corner),0.885,0.594
train23,T,webcam_r,webcam_l,eye93(outer corner),2.259,2.402
train23,T,webcam_r,webcam_l,nose78(base of nose),6.390,5.530
train23,T,webcam_r,webcam_l,nose84(base of nose),4.787,5.787
train25,S,webcam_c,basler,eye35(outer corner),1.958,1.733
train25,S,webcam_c,basler,eye39(inner corner),2.665,2.585
train25,S,webcam_c,basler,eye89(inner corner),2.811,2.205
train25,S,webcam_c,basler,eye93(outer corner),2.549,3.544
train25,S,webcam_c,basler,nose78(base of nose),4.612,4.328
train25,S,webcam_c,basler,nose84(base of nose),3.877,3.740
train25,T,webcam_c,basler,eye35(outer corner),3.714,3.049
train25,T,webcam_c,basler,eye39(inner corner),2.597,2.989
train25,T,webcam_c,basler,eye89(inner corner),3.568,3.858
train25,T,webcam_c,basler,eye93(outer corner),3.585,3.379
train25,T,webcam_c,basler,nose78(base of nose),1.595,1.431
train25,T,webcam_c,basler,nose84(base of nose),1.210,1.137
train25,S,webcam_l,basler,eye35(outer corner),1.522,1.896
train25,S,webcam_l,basler,eye39(inner corner),1.175,1.169
train25,S,webcam_l,basler,eye89(inner corner),1.892,1.496
train25,S,webcam_l,basler,eye93(outer corner),1.094,0.949
train25,S,webcam_l,basler,nose78(base of nose),4.177,4.535
train25,S,webcam_l,basler,nose84(base of nose),4.964,4.520
train25,T,webcam_l,basler,eye35(outer corner),1.805,2.111
train25,T,webcam_l,basler,eye39(inner corner),1.327,1.304
train25,T,webcam_l,basler,eye89(inner corner),1.230,1.539
train25,T,webcam_l,basler,eye93(outer corner),1.357,1.106
train25,T,webcam_l,basler,nose78(base of nose),3.435,3.485
train25,T,webcam_l,basler,nose84(base of nose),3.803,3.404
train25,S,webcam_l,webcam_c,eye35(outer corner),1.984,2.341
train25,S,webcam_l,webcam_c,eye39(inner corner),2.500,2.004
train25,S,webcam_l,webcam_c,eye89(inner corner),4.435,3.535
train25,S,webcam_l,webcam_c,eye93(outer corner),1.482,2.653
train25,S,webcam_l,webcam_c,nose78(base of nose),0.937,0.574
train25,S,webcam_l,webcam_c,nose84(base of nose),1.746,1.711
train25,T,webcam_l,webcam_c,eye35(outer corner),4.796,4.468
train25,T,webcam_l,webcam_c,eye39(inner corner),2.530,2.889
train25,T,webcam_l,webcam_c,eye89(inner corner),4.658,5.331
train25,T,webcam_l,webcam_c,eye93(outer corner),3.947,3.000
train25,T,webcam_l,webcam_c,nose78(base of nose),4.269,3.563
train25,T,webcam_l,webcam_c,nose84(base of nose),3.664,4.132
train25,S,webcam_r,basler,eye35(outer corner),1.460,1.078
train25,S,webcam_r,basler,eye39(inner corner),1.215,1.657
train25,S,webcam_r,basler,eye89(inner corner),0.905,1.066
train25,S,webcam_r,basler,eye93(outer corner),1.661,1.793
train25,S,webcam_r,basler,nose78(base of nose),3.614,3.225
train25,S,webcam_r,basler,nose84(base of nose),3.648,3.594
train25,T,webcam_r,basler,eye35(outer corner),1.959,1.549
train25,T,webcam_r,basler,eye39(inner corner),2.160,2.462
train25,T,webcam_r,basler,eye89(inner corner),1.224,1.418
train25,T,webcam_r,basler,eye93(outer corner),2.284,2.179
train25,T,webcam_r,basler,nose78(base of nose),2.085,1.982
train25,T,webcam_r,basler,nose84(base of nose),2.248,2.211
train25,S,webcam_r,webcam_c,eye35(outer corner),2.664,1.977
train25,S,webcam_r,webcam_c,eye39(inner corner),3.283,3.729
train25,S,webcam_r,webcam_c,eye89(inner corner),2.392,1.967
train25,S,webcam_r,webcam_c,eye93(outer corner),4.011,4.977
train25,S,webcam_r,webcam_c,nose78(base of nose),7.933,7.321
train25,S,webcam_r,webcam_c,nose84(base of nose),7.185,7.075
