subject,arm,cam,n_train,n_kept,train_rms_px,test_rms_med_px,iod_mm
subject0083,S,cam07,60,30,2.607,5.215,90.245
subject0083,GEN,cam07,0,0,nan,15.924,nan
subject0083,T,cam08,60,60,4.718,6.360,90.506
subject0083,Tk,cam08,30,30,4.178,6.332,90.600
subject0083,S,cam08,60,30,3.194,6.400,90.238
subject0083,GEN,cam08,0,0,nan,20.387,nan
subject0083,T,cam09,60,60,4.431,5.699,90.423
subject0083,Tk,cam09,30,30,3.547,5.812,90.446
subject0083,S,cam09,60,30,2.905,5.838,90.432
subject0083,GEN,cam09,0,0,nan,19.359,nan
subject0083,T,cam10,60,60,6.652,8.038,88.453
subject0083,Tk,cam10,30,30,5.104,8.053,88.427
subject0083,S,cam10,60,30,3.862,8.327,88.348
subject0083,GEN,cam10,0,0,nan,35.425,nan
subject0083,T,cam16,60,60,5.526,7.497,90.256
subject0083,Tk,cam16,30,30,4.145,7.397,90.322
subject0083,S,cam16,60,30,2.793,7.724,90.472
subject0083,GEN,cam16,0,0,nan,26.477,nan
subject0083,T,cam17,60,60,6.070,6.943,89.914
subject0083,Tk,cam17,30,30,4.470,6.472,89.842
subject0083,S,cam17,60,30,3.678,6.586,89.903
subject0083,GEN,cam17,0,0,nan,26.624,nan
subject0083,S240,cam09,120,60,3.241,5.703,90.503
subject0083,F,cam00,600,0,nan,16.122,90.279
subject0083,F,cam01,600,0,nan,15.178,90.279
subject0083,F,cam02,600,0,nan,31.179,90.279
subject0083,F,cam03,600,0,nan,35.044,90.279
subject0083,F,cam07,600,0,nan,27.151,90.279
subject0083,F,cam08,600,0,nan,14.170,90.279
subject0083,F,cam09,600,0,nan,15.808,90.279
subject0083,F,cam10,600,0,nan,39.380,90.279
subject0083,F,cam16,600,0,nan,29.690,90.279
subject0083,F,cam17,600,0,nan,20.064,90.279
subject0083,M,cam00,600,300,8.939,10.622,90.456
subject0083,M,cam01,600,300,8.939,10.497,90.456
subject0083,M,cam02,600,300,8.939,15.997,90.456
subject0083,M,cam03,600,300,8.939,17.526,90.456
subject0083,M,cam07,600,300,8.939,16.262,90.456
subject0083,M,cam08,600,300,8.939,10.283,90.456
subject0083,M,cam09,600,300,8.939,13.236,90.456
subject0083,M,cam10,600,300,8.939,31.795,90.456
subject0083,M,cam16,600,300,8.939,26.071,90.456
subject0083,M,cam17,600,300,8.939,25.119,90.456
subject0083,S_cross,cam00,0,0,nan,32.934,nan
subject0083,S_cross,cam01,0,0,nan,30.340,nan
subject0083,S_cross,cam02,0,0,nan,42.202,nan
subject0083,S_cross,cam03,0,0,nan,50.091,nan
subject0083,S_cross,cam07,0,0,nan,42.529,nan
subject0083,S_cross,cam08,0,0,nan,14.375,nan
subject0083,S_cross,cam10,0,0,nan,31.914,nan
subject0083,S_cross,cam16,0,0,nan,34.007,nan
subject0083,S_cross,cam17,0,0,nan,14.530,nan
subject0090,T,cam00,60,60,3.781,4.769,89.708
subject0090,Tk,cam00,30,30,3.201,4.805,89.737
subject0090,S,cam00,60,30,2.679,4.771,89.358
subject0090,GEN,cam00,0,0,nan,22.002,nan
subject0090,T,cam01,60,60,3.764,5.022,89.605
subject0090,Tk,cam01,30,30,2.996,4.758,89.668
subject0090,S,cam01,60,30,2.326,4.777,89.770
subject0090,GEN,cam01,0,0,nan,24.237,nan
subject0090,T,cam02,60,60,3.849,5.429,88.284
subject0090,Tk,cam02,30,30,2.504,5.026,89.435
subject0090,S,cam02,60,30,2.693,5.133,89.644
subject0090,GEN,cam02,0,0,nan,25.109,nan
subject0090,T,cam07,60,60,3.718,4.775,88.689
subject0090,Tk,cam07,30,30,2.835,4.445,88.977
subject0090,S,cam07,60,30,2.421,4.395,88.780
subject0090,GEN,cam07,0,0,nan,21.964,nan
subject0090,T,cam08,60,60,5.119,5.429,89.902
subject0090,Tk,cam08,30,30,3.516,5.550,89.945
subject0090,S,cam08,60,30,2.849,5.553,89.660
subject0090,GEN,cam08,0,0,nan,18.461,nan
subject0090,T,cam09,60,60,5.058,5.758,89.871
subject0090,Tk,cam09,30,30,3.753,5.658,89.866
subject0090,S,cam09,60,30,3.125,5.644,89.714
subject0090,GEN,cam09,0,0,nan,18.350,nan
subject0090,T,cam10,60,60,7.195,9.966,88.470
subject0090,Tk,cam10,30,30,5.150,10.221,88.394
subject0090,S,cam10,60,30,4.669,10.691,88.336
subject0090,GEN,cam10,0,0,nan,33.092,nan
subject0090,T,cam16,60,60,6.039,7.315,89.400
subject0090,Tk,cam16,30,30,3.867,7.021,89.433
subject0090,S,cam16,60,30,3.509,7.242,89.137
subject0090,GEN,cam16,0,0,nan,26.477,nan
subject0090,T,cam17,60,60,4.817,5.524,90.051
subject0090,Tk,cam17,30,30,3.801,5.498,90.071
subject0090,S,cam17,60,30,3.224,5.491,89.986
subject0090,GEN,cam17,0,0,nan,20.207,nan
subject0090,S240,cam09,116,58,2.900,5.469,89.816
subject0090,F,cam00,540,0,nan,12.958,89.475
subject0090,F,cam01,540,0,nan,17.448,89.475
subject0090,F,cam02,540,0,nan,35.718,89.475
subject0090,F,cam07,540,0,nan,26.898,89.475
subject0090,F,cam08,540,0,nan,14.572,89.475
subject0090,F,cam09,540,0,nan,15.161,89.475
subject0090,F,cam10,540,0,nan,35.525,89.475
subject0090,F,cam16,540,0,nan,30.124,89.475
subject0090,F,cam17,540,0,nan,18.217,89.475
subject0090,M,cam00,540,270,7.167,8.113,89.824
subject0090,M,cam01,540,270,7.167,9.156,89.824
subject0090,M,cam02,540,270,7.167,18.848,89.824
subject0090,M,cam07,540,270,7.167,15.459,89.824
subject0090,M,cam08,540,270,7.167,12.941,89.824
subject0090,M,cam09,540,270,7.167,14.885,89.824
subject0090,M,cam10,540,270,7.167,32.984,89.824
subject0090,M,cam16,540,270,7.167,21.546,89.824
subject0090,M,cam17,540,270,7.167,24.084,89.824
subject0090,S_cross,cam00,0,0,nan,27.962,nan
subject0090,S_cross,cam01,0,0,nan,27.674,nan
subject0090,S_cross,cam02,0,0,nan,42.006,nan
subject0090,S_cross,cam07,0,0,nan,40.341,nan
subject0090,S_cross,cam08,0,0,nan,14.002,nan
subject0090,S_cross,cam10,0,0,nan,29.273,nan
subject0090,S_cross,cam16,0,0,nan,29.210,nan
subject0090,S_cross,cam17,0,0,nan,13.335,nan
subject0095,T,cam00,60,60,5.211,6.622,90.227
subject0095,Tk,cam00,30,30,4.424,6.695,90.203
subject0095,S,cam00,60,30,3.611,6.650,90.045
subject0095,GEN,cam00,0,0,nan,15.653,nan
subject0095,T,cam01,60,60,5.124,6.384,90.132
subject0095,Tk,cam01,30,30,4.045,6.296,90.246
subject0095,S,cam01,60,30,3.268,6.139,90.215
subject0095,GEN,cam01,0,0,nan,16.120,nan
subject0095,T,cam02,60,60,4.321,5.788,90.149
subject0095,Tk,cam02,30,30,3.476,5.419,89.362
subject0095,S,cam02,60,30,3.232,5.111,89.485
subject0095,GEN,cam02,0,0,nan,30.059,nan
subject0095,T,cam07,60,60,3.380,4.255,90.400
subject0095,Tk,cam07,30,30,2.683,4.409,89.403
subject0095,S,cam07,60,30,2.298,4.266,90.233
subject0095,GEN,cam07,0,0,nan,26.119,nan
subject0095,T,cam08,60,60,4.994,6.163,89.846
subject0095,Tk,cam08,30,30,3.700,6.245,89.652
subject0095,S,cam08,60,30,2.815,6.329,89.705
subject0095,GEN,cam08,0,0,nan,23.543,nan
subject0095,T,cam09,60,60,6.346,8.199,89.201
subject0095,Tk,cam09,30,30,4.566,7.168,89.334
subject0095,S,cam09,60,30,3.725,7.174,89.215
subject0095,GEN,cam09,0,0,nan,22.414,nan
subject0095,T,cam10,60,60,4.719,5.124,87.988
subject0095,Tk,cam10,30,30,3.723,4.753,88.493
subject0095,S,cam10,60,30,3.086,4.692,86.891
subject0095,GEN,cam10,0,0,nan,42.256,nan
subject0095,T,cam16,60,60,4.905,6.677,89.901
subject0095,Tk,cam16,30,30,3.259,5.985,90.179
subject0095,S,cam16,60,30,2.648,5.769,90.440
subject0095,GEN,cam16,0,0,nan,31.122,nan
subject0095,T,cam17,60,60,4.560,5.716,89.044
subject0095,Tk,cam17,30,30,3.355,5.583,89.046
subject0095,S,cam17,60,30,2.671,5.602,89.356
subject0095,GEN,cam17,0,0,nan,24.503,nan
subject0095,S240,cam09,94,47,4.014,6.818,89.295
subject0095,F,cam00,540,0,nan,19.152,89.649
subject0095,F,cam01,540,0,nan,19.565,89.649
subject0095,F,cam02,540,0,nan,30.294,89.649
subject0095,F,cam07,540,0,nan,27.941,89.649
subject0095,F,cam08,540,0,nan,11.401,89.649
subject0095,F,cam09,540,0,nan,11.476,89.649
subject0095,F,cam10,540,0,nan,37.165,89.649
subject0095,F,cam16,540,0,nan,25.023,89.649
subject0095,F,cam17,540,0,nan,21.201,89.649
subject0095,M,cam00,540,270,8.306,12.275,89.524
subject0095,M,cam01,540,270,8.306,10.692,89.524
subject0095,M,cam02,540,270,8.306,20.602,89.524
subject0095,M,cam07,540,270,8.306,18.730,89.524
subject0095,M,cam08,540,270,8.306,8.370,89.524
subject0095,M,cam09,540,270,8.306,10.873,89.524
subject0095,M,cam10,540,270,8.306,33.707,89.524
subject0095,M,cam16,540,270,8.306,18.136,89.524
subject0095,M,cam17,540,270,8.306,21.533,89.524
subject0095,S_cross,cam00,0,0,nan,29.795,nan
subject0095,S_cross,cam01,0,0,nan,27.579,nan
subject0095,S_cross,cam02,0,0,nan,33.177,nan
subject0095,S_cross,cam07,0,0,nan,37.997,nan
subject0095,S_cross,cam08,0,0,nan,14.474,nan
subject0095,S_cross,cam10,0,0,nan,33.987,nan
subject0095,S_cross,cam16,0,0,nan,31.229,nan
subject0095,S_cross,cam17,0,0,nan,16.991,nan
subject0085,T,cam00,60,60,3.531,4.458,90.503
subject0085,Tk,cam00,30,30,2.966,4.482,90.475
subject0085,S,cam00,60,30,2.465,4.488,90.207
subject0085,GEN,cam00,0,0,nan,18.313,nan
subject0085,T,cam01,60,60,3.954,4.398,90.343
subject0085,Tk,cam01,30,30,3.102,4.199,90.342
subject0085,S,cam01,60,30,2.778,4.159,90.219
subject0085,GEN,cam01,0,0,nan,20.783,nan
subject0085,T,cam02,60,60,4.864,6.235,88.733
subject0085,Tk,cam02,30,30,4.025,6.280,88.069
subject0085,S,cam02,60,30,3.569,6.125,88.320
subject0085,GEN,cam02,0,0,nan,28.418,nan
subject0085,T,cam07,60,60,4.331,5.203,88.948
subject0085,Tk,cam07,30,30,3.396,5.288,88.551
subject0085,S,cam07,60,30,2.734,5.122,88.144
subject0085,GEN,cam07,0,0,nan,24.864,nan
subject0085,T,cam08,60,60,5.219,5.770,90.076
subject0085,Tk,cam08,30,30,4.391,5.869,90.169
subject0085,S,cam08,60,30,3.972,5.851,90.109
subject0085,GEN,cam08,0,0,nan,25.950,nan
subject0085,T,cam09,60,60,5.266,5.514,89.706
subject0085,Tk,cam09,30,30,4.375,5.403,89.764
subject0085,S,cam09,60,30,3.527,5.477,89.736
subject0085,GEN,cam09,0,0,nan,28.739,nan
subject0085,T,cam10,60,60,8.908,10.154,88.922
subject0085,Tk,cam10,30,30,5.886,10.149,88.814
subject0085,S,cam10,60,30,4.950,9.577,88.692
subject0085,GEN,cam10,0,0,nan,35.667,nan
subject0085,T,cam16,60,60,5.623,6.525,89.693
subject0085,Tk,cam16,30,30,4.322,6.723,89.820
subject0085,S,cam16,60,30,4.079,6.817,90.021
subject0085,GEN,cam16,0,0,nan,26.133,nan
subject0085,T,cam17,60,60,5.239,5.679,90.002
subject0085,Tk,cam17,30,30,3.550,5.607,89.987
subject0085,S,cam17,60,30,2.870,5.538,89.674
subject0085,GEN,cam17,0,0,nan,28.377,nan
subject0085,S240,cam09,124,62,3.314,5.418,89.874
subject0085,F,cam00,540,0,nan,18.805,89.881
subject0085,F,cam01,540,0,nan,25.875,89.881
subject0085,F,cam02,540,0,nan,47.364,89.881
subject0085,F,cam07,540,0,nan,35.762,89.881
subject0085,F,cam08,540,0,nan,18.405,89.881
subject0085,F,cam09,540,0,nan,24.250,89.881
subject0085,F,cam10,540,0,nan,42.206,89.881
subject0085,F,cam16,540,0,nan,30.854,89.881
subject0085,F,cam17,540,0,nan,19.845,89.881
subject0085,M,cam00,540,270,9.178,10.042,90.014
subject0085,M,cam01,540,270,9.178,10.584,90.014
subject0085,M,cam02,540,270,9.178,13.085,90.014
subject0085,M,cam07,540,270,9.178,18.472,90.014
subject0085,M,cam08,540,270,9.178,12.233,90.014
subject0085,M,cam09,540,270,9.178,16.793,90.014
subject0085,M,cam10,540,270,9.178,29.210,90.014
subject0085,M,cam16,540,270,9.178,19.165,90.014
subject0085,M,cam17,540,270,9.178,23.111,90.014
subject0085,S_cross,cam00,0,0,nan,43.614,nan
subject0085,S_cross,cam01,0,0,nan,42.200,nan
subject0085,S_cross,cam02,0,0,nan,53.279,nan
subject0085,S_cross,cam07,0,0,nan,54.059,nan
subject0085,S_cross,cam08,0,0,nan,19.457,nan
subject0085,S_cross,cam10,0,0,nan,28.267,nan
subject0085,S_cross,cam16,0,0,nan,36.205,nan
subject0085,S_cross,cam17,0,0,nan,23.480,nan
subject0084,T,cam00,60,60,6.325,8.209,90.604
subject0084,Tk,cam00,30,30,4.919,6.378,90.581
subject0084,S,cam00,60,30,3.278,6.226,90.530
subject0084,GEN,cam00,0,0,nan,16.340,nan
subject0084,T,cam01,60,60,6.993,8.343,90.282
subject0084,Tk,cam01,30,30,4.863,7.819,90.311
subject0084,S,cam01,60,30,3.586,7.234,90.704
subject0084,GEN,cam01,0,0,nan,17.989,nan
subject0084,T,cam02,60,60,5.792,8.659,88.960
subject0084,Tk,cam02,30,30,4.524,8.838,89.559
subject0084,S,cam02,60,30,3.681,8.284,89.721
subject0084,GEN,cam02,0,0,nan,25.434,nan
subject0084,T,cam07,60,60,5.455,7.815,88.248
subject0084,Tk,cam07,30,30,4.217,7.504,89.458
subject0084,S,cam07,60,30,3.235,6.755,89.279
subject0084,GEN,cam07,0,0,nan,22.953,nan
subject0084,T,cam08,60,60,6.284,7.738,90.646
subject0084,Tk,cam08,30,30,4.682,6.597,90.493
subject0084,S,cam08,60,30,3.236,6.473,90.308
subject0084,GEN,cam08,0,0,nan,18.616,nan
subject0084,T,cam09,60,60,6.280,7.683,90.525
subject0084,Tk,cam09,30,30,5.125,6.568,90.487
subject0084,S,cam09,60,30,3.681,6.489,90.293
subject0084,GEN,cam09,0,0,nan,19.079,nan
subject0084,T,cam10,60,60,8.674,10.932,88.903
subject0084,Tk,cam10,30,30,5.792,10.325,89.103
subject0084,S,cam10,60,30,4.335,10.008,89.269
subject0084,GEN,cam10,0,0,nan,35.412,nan
subject0084,T,cam16,60,60,6.740,8.530,89.418
subject0084,Tk,cam16,30,30,4.469,8.035,89.697
subject0084,S,cam16,60,30,3.668,7.905,89.827
subject0084,GEN,cam16,0,0,nan,29.301,nan
subject0084,T,cam17,60,60,5.879,6.900,89.905
subject0084,Tk,cam17,30,30,4.609,6.278,89.892
subject0084,S,cam17,60,30,3.398,6.267,89.609
subject0084,GEN,cam17,0,0,nan,25.163,nan
subject0084,S240,cam09,121,60,3.833,6.484,90.224
subject0084,F,cam00,540,0,nan,23.889,90.545
subject0084,F,cam01,540,0,nan,25.221,90.545
subject0084,F,cam02,540,0,nan,40.754,90.545
subject0084,F,cam07,540,0,nan,32.344,90.545
subject0084,F,cam08,540,0,nan,15.229,90.545
subject0084,F,cam09,540,0,nan,15.934,90.545
subject0084,F,cam10,540,0,nan,45.101,90.545
subject0084,F,cam16,540,0,nan,33.411,90.545
subject0084,F,cam17,540,0,nan,19.341,90.545
subject0084,M,cam00,540,270,9.029,10.646,90.247
subject0084,M,cam01,540,270,9.029,11.274,90.247
subject0084,M,cam02,540,270,9.029,23.040,90.247
subject0084,M,cam07,540,270,9.029,18.682,90.247
subject0084,M,cam08,540,270,9.029,10.745,90.247
subject0084,M,cam09,540,270,9.029,13.307,90.247
subject0084,M,cam10,540,270,9.029,35.760,90.247
subject0084,M,cam16,540,270,9.029,22.239,90.247
subject0084,M,cam17,540,270,9.029,17.099,90.247
subject0084,S_cross,cam00,0,0,nan,44.356,nan
subject0084,S_cross,cam01,0,0,nan,44.754,nan
subject0084,S_cross,cam02,0,0,nan,58.232,nan
subject0084,S_cross,cam07,0,0,nan,53.843,nan
subject0084,S_cross,cam08,0,0,nan,16.714,nan
subject0084,S_cross,cam10,0,0,nan,43.235,nan
subject0084,S_cross,cam16,0,0,nan,38.133,nan
subject0084,S_cross,cam17,0,0,nan,14.535,nan
subject0088,T,cam00,60,60,3.875,5.568,90.286
subject0088,Tk,cam00,30,30,3.424,5.389,90.283
subject0088,S,cam00,60,30,2.969,5.347,90.141
subject0088,GEN,cam00,0,0,nan,19.897,nan
subject0088,T,cam01,60,60,3.844,5.541,90.407
subject0088,Tk,cam01,30,30,2.998,5.448,90.503
subject0088,S,cam01,60,30,2.524,5.513,90.487
subject0088,GEN,cam01,0,0,nan,21.142,nan
subject0088,T,cam02,60,60,4.333,6.258,89.572
subject0088,Tk,cam02,30,30,3.703,6.264,90.077
subject0088,S,cam02,60,30,3.397,6.101,90.650
subject0088,GEN,cam02,0,0,nan,28.615,nan
subject0088,T,cam03,60,60,3.715,5.011,89.493
subject0088,Tk,cam03,30,30,2.944,4.903,89.801
subject0088,S,cam03,60,30,2.443,4.781,89.653
subject0088,GEN,cam03,0,0,nan,26.539,nan
subject0088,T,cam04,60,60,2.790,3.896,90.227
subject0088,Tk,cam04,30,30,2.091,3.898,90.282
subject0088,S,cam04,60,30,1.847,3.826,90.209
subject0088,GEN,cam04,0,0,nan,18.314,nan
subject0088,T,cam05,60,60,3.308,4.499,90.097
subject0088,Tk,cam05,30,30,2.772,4.378,90.161
subject0088,S,cam05,60,30,2.318,4.377,90.134
subject0088,GEN,cam05,0,0,nan,18.568,nan
subject0088,T,cam06,60,60,3.500,4.531,88.495
subject0088,Tk,cam06,30,30,2.778,4.557,88.596
subject0088,S,cam06,60,30,2.214,4.314,89.453
subject0088,GEN,cam06,0,0,nan,24.140,nan
subject0088,T,cam07,60,60,3.643,5.163,88.321
subject0088,Tk,cam07,30,30,2.944,5.189,88.445
subject0088,S,cam07,60,30,2.552,5.120,89.064
subject0088,GEN,cam07,0,0,nan,24.930,nan
subject0088,T,cam08,60,60,4.492,5.538,90.853
subject0088,Tk,cam08,30,30,3.672,5.484,90.790
subject0088,S,cam08,60,30,3.416,5.493,90.727
subject0088,GEN,cam08,0,0,nan,22.817,nan
subject0088,T,cam09,60,60,4.947,6.081,90.457
subject0088,Tk,cam09,30,30,3.656,6.370,90.339
subject0088,S,cam09,60,30,3.050,6.389,90.202
subject0088,GEN,cam09,0,0,nan,22.013,nan
subject0088,T,cam10,60,60,5.283,6.777,88.787
subject0088,Tk,cam10,30,30,4.455,6.629,88.835
subject0088,S,cam10,60,30,3.863,6.594,88.672
subject0088,GEN,cam10,0,0,nan,36.581,nan
subject0088,T,cam16,60,60,4.321,6.334,89.314
subject0088,Tk,cam16,30,30,3.292,6.539,89.374
subject0088,S,cam16,60,30,2.932,6.498,88.739
subject0088,GEN,cam16,0,0,nan,34.875,nan
subject0088,T,cam17,60,60,4.151,5.338,90.217
subject0088,Tk,cam17,30,30,3.459,5.253,90.178
subject0088,S,cam17,60,30,2.607,5.136,90.126
subject0088,GEN,cam17,0,0,nan,27.336,nan
subject0088,S240,cam01,121,60,2.411,4.966,90.506
subject0088,F,cam00,780,0,nan,9.499,90.127
subject0088,F,cam01,780,0,nan,11.928,90.127
subject0088,F,cam02,780,0,nan,25.383,90.127
subject0088,F,cam03,780,0,nan,26.491,90.127
subject0088,F,cam04,780,0,nan,18.923,90.127
subject0088,F,cam05,780,0,nan,19.005,90.127
subject0088,F,cam06,780,0,nan,25.984,90.127
subject0088,F,cam07,780,0,nan,21.160,90.127
subject0088,F,cam08,780,0,nan,18.414,90.127
subject0088,F,cam09,780,0,nan,17.743,90.127
subject0088,F,cam10,780,0,nan,43.905,90.127
subject0088,F,cam16,780,0,nan,35.752,90.127
subject0088,F,cam17,780,0,nan,24.717,90.127
subject0088,M,cam00,780,390,8.628,8.218,90.164
subject0088,M,cam01,780,390,8.628,9.816,90.164
subject0088,M,cam02,780,390,8.628,19.145,90.164
subject0088,M,cam03,780,390,8.628,16.918,90.164
subject0088,M,cam04,780,390,8.628,10.575,90.164
subject0088,M,cam05,780,390,8.628,11.459,90.164
subject0088,M,cam06,780,390,8.628,18.288,90.164
subject0088,M,cam07,780,390,8.628,14.994,90.164
subject0088,M,cam08,780,390,8.628,16.349,90.164
subject0088,M,cam09,780,390,8.628,15.712,90.164
subject0088,M,cam10,780,390,8.628,43.574,90.164
subject0088,M,cam16,780,390,8.628,31.325,90.164
subject0088,M,cam17,780,390,8.628,27.775,90.164
subject0088,S_cross,cam00,0,0,nan,10.890,nan
subject0088,S_cross,cam02,0,0,nan,21.890,nan
subject0088,S_cross,cam03,0,0,nan,22.845,nan
subject0088,S_cross,cam04,0,0,nan,21.215,nan
subject0088,S_cross,cam05,0,0,nan,24.937,nan
subject0088,S_cross,cam06,0,0,nan,33.074,nan
subject0088,S_cross,cam07,0,0,nan,26.563,nan
subject0088,S_cross,cam08,0,0,nan,22.369,nan
subject0088,S_cross,cam09,0,0,nan,18.590,nan
subject0088,S_cross,cam10,0,0,nan,42.097,nan
subject0088,S_cross,cam16,0,0,nan,39.146,nan
subject0088,S_cross,cam17,0,0,nan,29.223,nan
subject0092,T,cam00,60,60,4.296,5.239,89.906
subject0092,Tk,cam00,30,30,3.576,5.324,90.005
subject0092,S,cam00,60,30,2.909,5.266,89.799
subject0092,GEN,cam00,0,0,nan,22.632,nan
subject0092,T,cam01,60,60,4.110,5.419,89.860
subject0092,Tk,cam01,30,30,3.361,5.376,89.944
subject0092,S,cam01,60,30,3.044,5.380,89.996
subject0092,GEN,cam01,0,0,nan,24.662,nan
subject0092,T,cam02,60,60,4.959,6.591,88.320
subject0092,Tk,cam02,30,30,2.953,6.039,88.154
subject0092,S,cam02,60,30,2.794,6.210,88.289
subject0092,GEN,cam02,0,0,nan,30.911,nan
subject0092,T,cam03,60,60,3.242,4.779,88.288
subject0092,Tk,cam03,30,30,2.006,4.446,88.320
subject0092,S,cam03,60,30,1.831,4.460,88.582
subject0092,GEN,cam03,0,0,nan,30.107,nan
subject0092,T,cam04,60,60,2.572,3.635,89.596
subject0092,Tk,cam04,30,30,2.186,3.487,89.644
subject0092,S,cam04,60,30,1.797,3.516,89.500
subject0092,GEN,cam04,0,0,nan,21.646,nan
subject0092,T,cam05,60,60,2.572,3.638,89.790
subject0092,Tk,cam05,30,30,2.042,3.508,89.774
subject0092,S,cam05,60,30,1.760,3.442,89.692
subject0092,GEN,cam05,0,0,nan,21.253,nan
subject0092,T,cam06,60,60,4.334,5.378,87.731
subject0092,Tk,cam06,30,30,2.937,4.634,88.753
subject0092,S,cam06,60,30,2.321,4.699,88.327
subject0092,GEN,cam06,0,0,nan,24.130,nan
subject0092,T,cam07,60,60,4.216,5.495,88.155
subject0092,Tk,cam07,30,30,2.738,5.118,89.566
subject0092,S,cam07,60,30,2.508,5.041,89.049
subject0092,GEN,cam07,0,0,nan,24.399,nan
subject0092,T,cam08,60,60,6.617,6.972,89.893
subject0092,Tk,cam08,30,30,4.533,6.875,90.048
subject0092,S,cam08,60,30,4.086,6.707,89.515
subject0092,GEN,cam08,0,0,nan,20.577,nan
subject0092,T,cam09,60,60,6.890,6.954,89.778
subject0092,Tk,cam09,30,30,4.447,6.827,89.873
subject0092,S,cam09,60,30,3.894,6.813,89.783
subject0092,GEN,cam09,0,0,nan,22.997,nan
subject0092,T,cam10,60,60,10.099,12.304,88.649
subject0092,Tk,cam10,30,30,6.680,13.877,88.509
subject0092,S,cam10,60,30,5.473,14.001,88.283
subject0092,GEN,cam10,0,0,nan,34.476,nan
subject0092,T,cam16,60,60,8.163,10.792,89.512
subject0092,Tk,cam16,30,30,5.548,9.636,89.727
subject0092,S,cam16,60,30,4.304,9.567,89.758
subject0092,GEN,cam16,0,0,nan,27.805,nan
subject0092,T,cam17,60,60,6.284,6.530,90.102
subject0092,Tk,cam17,30,30,4.794,6.153,90.184
subject0092,S,cam17,60,30,3.507,5.925,89.852
subject0092,GEN,cam17,0,0,nan,21.310,nan
subject0092,S240,cam01,118,59,2.729,5.620,89.983
subject0092,F,cam00,780,0,nan,10.655,89.817
subject0092,F,cam01,780,0,nan,16.695,89.817
subject0092,F,cam02,780,0,nan,36.479,89.817
subject0092,F,cam03,780,0,nan,37.152,89.817
subject0092,F,cam04,780,0,nan,28.956,89.817
subject0092,F,cam05,780,0,nan,26.775,89.817
subject0092,F,cam06,780,0,nan,26.015,89.817
subject0092,F,cam07,780,0,nan,20.438,89.817
subject0092,F,cam08,780,0,nan,16.663,89.817
subject0092,F,cam09,780,0,nan,17.896,89.817
subject0092,F,cam10,780,0,nan,34.915,89.817
subject0092,F,cam16,780,0,nan,28.838,89.817
subject0092,F,cam17,780,0,nan,22.960,89.817
subject0092,M,cam00,780,390,8.944,9.292,89.830
subject0092,M,cam01,780,390,8.944,10.756,89.830
subject0092,M,cam02,780,390,8.944,16.645,89.830
subject0092,M,cam03,780,390,8.944,19.500,89.830
subject0092,M,cam04,780,390,8.944,11.699,89.830
subject0092,M,cam05,780,390,8.944,11.804,89.830
subject0092,M,cam06,780,390,8.944,18.528,89.830
subject0092,M,cam07,780,390,8.944,13.139,89.830
subject0092,M,cam08,780,390,8.944,14.516,89.830
subject0092,M,cam09,780,390,8.944,17.683,89.830
subject0092,M,cam10,780,390,8.944,29.332,89.830
subject0092,M,cam16,780,390,8.944,18.660,89.830
subject0092,M,cam17,780,390,8.944,29.102,89.830
subject0092,S_cross,cam00,0,0,nan,12.985,nan
subject0092,S_cross,cam02,0,0,nan,27.375,nan
subject0092,S_cross,cam03,0,0,nan,30.621,nan
subject0092,S_cross,cam04,0,0,nan,27.453,nan
subject0092,S_cross,cam05,0,0,nan,29.137,nan
subject0092,S_cross,cam06,0,0,nan,35.404,nan
subject0092,S_cross,cam07,0,0,nan,29.562,nan
subject0092,S_cross,cam08,0,0,nan,22.038,nan
subject0092,S_cross,cam09,0,0,nan,20.302,nan
subject0092,S_cross,cam10,0,0,nan,35.223,nan
subject0092,S_cross,cam16,0,0,nan,31.936,nan
subject0092,S_cross,cam17,0,0,nan,28.345,nan
subject0098,T,cam00,60,60,4.152,5.189,90.901
subject0098,Tk,cam00,30,30,3.355,5.505,91.044
subject0098,S,cam00,60,30,2.962,5.454,90.740
subject0098,GEN,cam00,0,0,nan,12.958,nan
subject0098,T,cam01,60,60,3.955,5.367,90.798
subject0098,Tk,cam01,30,30,3.377,5.715,90.897
subject0098,S,cam01,60,30,2.530,5.836,90.970
subject0098,GEN,cam01,0,0,nan,14.850,nan
subject0098,T,cam02,60,60,4.709,7.078,89.041
subject0098,Tk,cam02,30,30,3.825,6.649,90.339
subject0098,S,cam02,60,30,3.399,6.749,90.935
subject0098,GEN,cam02,0,0,nan,25.798,nan
subject0098,T,cam03,60,60,3.945,5.773,88.951
subject0098,Tk,cam03,30,30,2.903,5.540,89.817
subject0098,S,cam03,60,30,2.494,5.580,90.023
subject0098,GEN,cam03,0,0,nan,22.236,nan
subject0098,T,cam07,60,60,4.243,5.998,87.657
subject0098,Tk,cam07,30,30,3.231,6.057,90.819
subject0098,S,cam07,60,30,2.848,6.230,91.376
subject0098,GEN,cam07,0,0,nan,21.432,nan
subject0098,T,cam08,60,60,6.149,9.606,89.229
subject0098,Tk,cam08,30,30,4.987,9.777,89.657
subject0098,S,cam08,60,30,4.093,10.216,89.495
subject0098,GEN,cam08,0,0,nan,25.435,nan
subject0098,T,cam09,60,60,8.616,12.155,89.272
