subject,arm,cam,n_train,n_kept,train_rms_px,test_rms_med_px,iod_mm
subject0026,S,cam10,59,29,2.787,7.779,89.632
subject0026,GEN,cam10,0,0,nan,34.194,nan
subject0026,T,cam16,59,59,5.061,7.190,89.311
subject0026,Tk,cam16,29,29,4.123,6.983,89.469
subject0026,S,cam16,59,29,3.769,7.056,89.913
subject0026,GEN,cam16,0,0,nan,32.601,nan
subject0026,T,cam17,59,59,3.958,5.345,89.522
subject0026,Tk,cam17,29,29,3.250,5.196,89.454
subject0026,S,cam17,59,29,2.676,5.085,89.373
subject0026,GEN,cam17,0,0,nan,32.142,nan
subject0026,S240,cam09,117,58,3.789,6.030,90.173
subject0026,F,cam00,594,0,nan,11.690,90.336
subject0026,F,cam01,594,0,nan,12.042,90.336
subject0026,F,cam02,594,0,nan,23.992,90.336
subject0026,F,cam03,594,0,nan,24.935,90.336
subject0026,F,cam07,594,0,nan,23.619,90.336
subject0026,F,cam08,594,0,nan,20.387,90.336
subject0026,F,cam09,594,0,nan,14.654,90.336
subject0026,F,cam10,594,0,nan,35.342,90.336
subject0026,F,cam16,594,0,nan,31.745,90.336
subject0026,F,cam17,594,0,nan,26.237,90.336
subject0026,M,cam00,594,297,7.700,9.835,90.069
subject0026,M,cam01,594,297,7.700,10.217,90.069
subject0026,M,cam02,594,297,7.700,14.147,90.069
subject0026,M,cam03,594,297,7.700,14.964,90.069
subject0026,M,cam07,594,297,7.700,13.598,90.069
subject0026,M,cam08,594,297,7.700,14.614,90.069
subject0026,M,cam09,594,297,7.700,14.133,90.069
subject0026,M,cam10,594,297,7.700,29.272,90.069
subject0026,M,cam16,594,297,7.700,21.894,90.069
subject0026,M,cam17,594,297,7.700,24.992,90.069
subject0026,S_cross,cam00,0,0,nan,30.595,nan
subject0026,S_cross,cam01,0,0,nan,30.186,nan
subject0026,S_cross,cam02,0,0,nan,43.994,nan
subject0026,S_cross,cam03,0,0,nan,49.033,nan
subject0026,S_cross,cam07,0,0,nan,47.520,nan
subject0026,S_cross,cam08,0,0,nan,15.986,nan
subject0026,S_cross,cam10,0,0,nan,33.668,nan
subject0026,S_cross,cam16,0,0,nan,36.575,nan
subject0026,S_cross,cam17,0,0,nan,17.602,nan
subject0024,T,cam00,60,60,4.147,5.028,90.664
subject0024,Tk,cam00,30,30,3.271,4.497,90.683
subject0024,S,cam00,60,30,2.183,4.341,90.745
subject0024,GEN,cam00,0,0,nan,21.451,nan
subject0024,T,cam01,60,60,4.525,5.328,90.529
subject0024,Tk,cam01,30,30,3.582,4.380,90.695
subject0024,S,cam01,60,30,2.334,4.316,90.744
subject0024,GEN,cam01,0,0,nan,24.688,nan
subject0024,T,cam02,60,60,4.057,4.956,90.053
subject0024,Tk,cam02,30,30,2.667,4.294,90.041
subject0024,S,cam02,60,30,2.138,4.375,90.702
subject0024,GEN,cam02,0,0,nan,23.405,nan
subject0024,T,cam03,60,60,3.418,3.935,90.021
subject0024,Tk,cam03,30,30,2.778,3.363,90.200
subject0024,S,cam03,60,30,1.901,3.275,89.765
subject0024,GEN,cam03,0,0,nan,21.847,nan
subject0024,T,cam04,60,60,3.182,3.470,90.146
subject0024,Tk,cam04,30,30,2.461,2.837,90.177
subject0024,S,cam04,60,30,1.467,2.807,90.134
subject0024,GEN,cam04,0,0,nan,19.843,nan
subject0024,T,cam06,60,60,3.789,4.591,88.692
subject0024,Tk,cam06,30,30,3.037,4.293,88.688
subject0024,S,cam06,60,30,2.203,4.288,89.588
subject0024,GEN,cam06,0,0,nan,25.419,nan
subject0024,T,cam07,60,60,3.414,4.784,89.268
subject0024,Tk,cam07,30,30,2.663,4.307,89.071
subject0024,S,cam07,60,30,2.073,4.157,90.086
subject0024,GEN,cam07,0,0,nan,26.460,nan
subject0024,T,cam08,60,60,4.707,5.324,90.406
subject0024,Tk,cam08,30,30,3.369,4.998,90.475
subject0024,S,cam08,60,30,2.857,4.956,90.346
subject0024,GEN,cam08,0,0,nan,30.865,nan
subject0024,T,cam09,60,60,8.618,10.488,90.167
subject0024,Tk,cam09,30,30,6.243,5.747,90.248
subject0024,S,cam09,60,30,3.012,5.296,89.845
subject0024,GEN,cam09,0,0,nan,30.986,nan
subject0024,T,cam10,60,60,6.441,7.743,88.726
subject0024,Tk,cam10,30,30,4.961,7.978,88.772
subject0024,S,cam10,60,30,4.311,8.068,88.572
subject0024,GEN,cam10,0,0,nan,38.898,nan
subject0024,T,cam16,60,60,4.720,7.460,88.905
subject0024,Tk,cam16,30,30,3.821,7.625,88.885
subject0024,S,cam16,60,30,3.536,7.288,88.551
subject0024,GEN,cam16,0,0,nan,39.068,nan
subject0024,T,cam17,60,60,6.304,7.752,89.484
subject0024,Tk,cam17,30,30,5.044,7.337,89.492
subject0024,S,cam17,60,30,4.774,7.691,89.485
subject0024,GEN,cam17,0,0,nan,34.903,nan
subject0024,S240,cam08,123,61,3.205,5.632,90.471
subject0024,F,cam00,720,0,nan,13.146,89.968
subject0024,F,cam01,720,0,nan,11.151,89.968
subject0024,F,cam02,720,0,nan,29.615,89.968
subject0024,F,cam03,720,0,nan,31.965,89.968
subject0024,F,cam04,720,0,nan,26.703,89.968
subject0024,F,cam06,720,0,nan,33.361,89.968
subject0024,F,cam07,720,0,nan,26.748,89.968
subject0024,F,cam08,720,0,nan,19.899,89.968
subject0024,F,cam09,720,0,nan,21.534,89.968
subject0024,F,cam10,720,0,nan,45.573,89.968
subject0024,F,cam16,720,0,nan,43.860,89.968
subject0024,F,cam17,720,0,nan,27.984,89.968
subject0024,M,cam00,720,360,9.575,9.173,90.487
subject0024,M,cam01,720,360,9.575,8.812,90.487
subject0024,M,cam02,720,360,9.575,17.568,90.487
subject0024,M,cam03,720,360,9.575,15.714,90.487
subject0024,M,cam04,720,360,9.575,12.649,90.487
subject0024,M,cam06,720,360,9.575,17.115,90.487
subject0024,M,cam07,720,360,9.575,14.955,90.487
subject0024,M,cam08,720,360,9.575,13.131,90.487
subject0024,M,cam09,720,360,9.575,17.046,90.487
subject0024,M,cam10,720,360,9.575,42.168,90.487
subject0024,M,cam16,720,360,9.575,36.761,90.487
subject0024,M,cam17,720,360,9.575,29.961,90.487
subject0024,S_cross,cam00,0,0,nan,29.096,nan
subject0024,S_cross,cam01,0,0,nan,32.659,nan
subject0024,S_cross,cam02,0,0,nan,48.494,nan
subject0024,S_cross,cam03,0,0,nan,55.868,nan
subject0024,S_cross,cam04,0,0,nan,60.759,nan
subject0024,S_cross,cam06,0,0,nan,52.258,nan
subject0024,S_cross,cam07,0,0,nan,39.233,nan
subject0024,S_cross,cam09,0,0,nan,18.634,nan
subject0024,S_cross,cam10,0,0,nan,48.031,nan
subject0024,S_cross,cam16,0,0,nan,36.242,nan
subject0024,S_cross,cam17,0,0,nan,14.541,nan
subject0030,T,cam00,60,60,5.150,5.018,89.766
subject0030,Tk,cam00,30,30,3.879,4.503,89.900
subject0030,S,cam00,60,30,2.824,4.310,89.937
subject0030,GEN,cam00,0,0,nan,19.431,nan
subject0030,T,cam01,60,60,5.904,5.649,89.906
subject0030,Tk,cam01,30,30,4.281,5.001,89.885
subject0030,S,cam01,60,30,3.210,4.842,89.999
subject0030,GEN,cam01,0,0,nan,20.580,nan
subject0030,T,cam02,60,60,5.279,6.402,88.757
subject0030,Tk,cam02,30,30,3.850,5.995,88.692
subject0030,S,cam02,60,30,3.345,5.978,88.763
subject0030,GEN,cam02,0,0,nan,30.639,nan
subject0030,T,cam03,60,60,3.923,5.320,89.138
subject0030,Tk,cam03,30,30,2.925,5.135,89.284
subject0030,S,cam03,60,30,2.517,5.075,89.377
subject0030,GEN,cam03,0,0,nan,27.097,nan
subject0030,T,cam07,60,60,4.809,5.120,89.720
subject0030,Tk,cam07,30,30,3.310,4.825,90.504
subject0030,S,cam07,60,30,2.996,4.918,90.609
subject0030,GEN,cam07,0,0,nan,25.833,nan
subject0030,T,cam08,59,59,7.934,6.773,89.609
subject0030,Tk,cam08,29,29,5.908,7.184,89.815
subject0030,S,cam08,59,29,4.979,7.286,89.930
subject0030,GEN,cam08,0,0,nan,21.808,nan
subject0030,T,cam09,59,59,5.861,5.574,89.458
subject0030,Tk,cam09,29,29,4.942,5.667,89.651
subject0030,S,cam09,59,29,4.309,5.818,89.555
subject0030,GEN,cam09,0,0,nan,23.797,nan
subject0030,T,cam10,59,59,9.838,10.302,87.482
subject0030,Tk,cam10,29,29,7.253,9.684,87.438
subject0030,S,cam10,59,29,6.829,9.614,86.876
subject0030,GEN,cam10,0,0,nan,43.356,nan
subject0030,T,cam16,60,60,7.396,8.687,89.676
subject0030,Tk,cam16,30,30,5.966,8.624,90.674
subject0030,S,cam16,60,30,4.619,8.822,91.364
subject0030,GEN,cam16,0,0,nan,29.705,nan
subject0030,T,cam17,59,59,6.328,6.930,89.271
subject0030,Tk,cam17,29,29,5.044,6.856,89.304
subject0030,S,cam17,59,29,4.293,7.089,89.226
subject0030,GEN,cam17,0,0,nan,23.665,nan
subject0030,S240,cam09,106,53,4.347,5.667,89.464
subject0030,F,cam00,596,0,nan,13.842,89.809
subject0030,F,cam01,596,0,nan,13.587,89.809
subject0030,F,cam02,596,0,nan,27.991,89.809
subject0030,F,cam03,596,0,nan,32.177,89.809
subject0030,F,cam07,596,0,nan,28.461,89.809
subject0030,F,cam08,596,0,nan,13.348,89.809
subject0030,F,cam09,596,0,nan,13.682,89.809
subject0030,F,cam10,596,0,nan,35.199,89.809
subject0030,F,cam16,596,0,nan,25.904,89.809
subject0030,F,cam17,596,0,nan,21.228,89.809
subject0030,M,cam00,596,298,7.963,8.457,89.578
subject0030,M,cam01,596,298,7.963,7.003,89.578
subject0030,M,cam02,596,298,7.963,10.868,89.578
subject0030,M,cam03,596,298,7.963,15.651,89.578
subject0030,M,cam07,596,298,7.963,22.591,89.578
subject0030,M,cam08,596,298,7.963,12.308,89.578
subject0030,M,cam09,596,298,7.963,15.671,89.578
subject0030,M,cam10,596,298,7.963,30.919,89.578
subject0030,M,cam16,596,298,7.963,21.015,89.578
subject0030,M,cam17,596,298,7.963,24.690,89.578
subject0030,S_cross,cam00,0,0,nan,34.599,nan
subject0030,S_cross,cam01,0,0,nan,29.335,nan
subject0030,S_cross,cam02,0,0,nan,53.289,nan
subject0030,S_cross,cam03,0,0,nan,65.799,nan
subject0030,S_cross,cam07,0,0,nan,53.863,nan
subject0030,S_cross,cam08,0,0,nan,15.710,nan
subject0030,S_cross,cam10,0,0,nan,32.561,nan
subject0030,S_cross,cam16,0,0,nan,36.656,nan
subject0030,S_cross,cam17,0,0,nan,13.661,nan
subject0029,T,cam00,60,60,4.440,6.019,89.990
subject0029,Tk,cam00,30,30,3.595,6.169,90.011
subject0029,S,cam00,60,30,3.007,5.870,89.651
subject0029,GEN,cam00,0,0,nan,22.851,nan
subject0029,T,cam01,60,60,4.521,6.726,90.050
subject0029,Tk,cam01,30,30,3.758,6.517,90.041
subject0029,S,cam01,60,30,3.258,6.479,90.071
subject0029,GEN,cam01,0,0,nan,23.387,nan
subject0029,T,cam02,60,60,5.221,7.215,88.858
subject0029,Tk,cam02,30,30,3.919,7.516,88.864
subject0029,S,cam02,60,30,3.594,7.588,89.574
subject0029,GEN,cam02,0,0,nan,33.279,nan
subject0029,T,cam03,60,60,3.548,4.673,89.642
subject0029,Tk,cam03,30,30,2.684,4.826,89.544
subject0029,S,cam03,60,30,2.430,4.778,89.796
subject0029,GEN,cam03,0,0,nan,29.410,nan
subject0029,T,cam04,60,60,2.735,4.122,89.922
subject0029,Tk,cam04,30,30,2.336,4.197,89.898
subject0029,S,cam04,60,30,2.068,4.197,89.916
subject0029,GEN,cam04,0,0,nan,18.664,nan
subject0029,T,cam05,60,60,2.905,4.014,89.718
subject0029,Tk,cam05,30,30,2.232,3.874,89.763
subject0029,S,cam05,60,30,1.951,3.816,89.811
subject0029,GEN,cam05,0,0,nan,19.285,nan
subject0029,T,cam06,60,60,3.575,5.592,88.471
subject0029,Tk,cam06,30,30,2.607,5.916,88.224
subject0029,S,cam06,60,30,2.234,5.588,88.509
subject0029,GEN,cam06,0,0,nan,24.582,nan
subject0029,T,cam07,60,60,3.550,5.641,88.787
subject0029,Tk,cam07,30,30,2.809,5.829,88.561
subject0029,S,cam07,60,30,2.397,5.799,89.340
subject0029,GEN,cam07,0,0,nan,25.560,nan
subject0029,T,cam08,60,60,5.426,6.677,89.929
subject0029,Tk,cam08,30,30,4.248,6.725,90.023
subject0029,S,cam08,60,30,3.395,6.333,89.687
subject0029,GEN,cam08,0,0,nan,20.479,nan
subject0029,T,cam09,60,60,5.233,6.825,89.844
subject0029,Tk,cam09,30,30,3.897,6.869,89.929
subject0029,S,cam09,60,30,3.402,6.777,89.871
subject0029,GEN,cam09,0,0,nan,20.746,nan
subject0029,T,cam10,60,60,9.080,12.008,88.361
subject0029,Tk,cam10,30,30,6.192,10.138,88.254
subject0029,S,cam10,60,30,4.998,9.674,88.347
subject0029,GEN,cam10,0,0,nan,36.262,nan
subject0029,T,cam16,60,60,6.378,8.559,89.700
subject0029,Tk,cam16,30,30,4.780,7.439,89.802
subject0029,S,cam16,60,30,3.595,7.317,89.924
subject0029,GEN,cam16,0,0,nan,28.658,nan
subject0029,T,cam17,60,60,4.549,5.602,90.163
subject0029,Tk,cam17,30,30,3.567,5.315,90.126
subject0029,S,cam17,60,30,2.753,5.194,89.927
subject0029,GEN,cam17,0,0,nan,19.838,nan
subject0029,S240,cam09,107,53,3.682,6.187,89.664
subject0029,F,cam00,780,0,nan,11.400,89.748
subject0029,F,cam01,780,0,nan,17.479,89.748
subject0029,F,cam02,780,0,nan,36.014,89.748
subject0029,F,cam03,780,0,nan,34.718,89.748
subject0029,F,cam04,780,0,nan,25.754,89.748
subject0029,F,cam05,780,0,nan,23.131,89.748
subject0029,F,cam06,780,0,nan,27.322,89.748
subject0029,F,cam07,780,0,nan,21.660,89.748
subject0029,F,cam08,780,0,nan,21.016,89.748
subject0029,F,cam09,780,0,nan,23.218,89.748
subject0029,F,cam10,780,0,nan,46.663,89.748
subject0029,F,cam16,780,0,nan,31.460,89.748
subject0029,F,cam17,780,0,nan,28.991,89.748
subject0029,M,cam00,780,390,9.180,10.622,89.929
subject0029,M,cam01,780,390,9.180,13.641,89.929
subject0029,M,cam02,780,390,9.180,20.402,89.929
subject0029,M,cam03,780,390,9.180,19.913,89.929
subject0029,M,cam04,780,390,9.180,10.910,89.929
subject0029,M,cam05,780,390,9.180,11.373,89.929
subject0029,M,cam06,780,390,9.180,20.013,89.929
subject0029,M,cam07,780,390,9.180,15.158,89.929
subject0029,M,cam08,780,390,9.180,17.397,89.929
subject0029,M,cam09,780,390,9.180,20.663,89.929
subject0029,M,cam10,780,390,9.180,34.558,89.929
subject0029,M,cam16,780,390,9.180,24.265,89.929
subject0029,M,cam17,780,390,9.180,31.756,89.929
subject0029,S_cross,cam00,0,0,nan,30.081,nan
subject0029,S_cross,cam01,0,0,nan,29.903,nan
subject0029,S_cross,cam02,0,0,nan,56.392,nan
subject0029,S_cross,cam03,0,0,nan,62.495,nan
subject0029,S_cross,cam04,0,0,nan,64.323,nan
subject0029,S_cross,cam05,0,0,nan,62.453,nan
subject0029,S_cross,cam06,0,0,nan,58.150,nan
subject0029,S_cross,cam07,0,0,nan,44.243,nan
subject0029,S_cross,cam08,0,0,nan,13.837,nan
subject0029,S_cross,cam10,0,0,nan,34.678,nan
subject0029,S_cross,cam16,0,0,nan,32.791,nan
subject0029,S_cross,cam17,0,0,nan,11.178,nan
subject0031,T,cam00,60,60,4.180,5.994,90.040
subject0031,Tk,cam00,30,30,3.383,5.647,90.108
subject0031,S,cam00,60,30,2.835,5.525,89.823
subject0031,GEN,cam00,0,0,nan,20.176,nan
subject0031,T,cam01,60,60,4.326,5.418,90.180
subject0031,Tk,cam01,30,30,3.575,5.241,90.185
subject0031,S,cam01,60,30,2.821,5.247,90.277
subject0031,GEN,cam01,0,0,nan,21.351,nan
subject0031,T,cam02,60,60,4.746,6.224,88.719
subject0031,Tk,cam02,30,30,3.528,6.209,88.927
subject0031,S,cam02,60,30,3.272,6.098,89.726
subject0031,GEN,cam02,0,0,nan,24.686,nan
subject0031,T,cam08,60,60,4.645,5.417,90.202
subject0031,Tk,cam08,30,30,3.644,5.502,90.302
subject0031,S,cam08,60,30,3.222,5.337,89.782
subject0031,GEN,cam08,0,0,nan,15.563,nan
subject0031,T,cam09,60,60,5.037,5.741,89.757
subject0031,Tk,cam09,30,30,4.041,5.770,89.829
subject0031,S,cam09,60,30,3.218,5.666,89.714
subject0031,GEN,cam09,0,0,nan,19.466,nan
subject0031,T,cam10,60,60,7.722,10.268,89.145
subject0031,Tk,cam10,30,30,4.551,10.021,89.100
subject0031,S,cam10,60,30,4.587,10.032,89.216
subject0031,GEN,cam10,0,0,nan,29.735,nan
subject0031,T,cam16,60,60,5.944,8.154,90.254
subject0031,Tk,cam16,30,30,4.320,8.233,90.266
subject0031,S,cam16,60,30,3.687,8.340,90.820
subject0031,GEN,cam16,0,0,nan,25.759,nan
subject0031,T,cam17,60,60,4.712,5.178,90.233
subject0031,Tk,cam17,30,30,3.451,5.345,90.373
subject0031,S,cam17,60,30,2.924,5.242,90.090
subject0031,GEN,cam17,0,0,nan,17.477,nan
subject0031,S240,cam09,105,52,3.568,5.957,89.753
subject0031,F,cam00,480,0,nan,24.878,89.741
subject0031,F,cam01,480,0,nan,23.687,89.741
subject0031,F,cam02,480,0,nan,40.135,89.741
subject0031,F,cam08,480,0,nan,13.889,89.741
subject0031,F,cam09,480,0,nan,11.564,89.741
subject0031,F,cam10,480,0,nan,36.295,89.741
subject0031,F,cam16,480,0,nan,31.517,89.741
subject0031,F,cam17,480,0,nan,16.537,89.741
subject0031,M,cam00,480,240,7.554,11.282,89.957
subject0031,M,cam01,480,240,7.554,10.503,89.957
subject0031,M,cam02,480,240,7.554,16.825,89.957
subject0031,M,cam08,480,240,7.554,9.858,89.957
subject0031,M,cam09,480,240,7.554,11.221,89.957
subject0031,M,cam10,480,240,7.554,26.470,89.957
subject0031,M,cam16,480,240,7.554,16.580,89.957
subject0031,M,cam17,480,240,7.554,17.294,89.957
subject0031,S_cross,cam00,0,0,nan,37.044,nan
subject0031,S_cross,cam01,0,0,nan,33.355,nan
subject0031,S_cross,cam02,0,0,nan,46.674,nan
subject0031,S_cross,cam08,0,0,nan,15.902,nan
subject0031,S_cross,cam10,0,0,nan,30.868,nan
subject0031,S_cross,cam16,0,0,nan,33.363,nan
subject0031,S_cross,cam17,0,0,nan,15.218,nan
subject0035,T,cam00,60,60,4.994,6.184,89.593
subject0035,Tk,cam00,30,30,4.081,5.266,89.479
subject0035,S,cam00,60,30,2.846,5.187,89.564
subject0035,GEN,cam00,0,0,nan,24.068,nan
subject0035,T,cam01,59,59,3.645,4.816,89.577
subject0035,Tk,cam01,29,29,3.195,4.500,89.641
subject0035,S,cam01,59,29,2.748,4.575,89.637
subject0035,GEN,cam01,0,0,nan,24.002,nan
subject0035,T,cam02,60,60,4.777,6.240,88.588
subject0035,Tk,cam02,30,30,3.941,5.927,89.243
subject0035,S,cam02,60,30,3.125,5.832,89.301
subject0035,GEN,cam02,0,0,nan,26.118,nan
subject0035,T,cam08,59,59,4.076,5.409,89.326
subject0035,Tk,cam08,29,29,3.292,5.245,89.237
subject0035,S,cam08,59,29,2.777,5.162,89.502
subject0035,GEN,cam08,0,0,nan,25.278,nan
subject0035,T,cam09,59,59,4.103,5.196,89.259
subject0035,Tk,cam09,29,29,3.273,4.988,89.255
subject0035,S,cam09,59,29,3.038,4.851,89.264
subject0035,GEN,cam09,0,0,nan,25.844,nan
subject0035,T,cam10,59,59,6.302,7.259,88.203
subject0035,Tk,cam10,29,29,5.053,7.435,88.268
subject0035,S,cam10,59,29,4.051,7.472,88.402
subject0035,GEN,cam10,0,0,nan,32.100,nan
subject0035,T,cam16,59,59,4.776,5.898,89.672
subject0035,Tk,cam16,29,29,3.593,5.920,89.400
subject0035,S,cam16,59,29,2.928,5.961,89.598
subject0035,GEN,cam16,0,0,nan,31.837,nan
subject0035,T,cam17,59,59,5.608,6.313,89.271
subject0035,Tk,cam17,29,29,4.460,6.474,89.303
subject0035,S,cam17,59,29,2.993,6.537,89.449
subject0035,GEN,cam17,0,0,nan,25.135,nan
subject0035,S240,cam09,109,54,2.860,4.899,89.249
subject0035,F,cam00,474,0,nan,18.346,89.480
subject0035,F,cam01,474,0,nan,17.567,89.480
subject0035,F,cam02,474,0,nan,27.722,89.480
subject0035,F,cam08,474,0,nan,11.175,89.480
subject0035,F,cam09,474,0,nan,8.753,89.480
subject0035,F,cam10,474,0,nan,27.718,89.480
subject0035,F,cam16,474,0,nan,28.181,89.480
subject0035,F,cam17,474,0,nan,11.519,89.480
subject0035,M,cam00,474,237,6.241,10.139,89.690
subject0035,M,cam01,474,237,6.241,7.930,89.690
subject0035,M,cam02,474,237,6.241,19.080,89.690
subject0035,M,cam08,474,237,6.241,7.464,89.690
subject0035,M,cam09,474,237,6.241,8.067,89.690
subject0035,M,cam10,474,237,6.241,26.237,89.690
subject0035,M,cam16,474,237,6.241,22.217,89.690
subject0035,M,cam17,474,237,6.241,11.076,89.690
subject0035,S_cross,cam00,0,0,nan,27.663,nan
subject0035,S_cross,cam01,0,0,nan,25.798,nan
subject0035,S_cross,cam02,0,0,nan,30.758,nan
subject0035,S_cross,cam08,0,0,nan,12.552,nan
subject0035,S_cross,cam10,0,0,nan,26.746,nan
subject0035,S_cross,cam16,0,0,nan,30.125,nan
subject0035,S_cross,cam17,0,0,nan,10.569,nan
subject0028,T,cam00,60,60,3.710,4.543,89.956
subject0028,Tk,cam00,30,30,2.986,4.330,90.113
subject0028,S,cam00,60,30,2.217,4.396,89.977
subject0028,GEN,cam00,0,0,nan,20.473,nan
subject0028,T,cam01,60,60,4.398,5.403,89.861
subject0028,Tk,cam01,30,30,3.609,4.233,89.910
subject0028,S,cam01,60,30,2.291,4.112,90.092
subject0028,GEN,cam01,0,0,nan,21.767,nan
subject0028,T,cam02,60,60,4.050,6.069,88.145
subject0028,Tk,cam02,30,30,3.356,4.959,88.084
subject0028,S,cam02,60,30,2.365,4.865,89.052
subject0028,GEN,cam02,0,0,nan,32.046,nan
subject0028,T,cam07,60,60,4.055,5.023,86.865
subject0028,Tk,cam07,30,30,3.444,4.680,87.848
subject0028,S,cam07,60,30,2.869,4.325,87.206
subject0028,GEN,cam07,0,0,nan,26.023,nan
subject0028,T,cam08,60,60,5.285,6.212,89.470
subject0028,Tk,cam08,30,30,4.634,5.704,89.890
subject0028,S,cam08,60,30,3.667,5.785,89.816
subject0028,GEN,cam08,0,0,nan,25.451,nan
subject0028,T,cam09,60,60,5.027,5.718,88.963
subject0028,Tk,cam09,30,30,4.041,5.164,89.000
subject0028,S,cam09,60,30,3.351,5.548,89.059
subject0028,GEN,cam09,0,0,nan,27.112,nan
subject0028,T,cam10,60,60,5.188,6.657,87.942
subject0028,Tk,cam10,30,30,4.057,4.556,89.985
subject0028,S,cam10,60,30,2.639,4.643,89.473
subject0028,GEN,cam10,0,0,nan,37.252,nan
subject0028,T,cam16,60,60,4.322,5.443,88.769
subject0028,Tk,cam16,30,30,3.460,4.099,90.008
subject0028,S,cam16,60,30,2.442,3.824,90.192
subject0028,GEN,cam16,0,0,nan,30.972,nan
subject0028,T,cam17,59,59,3.157,3.909,89.459
subject0028,Tk,cam17,29,29,2.317,3.938,89.510
subject0028,S,cam17,59,29,2.117,3.894,89.317
subject0028,GEN,cam17,0,0,nan,25.599,nan
subject0028,S240,cam09,121,60,3.223,5.466,89.269
subject0028,F,cam00,539,0,nan,17.649,89.788
subject0028,F,cam01,539,0,nan,19.504,89.788
subject0028,F,cam02,539,0,nan,36.645,89.788
subject0028,F,cam07,539,0,nan,31.241,89.788
subject0028,F,cam08,539,0,nan,13.557,89.788
subject0028,F,cam09,539,0,nan,15.998,89.788
subject0028,F,cam10,539,0,nan,38.638,89.788
subject0028,F,cam16,539,0,nan,27.206,89.788
subject0028,F,cam17,539,0,nan,13.149,89.788
subject0028,M,cam00,539,269,9.769,10.497,89.413
subject0028,M,cam01,539,269,9.769,11.255,89.413
subject0028,M,cam02,539,269,9.769,14.164,89.413
subject0028,M,cam07,539,269,9.769,21.176,89.413
subject0028,M,cam08,539,269,9.769,12.223,89.413
subject0028,M,cam09,539,269,9.769,13.213,89.413
subject0028,M,cam10,539,269,9.769,22.015,89.413
subject0028,M,cam16,539,269,9.769,16.122,89.413
subject0028,M,cam17,539,269,9.769,19.420,89.413
subject0028,S_cross,cam00,0,0,nan,30.108,nan
subject0028,S_cross,cam01,0,0,nan,26.463,nan
subject0028,S_cross,cam02,0,0,nan,39.240,nan
subject0028,S_cross,cam07,0,0,nan,44.019,nan
subject0028,S_cross,cam08,0,0,nan,17.792,nan
subject0028,S_cross,cam10,0,0,nan,33.979,nan
subject0028,S_cross,cam16,0,0,nan,35.297,nan
subject0028,S_cross,cam17,0,0,nan,16.267,nan
subject0027,T,cam00,60,60,7.814,9.060,89.928
subject0027,Tk,cam00,30,30,5.673,9.074,89.946
subject0027,S,cam00,60,30,4.825,8.961,89.682
subject0027,GEN,cam00,0,0,nan,24.115,nan
subject0027,T,cam01,60,60,8.300,9.857,89.798
subject0027,Tk,cam01,30,30,5.788,9.649,89.819
subject0027,S,cam01,60,30,4.966,10.012,89.676
subject0027,GEN,cam01,0,0,nan,26.052,nan
subject0027,T,cam02,60,60,7.394,8.462,89.536
subject0027,Tk,cam02,30,30,5.520,9.021,89.552
subject0027,S,cam02,60,30,5.288,8.861,89.796
subject0027,GEN,cam02,0,0,nan,30.419,nan
subject0027,T,cam07,60,60,5.662,7.191,89.458
subject0027,Tk,cam07,30,30,4.323,7.285,89.380
subject0027,S,cam07,60,30,3.966,7.308,89.938
subject0027,GEN,cam07,0,0,nan,27.735,nan
subject0027,T,cam08,60,60,6.893,8.608,90.208
subject0027,Tk,cam08,30,30,5.547,7.509,90.358
subject0027,S,cam08,60,30,3.897,7.460,90.527
subject0027,GEN,cam08,0,0,nan,24.910,nan
subject0027,T,cam09,60,60,7.927,8.417,89.992
subject0027,Tk,cam09,30,30,5.719,7.813,90.033
subject0027,S,cam09,60,30,4.649,7.634,89.896
subject0027,GEN,cam09,0,0,nan,23.627,nan
subject0027,T,cam10,60,60,9.179,10.924,88.675
subject0027,Tk,cam10,30,30,6.931,10.215,88.695
subject0027,S,cam10,60,30,6.624,10.044,88.663
subject0027,GEN,cam10,0,0,nan,38.263,nan
subject0027,T,cam16,60,60,7.629,9.197,89.743
subject0027,Tk,cam16,30,30,5.448,10.064,89.749
subject0027,S,cam16,60,30,4.705,10.205,89.722
subject0027,GEN,cam16,0,0,nan,34.529,nan
subject0027,T,cam17,60,60,7.443,9.010,90.144
subject0027,Tk,cam17,30,30,6.369,8.975,90.034
subject0027,S,cam17,60,30,5.750,8.795,90.087
subject0027,GEN,cam17,0,0,nan,26.588,nan
subject0027,S240,cam10,123,61,6.508,10.297,88.621
subject0027,F,cam00,540,0,nan,17.100,89.822
subject0027,F,cam01,540,0,nan,17.887,89.822
subject0027,F,cam02,540,0,nan,40.643,89.822
subject0027,F,cam07,540,0,nan,33.096,89.822
subject0027,F,cam08,540,0,nan,28.466,89.822
subject0027,F,cam09,540,0,nan,25.758,89.822
subject0027,F,cam10,540,0,nan,48.757,89.822
subject0027,F,cam16,540,0,nan,43.304,89.822
subject0027,F,cam17,540,0,nan,37.307,89.822
subject0027,M,cam00,540,270,12.291,13.348,89.773
subject0027,M,cam01,540,270,12.291,14.728,89.773
subject0027,M,cam02,540,270,12.291,24.460,89.773
subject0027,M,cam07,540,270,12.291,19.516,89.773
subject0027,M,cam08,540,270,12.291,18.871,89.773
subject0027,M,cam09,540,270,12.291,17.768,89.773
