subject,arm,cam,n_train,n_kept,train_rms_px,test_rms_med_px,iod_mm
train20,M,webcam_r,240,120,2.064,4.781,91.394
train20,GEN,basler,0,0,nan,3.381,nan
train20,GEN,webcam_l,0,0,nan,4.368,nan
train20,GEN,webcam_c,0,0,nan,4.006,nan
train20,GEN,webcam_r,0,0,nan,4.832,nan
train20,S_cross,webcam_l,0,0,nan,5.011,nan
train20,S_cross,webcam_c,0,0,nan,4.053,nan
train20,S_cross,webcam_r,0,0,nan,6.821,nan
train18,T,basler,60,60,0.414,0.587,89.517
train18,Tk,basler,30,30,0.323,0.562,89.532
train18,S,basler,60,30,0.306,0.570,89.512
train18,T,webcam_l,60,60,0.447,0.589,89.657
train18,Tk,webcam_l,30,30,0.340,0.619,89.254
train18,S,webcam_l,60,30,0.302,0.619,89.347
train18,T,webcam_c,60,60,0.453,0.626,89.007
train18,Tk,webcam_c,30,30,0.350,0.634,89.210
train18,S,webcam_c,60,30,0.301,0.630,89.437
train18,T,webcam_r,60,60,0.376,0.546,89.260
train18,Tk,webcam_r,30,30,0.308,0.541,89.200
train18,S,webcam_r,60,30,0.286,0.545,89.211
train18,S240,basler,229,114,0.324,0.562,89.511
train18,F,basler,240,0,nan,2.808,89.460
train18,F,webcam_l,240,0,nan,2.251,89.460
train18,F,webcam_c,240,0,nan,1.000,89.460
train18,F,webcam_r,240,0,nan,2.409,89.460
train18,M,basler,240,120,0.739,4.005,89.040
train18,M,webcam_l,240,120,0.739,1.071,89.040
train18,M,webcam_c,240,120,0.739,0.908,89.040
train18,M,webcam_r,240,120,0.739,2.166,89.040
train18,GEN,basler,0,0,nan,3.893,nan
train18,GEN,webcam_l,0,0,nan,5.460,nan
train18,GEN,webcam_c,0,0,nan,4.494,nan
train18,GEN,webcam_r,0,0,nan,5.013,nan
train18,S_cross,webcam_l,0,0,nan,4.289,nan
train18,S_cross,webcam_c,0,0,nan,2.753,nan
train18,S_cross,webcam_r,0,0,nan,4.210,nan
train19,T,basler,60,60,0.553,0.824,89.627
train19,Tk,basler,30,30,0.411,0.867,89.712
train19,S,basler,60,30,0.386,0.829,89.521
train19,T,webcam_l,60,60,0.647,0.855,90.200
train19,Tk,webcam_l,30,30,0.499,0.940,90.202
train19,S,webcam_l,60,30,0.434,0.949,90.397
train19,T,webcam_c,60,60,0.639,0.870,90.083
train19,Tk,webcam_c,30,30,0.482,0.843,90.064
train19,S,webcam_c,60,30,0.423,0.814,89.787
train19,T,webcam_r,60,60,0.741,1.079,89.122
train19,Tk,webcam_r,30,30,0.523,1.018,89.248
train19,S,webcam_r,60,30,0.494,1.016,89.157
train19,S240,basler,227,113,0.436,0.771,89.627
train19,F,basler,240,0,nan,4.513,89.664
train19,F,webcam_l,240,0,nan,2.112,89.664
train19,F,webcam_c,240,0,nan,1.266,89.664
train19,F,webcam_r,240,0,nan,3.082,89.664
train19,M,basler,240,120,1.294,2.945,90.170
train19,M,webcam_l,240,120,1.294,1.372,90.170
train19,M,webcam_c,240,120,1.294,1.958,90.170
train19,M,webcam_r,240,120,1.294,2.912,90.170
train19,GEN,basler,0,0,nan,4.369,nan
train19,GEN,webcam_l,0,0,nan,4.247,nan
train19,GEN,webcam_c,0,0,nan,3.852,nan
train19,GEN,webcam_r,0,0,nan,5.052,nan
train19,S_cross,webcam_l,0,0,nan,4.073,nan
train19,S_cross,webcam_c,0,0,nan,3.262,nan
train19,S_cross,webcam_r,0,0,nan,5.491,nan
train21,T,basler,60,60,0.396,0.514,89.767
train21,Tk,basler,30,30,0.277,0.487,89.760
train21,S,basler,60,30,0.248,0.469,89.751
train21,T,webcam_l,60,60,0.376,0.482,90.126
train21,Tk,webcam_l,30,30,0.280,0.471,90.057
train21,S,webcam_l,60,30,0.249,0.457,90.298
train21,T,webcam_c,60,60,0.371,0.470,89.627
train21,Tk,webcam_c,30,30,0.244,0.466,89.572
train21,S,webcam_c,60,30,0.219,0.461,89.548
train21,T,webcam_r,60,60,0.355,0.482,89.433
train21,Tk,webcam_r,30,30,0.276,0.473,89.494
train21,S,webcam_r,60,30,0.258,0.479,89.497
train21,S240,basler,229,114,0.263,0.476,89.766
train21,F,basler,240,0,nan,2.733,89.782
train21,F,webcam_l,240,0,nan,1.270,89.782
train21,F,webcam_c,240,0,nan,0.794,89.782
train21,F,webcam_r,240,0,nan,1.826,89.782
train21,M,basler,240,120,0.610,2.879,89.912
train21,M,webcam_l,240,120,0.610,0.960,89.912
train21,M,webcam_c,240,120,0.610,0.684,89.912
train21,M,webcam_r,240,120,0.610,1.445,89.912
train21,GEN,basler,0,0,nan,3.213,nan
train21,GEN,webcam_l,0,0,nan,3.371,nan
train21,GEN,webcam_c,0,0,nan,3.134,nan
train21,GEN,webcam_r,0,0,nan,3.852,nan
train21,S_cross,webcam_l,0,0,nan,3.219,nan
train21,S_cross,webcam_c,0,0,nan,2.904,nan
train21,S_cross,webcam_r,0,0,nan,3.786,nan
train25,T,basler,60,60,0.699,0.895,89.809
train25,Tk,basler,30,30,0.541,0.959,89.947
train25,S,basler,60,30,0.415,0.963,89.909
train25,T,webcam_l,60,60,0.617,0.981,89.609
train25,Tk,webcam_l,30,30,0.516,1.009,90.310
train25,S,webcam_l,60,30,0.481,1.017,90.085
train25,T,webcam_c,60,60,0.833,1.132,88.223
train25,Tk,webcam_c,30,30,0.648,1.182,89.410
train25,S,webcam_c,60,30,0.532,1.168,88.982
train25,T,webcam_r,60,60,0.924,1.138,89.942
train25,Tk,webcam_r,30,30,0.704,1.065,90.121
train25,S,webcam_r,60,30,0.553,1.019,90.052
train25,S240,basler,230,115,0.438,0.898,89.910
train25,F,basler,240,0,nan,3.458,89.926
train25,F,webcam_l,240,0,nan,2.372,89.926
train25,F,webcam_c,240,0,nan,4.183,89.926
train25,F,webcam_r,240,0,nan,4.357,89.926
train25,M,basler,240,120,1.466,3.313,89.253
train25,M,webcam_l,240,120,1.466,2.107,89.253
train25,M,webcam_c,240,120,1.466,3.506,89.253
train25,M,webcam_r,240,120,1.466,1.702,89.253
train25,GEN,basler,0,0,nan,4.695,nan
train25,GEN,webcam_l,0,0,nan,6.320,nan
train25,GEN,webcam_c,0,0,nan,7.455,nan
train25,GEN,webcam_r,0,0,nan,7.024,nan
train25,S_cross,webcam_l,0,0,nan,4.458,nan
train25,S_cross,webcam_c,0,0,nan,5.054,nan
train25,S_cross,webcam_r,0,0,nan,5.062,nan
train24,T,basler,60,60,0.451,0.577,90.193
train24,Tk,basler,30,30,0.340,0.527,90.252
train24,S,basler,60,30,0.248,0.484,90.272
train24,T,webcam_l,60,60,0.551,0.668,90.668
train24,Tk,webcam_l,30,30,0.431,0.568,90.744
train24,S,webcam_l,60,30,0.338,0.587,90.986
train24,T,webcam_c,60,60,0.526,0.605,90.485
train24,Tk,webcam_c,30,30,0.416,0.393,90.373
train24,S,webcam_c,60,30,0.231,0.378,90.475
train24,T,webcam_r,60,60,0.540,0.692,89.915
train24,Tk,webcam_r,30,30,0.421,0.611,90.074
train24,S,webcam_r,60,30,0.308,0.594,90.303
train24,S240,basler,229,114,0.273,0.486,90.122
train24,F,basler,240,0,nan,3.719,90.365
train24,F,webcam_l,240,0,nan,2.654,90.365
train24,F,webcam_c,240,0,nan,1.235,90.365
train24,F,webcam_r,240,0,nan,2.561,90.365
train24,M,basler,240,120,1.365,2.032,90.089
train24,M,webcam_l,240,120,1.365,2.171,90.089
train24,M,webcam_c,240,120,1.365,1.636,90.089
train24,M,webcam_r,240,120,1.365,2.346,90.089
train24,GEN,basler,0,0,nan,2.741,nan
train24,GEN,webcam_l,0,0,nan,3.948,nan
train24,GEN,webcam_c,0,0,nan,2.835,nan
train24,GEN,webcam_r,0,0,nan,3.073,nan
train24,S_cross,webcam_l,0,0,nan,5.174,nan
train24,S_cross,webcam_c,0,0,nan,3.583,nan
train24,S_cross,webcam_r,0,0,nan,5.144,nan
train26,T,basler,60,60,0.560,0.863,90.273
train26,Tk,basler,30,30,0.488,0.852,90.360
train26,S,basler,60,30,0.434,0.837,90.360
train26,T,webcam_l,60,60,0.569,0.857,90.447
train26,Tk,webcam_l,30,30,0.448,0.859,90.517
train26,S,webcam_l,60,30,0.356,0.841,90.560
train26,T,webcam_c,60,60,0.700,0.986,88.860
train26,Tk,webcam_c,30,30,0.514,0.979,89.043
train26,S,webcam_c,60,30,0.499,0.996,89.009
train26,T,webcam_r,60,60,0.584,0.780,89.496
train26,Tk,webcam_r,30,30,0.432,0.732,89.384
train26,S,webcam_r,60,30,0.379,0.738,89.804
train26,S240,basler,230,115,0.416,0.854,90.400
train26,F,basler,240,0,nan,2.422,90.300
train26,F,webcam_l,240,0,nan,1.562,90.300
train26,F,webcam_c,240,0,nan,2.628,90.300
train26,F,webcam_r,240,0,nan,2.821,90.300
train26,M,basler,240,120,0.996,3.547,89.727
train26,M,webcam_l,240,120,0.996,1.585,89.727
train26,M,webcam_c,240,120,0.996,2.120,89.727
train26,M,webcam_r,240,120,0.996,1.027,89.727
train26,GEN,basler,0,0,nan,2.741,nan
train26,GEN,webcam_l,0,0,nan,4.048,nan
train26,GEN,webcam_c,0,0,nan,5.342,nan
train26,GEN,webcam_r,0,0,nan,5.524,nan
train26,S_cross,webcam_l,0,0,nan,3.432,nan
train26,S_cross,webcam_c,0,0,nan,3.828,nan
train26,S_cross,webcam_r,0,0,nan,4.440,nan
train29,T,basler,60,60,0.714,0.883,89.635
train29,Tk,basler,30,30,0.545,0.844,89.624
train29,S,basler,60,30,0.419,0.787,89.616
train29,T,webcam_l,60,60,0.606,0.849,89.697
train29,Tk,webcam_l,30,30,0.473,0.838,89.988
train29,S,webcam_l,60,30,0.402,0.790,90.225
train29,T,webcam_c,60,60,0.676,0.784,89.023
train29,Tk,webcam_c,30,30,0.490,0.814,89.305
train29,S,webcam_c,60,30,0.404,0.798,89.278
train29,T,webcam_r,60,60,0.860,0.932,89.406
train29,Tk,webcam_r,30,30,0.572,0.837,89.063
train29,S,webcam_r,60,30,0.525,0.822,89.226
train29,S240,basler,226,113,0.396,0.853,89.645
train29,F,basler,240,0,nan,3.846,89.459
train29,F,webcam_l,240,0,nan,2.423,89.459
train29,F,webcam_c,240,0,nan,1.157,89.459
train29,F,webcam_r,240,0,nan,2.919,89.459
train29,M,basler,240,120,1.045,5.397,89.663
train29,M,webcam_l,240,120,1.045,1.827,89.663
train29,M,webcam_c,240,120,1.045,1.105,89.663
train29,M,webcam_r,240,120,1.045,2.796,89.663
train29,GEN,basler,0,0,nan,3.892,nan
train29,GEN,webcam_l,0,0,nan,5.389,nan
train29,GEN,webcam_c,0,0,nan,4.369,nan
train29,GEN,webcam_r,0,0,nan,5.991,nan
train29,S_cross,webcam_l,0,0,nan,5.713,nan
train29,S_cross,webcam_c,0,0,nan,4.847,nan
train29,S_cross,webcam_r,0,0,nan,7.192,nan
train27,T,basler,60,60,0.392,0.529,89.566
train27,Tk,basler,30,30,0.293,0.514,89.671
train27,S,basler,60,30,0.260,0.514,89.586
train27,T,webcam_l,60,60,0.431,0.560,90.286
train27,Tk,webcam_l,30,30,0.270,0.569,90.302
train27,S,webcam_l,60,30,0.249,0.570,90.195
train27,T,webcam_c,60,60,0.411,0.528,89.828
train27,Tk,webcam_c,30,30,0.281,0.490,89.832
train27,S,webcam_c,60,30,0.220,0.491,89.759
train27,T,webcam_r,60,60,0.508,0.632,89.741
train27,Tk,webcam_r,30,30,0.346,0.613,89.646
train27,S,webcam_r,60,30,0.303,0.609,89.582
train27,S240,basler,228,114,0.251,0.520,89.613
train27,F,basler,240,0,nan,3.409,89.656
train27,F,webcam_l,240,0,nan,2.239,89.656
train27,F,webcam_c,240,0,nan,1.278,89.656
train27,F,webcam_r,240,0,nan,2.227,89.656
train27,M,basler,240,120,1.059,1.770,89.817
train27,M,webcam_l,240,120,1.059,1.025,89.817
train27,M,webcam_c,240,120,1.059,1.616,89.817
train27,M,webcam_r,240,120,1.059,1.794,89.817
train27,GEN,basler,0,0,nan,3.971,nan
train27,GEN,webcam_l,0,0,nan,3.425,nan
train27,GEN,webcam_c,0,0,nan,3.309,nan
train27,GEN,webcam_r,0,0,nan,4.011,nan
train27,S_cross,webcam_l,0,0,nan,2.487,nan
train27,S_cross,webcam_c,0,0,nan,2.289,nan
train27,S_cross,webcam_r,0,0,nan,3.196,nan
train28,T,basler,60,60,0.713,0.935,89.801
train28,Tk,basler,30,30,0.546,0.904,89.911
train28,S,basler,60,30,0.440,0.839,89.958
train28,T,webcam_l,60,60,0.811,1.062,90.441
train28,Tk,webcam_l,30,30,0.631,1.179,90.348
train28,S,webcam_l,60,30,0.504,1.089,90.519
train28,T,webcam_c,60,60,0.868,1.132,90.071
train28,Tk,webcam_c,30,30,0.575,1.214,90.202
train28,S,webcam_c,60,30,0.457,0.902,90.160
train28,T,webcam_r,60,60,0.874,1.049,89.478
train28,Tk,webcam_r,30,30,0.657,1.005,89.544
train28,S,webcam_r,60,30,0.500,0.982,89.651
train28,S240,basler,230,115,0.485,0.825,89.877
train28,F,basler,240,0,nan,3.335,90.067
train28,F,webcam_l,240,0,nan,2.243,90.067
train28,F,webcam_c,240,0,nan,1.262,90.067
train28,F,webcam_r,240,0,nan,3.206,90.067
train28,M,basler,240,120,1.546,2.682,90.530
train28,M,webcam_l,240,120,1.546,2.546,90.530
train28,M,webcam_c,240,120,1.546,1.973,90.530
train28,M,webcam_r,240,120,1.546,2.604,90.530
train28,GEN,basler,0,0,nan,3.167,nan
train28,GEN,webcam_l,0,0,nan,3.651,nan
train28,GEN,webcam_c,0,0,nan,2.799,nan
train28,GEN,webcam_r,0,0,nan,4.014,nan
train28,S_cross,webcam_l,0,0,nan,3.972,nan
train28,S_cross,webcam_c,0,0,nan,3.072,nan
train28,S_cross,webcam_r,0,0,nan,5.235,nan
train33,T,basler,60,60,0.481,0.623,90.302
train33,Tk,basler,30,30,0.358,0.638,90.387
train33,S,basler,60,30,0.297,0.583,90.309
train33,T,webcam_l,60,60,0.456,0.560,91.068
train33,Tk,webcam_l,30,30,0.308,0.554,90.956
train33,S,webcam_l,60,30,0.252,0.553,90.829
train33,T,webcam_c,60,60,0.519,0.617,90.601
train33,Tk,webcam_c,30,30,0.341,0.595,90.614
train33,S,webcam_c,60,30,0.255,0.565,90.221
train33,T,webcam_r,60,60,0.516,0.704,90.107
train33,Tk,webcam_r,30,30,0.374,0.721,90.175
train33,S,webcam_r,60,30,0.306,0.717,90.215
train33,S240,basler,227,113,0.311,0.578,90.369
train33,F,basler,240,0,nan,3.091,90.270
train33,F,webcam_l,240,0,nan,2.167,90.270
train33,F,webcam_c,240,0,nan,1.152,90.270
train33,F,webcam_r,240,0,nan,2.251,90.270
train33,M,basler,240,120,1.056,1.704,90.216
train33,M,webcam_l,240,120,1.056,1.699,90.216
train33,M,webcam_c,240,120,1.056,1.217,90.216
train33,M,webcam_r,240,120,1.056,2.255,90.216
train33,GEN,basler,0,0,nan,2.369,nan
train33,GEN,webcam_l,0,0,nan,2.947,nan
train33,GEN,webcam_c,0,0,nan,2.475,nan
train33,GEN,webcam_r,0,0,nan,2.961,nan
train33,S_cross,webcam_l,0,0,nan,3.180,nan
train33,S_cross,webcam_c,0,0,nan,2.371,nan
train33,S_cross,webcam_r,0,0,nan,3.392,nan
train36,T,basler,60,60,0.431,0.546,90.019
train36,Tk,basler,30,30,0.321,0.521,90.011
train36,S,basler,60,30,0.290,0.514,89.989
train36,T,webcam_l,60,60,0.450,0.614,90.354
train36,Tk,webcam_l,30,30,0.353,0.602,90.329
train36,S,webcam_l,60,30,0.283,0.602,90.545
train36,T,webcam_c,60,60,0.423,0.547,89.013
train36,Tk,webcam_c,30,30,0.321,0.520,88.953
train36,S,webcam_c,60,30,0.301,0.517,89.051
train36,T,webcam_r,60,60,0.434,0.620,90.342
train36,Tk,webcam_r,30,30,0.318,0.628,90.311
train36,S,webcam_r,60,30,0.302,0.628,90.432
train36,S240,basler,229,114,0.281,0.493,89.960
train36,F,basler,240,0,nan,2.443,89.983
train36,F,webcam_l,240,0,nan,1.716,89.983
train36,F,webcam_c,240,0,nan,1.208,89.983
train36,F,webcam_r,240,0,nan,2.051,89.983
train36,M,basler,240,120,0.752,2.989,89.657
train36,M,webcam_l,240,120,0.752,0.957,89.657
train36,M,webcam_c,240,120,0.752,0.942,89.657
train36,M,webcam_r,240,120,0.752,1.619,89.657
train36,GEN,basler,0,0,nan,3.622,nan
train36,GEN,webcam_l,0,0,nan,4.275,nan
train36,GEN,webcam_c,0,0,nan,4.188,nan
train36,GEN,webcam_r,0,0,nan,4.857,nan
train36,S_cross,webcam_l,0,0,nan,3.571,nan
train36,S_cross,webcam_c,0,0,nan,2.641,nan
train36,S_cross,webcam_r,0,0,nan,4.077,nan
train30,T,basler,60,60,0.381,0.600,89.823
train30,Tk,basler,30,30,0.286,0.555,89.857
train30,S,basler,60,30,0.249,0.559,89.776
train30,T,webcam_l,60,60,0.427,0.725,89.980
train30,Tk,webcam_l,30,30,0.343,0.729,90.017
train30,S,webcam_l,60,30,0.316,0.722,90.019
train30,T,webcam_c,60,60,0.605,0.768,89.522
train30,Tk,webcam_c,30,30,0.354,0.760,89.556
train30,S,webcam_c,60,30,0.308,0.753,89.595
train30,T,webcam_r,60,60,0.597,0.810,88.959
train30,Tk,webcam_r,30,30,0.388,0.801,89.374
train30,S,webcam_r,60,30,0.352,0.792,89.146
train30,S240,basler,226,113,0.258,0.528,89.934
train30,F,basler,240,0,nan,3.445,89.650
train30,F,webcam_l,240,0,nan,2.620,89.650
train30,F,webcam_c,240,0,nan,1.376,89.650
train30,F,webcam_r,240,0,nan,3.512,89.650
train30,M,basler,240,120,1.277,2.853,89.428
train30,M,webcam_l,240,120,1.277,1.179,89.428
train30,M,webcam_c,240,120,1.277,1.904,89.428
train30,M,webcam_r,240,120,1.277,2.152,89.428
train30,GEN,basler,0,0,nan,3.400,nan
train30,GEN,webcam_l,0,0,nan,4.503,nan
train30,GEN,webcam_c,0,0,nan,3.637,nan
train30,GEN,webcam_r,0,0,nan,6.671,nan
train30,S_cross,webcam_l,0,0,nan,4.126,nan
train30,S_cross,webcam_c,0,0,nan,3.229,nan
train30,S_cross,webcam_r,0,0,nan,5.758,nan
train34,T,basler,60,60,0.367,0.508,89.301
train34,Tk,basler,30,30,0.277,0.506,89.261
train34,S,basler,60,30,0.275,0.485,89.421
train34,T,webcam_l,60,60,0.397,0.589,90.088
train34,Tk,webcam_l,30,30,0.287,0.623,90.002
train34,S,webcam_l,60,30,0.241,0.623,90.287
train34,T,webcam_c,60,60,0.368,0.500,89.741
train34,Tk,webcam_c,30,30,0.280,0.494,89.771
train34,S,webcam_c,60,30,0.222,0.480,89.591
train34,T,webcam_r,60,60,0.357,0.527,89.692
train34,Tk,webcam_r,30,30,0.292,0.544,89.818
train34,S,webcam_r,60,30,0.251,0.544,90.264
train34,S240,basler,228,114,0.274,0.489,89.358
train34,F,basler,240,0,nan,3.663,89.570
train34,F,webcam_l,240,0,nan,2.285,89.570
train34,F,webcam_c,240,0,nan,1.123,89.570
train34,F,webcam_r,240,0,nan,2.677,89.570
train34,M,basler,240,120,1.038,2.182,90.179
train34,M,webcam_l,240,120,1.038,1.632,90.179
train34,M,webcam_c,240,120,1.038,0.966,90.179
train34,M,webcam_r,240,120,1.038,2.610,90.179
train34,GEN,basler,0,0,nan,4.313,nan
train34,GEN,webcam_l,0,0,nan,3.702,nan
train34,GEN,webcam_c,0,0,nan,3.863,nan
train34,GEN,webcam_r,0,0,nan,3.901,nan
train34,S_cross,webcam_l,0,0,nan,3.287,nan
train34,S_cross,webcam_c,0,0,nan,2.256,nan
train34,S_cross,webcam_r,0,0,nan,3.517,nan
train35,T,basler,60,60,0.452,0.663,89.381
train35,Tk,basler,30,30,0.367,0.650,89.344
train35,S,basler,60,30,0.295,0.642,89.335
train35,T,webcam_l,60,60,0.529,0.667,90.387
train35,Tk,webcam_l,30,30,0.415,0.698,90.208
train35,S,webcam_l,60,30,0.322,0.686,90.598
train35,T,webcam_c,60,60,0.547,0.725,90.113
train35,Tk,webcam_c,30,30,0.395,0.618,89.749
train35,S,webcam_c,60,30,0.294,0.623,89.612
train35,T,webcam_r,60,60,0.789,1.087,89.303
train35,Tk,webcam_r,30,30,0.563,1.128,89.328
train35,S,webcam_r,60,30,0.500,1.126,89.371
train35,S240,basler,227,113,0.316,0.615,89.390
train35,F,basler,240,0,nan,3.657,89.486
train35,F,webcam_l,240,0,nan,2.956,89.486
train35,F,webcam_c,240,0,nan,1.426,89.486
train35,F,webcam_r,240,0,nan,3.321,89.486
train35,M,basler,240,120,1.402,2.344,90.155
train35,M,webcam_l,240,120,1.402,2.305,90.155
train35,M,webcam_c,240,120,1.402,1.672,90.155
train35,M,webcam_r,240,120,1.402,2.731,90.155
train35,GEN,basler,0,0,nan,4.202,nan
train35,GEN,webcam_l,0,0,nan,4.047,nan
train35,GEN,webcam_c,0,0,nan,4.356,nan
train35,GEN,webcam_r,0,0,nan,5.304,nan
train35,S_cross,webcam_l,0,0,nan,3.358,nan
train35,S_cross,webcam_c,0,0,nan,3.294,nan
train35,S_cross,webcam_r,0,0,nan,4.106,nan
train31,T,basler,60,60,0.460,0.631,89.548
train31,Tk,basler,30,30,0.375,0.590,89.495
train31,S,basler,60,30,0.310,0.599,89.604
train31,T,webcam_l,60,60,0.456,0.624,90.068
train31,Tk,webcam_l,30,30,0.355,0.611,89.989
train31,S,webcam_l,60,30,0.305,0.613,90.045
train31,T,webcam_c,60,60,0.628,0.690,87.440
train31,Tk,webcam_c,30,30,0.451,0.709,87.698
train31,S,webcam_c,60,30,0.402,0.671,87.605
train31,T,webcam_r,60,60,0.455,0.721,89.845
train31,Tk,webcam_r,30,30,0.352,0.724,89.553
train31,S,webcam_r,60,30,0.309,0.704,89.247
train31,S240,basler,229,114,0.321,0.581,89.507
train31,F,basler,240,0,nan,3.941,89.308
train31,F,webcam_l,240,0,nan,2.248,89.308
train31,F,webcam_c,240,0,nan,1.965,89.308
train31,F,webcam_r,240,0,nan,2.768,89.308
train31,M,basler,240,120,1.095,3.881,89.044
train31,M,webcam_l,240,120,1.095,1.250,89.044
train31,M,webcam_c,240,120,1.095,1.844,89.044
train31,M,webcam_r,240,120,1.095,2.060,89.044
train31,GEN,basler,0,0,nan,3.924,nan
train31,GEN,webcam_l,0,0,nan,4.546,nan
train31,GEN,webcam_c,0,0,nan,5.098,nan
train31,GEN,webcam_r,0,0,nan,6.083,nan
train31,S_cross,webcam_l,0,0,nan,4.109,nan
train31,S_cross,webcam_c,0,0,nan,3.142,nan
train31,S_cross,webcam_r,0,0,nan,5.416,nan
train32,T,basler,60,60,0.529,0.714,89.370
train32,Tk,basler,30,30,0.423,0.733,89.312
train32,S,basler,60,30,0.380,0.667,89.227
train32,T,webcam_l,60,60,0.698,0.852,89.562
train32,Tk,webcam_l,30,30,0.555,0.865,89.041
train32,S,webcam_l,60,30,0.475,0.852,88.964
train32,T,webcam_c,60,60,0.708,0.790,89.151
train32,Tk,webcam_c,30,30,0.494,0.840,89.137
train32,S,webcam_c,60,30,0.424,0.828,89.066
train32,T,webcam_r,60,60,0.574,0.689,89.528
train32,Tk,webcam_r,30,30,0.450,0.718,89.751
train32,S,webcam_r,60,30,0.388,0.720,89.721
train32,S240,basler,230,115,0.333,0.715,89.313
train32,F,basler,240,0,nan,3.206,89.361
train32,F,webcam_l,240,0,nan,2.219,89.361
train32,F,webcam_c,240,0,nan,1.241,89.361
train32,F,webcam_r,240,0,nan,2.485,89.361
train32,M,basler,240,120,1.237,2.316,89.291
train32,M,webcam_l,240,120,1.237,2.033,89.291
train32,M,webcam_c,240,120,1.237,1.283,89.291
train32,M,webcam_r,240,120,1.237,2.122,89.291
train32,GEN,basler,0,0,nan,4.644,nan
train32,GEN,webcam_l,0,0,nan,4.677,nan
train32,GEN,webcam_c,0,0,nan,4.620,nan
train32,GEN,webcam_r,0,0,nan,5.577,nan
train32,S_cross,webcam_l,0,0,nan,3.942,nan
train32,S_cross,webcam_c,0,0,nan,3.612,nan
train32,S_cross,webcam_r,0,0,nan,5.383,nan
train37,T,basler,60,60,0.307,0.470,89.892
train37,Tk,basler,30,30,0.253,0.457,89.882
train37,S,basler,60,30,0.208,0.460,89.878
train37,T,webcam_l,60,60,0.298,0.424,90.556
train37,Tk,webcam_l,30,30,0.246,0.421,90.377
train37,S,webcam_l,60,30,0.241,0.422,90.483
train37,T,webcam_c,60,60,0.358,0.469,90.115
train37,Tk,webcam_c,30,30,0.279,0.455,90.198
train37,S,webcam_c,60,30,0.259,0.459,90.166
train37,T,webcam_r,60,60,0.436,0.526,89.633
train37,Tk,webcam_r,30,30,0.303,0.498,89.528
train37,S,webcam_r,60,30,0.254,0.498,89.391
train37,S240,basler,229,114,0.229,0.434,89.885
train37,F,basler,240,0,nan,2.659,90.015
train37,F,webcam_l,240,0,nan,0.933,90.015
train37,F,webcam_c,240,0,nan,0.835,90.015
train37,F,webcam_r,240,0,nan,1.847,90.015
train37,M,basler,240,120,0.726,2.564,89.623
train37,M,webcam_l,240,120,0.726,1.063,89.623
train37,M,webcam_c,240,120,0.726,1.119,89.623
train37,M,webcam_r,240,120,0.726,0.894,89.623
train37,GEN,basler,0,0,nan,3.858,nan
train37,GEN,webcam_l,0,0,nan,3.444,nan
train37,GEN,webcam_c,0,0,nan,3.622,nan
train37,GEN,webcam_r,0,0,nan,4.429,nan
train37,S_cross,webcam_l,0,0,nan,3.708,nan
train37,S_cross,webcam_c,0,0,nan,2.910,nan
train37,S_cross,webcam_r,0,0,nan,4.385,nan
val01,T,webcam_l,60,60,0.339,0.406,90.729
val01,Tk,webcam_l,30,30,0.255,0.408,90.614
val01,S,webcam_l,60,30,0.235,0.405,90.874
val01,T,webcam_c,60,60,0.334,0.495,90.335
val01,Tk,webcam_c,30,30,0.286,0.504,90.258
val01,S,webcam_c,60,30,0.248,0.486,90.235
val01,T,webcam_r,60,60,0.370,0.477,90.390
val01,Tk,webcam_r,30,30,0.292,0.469,90.395
val01,S,webcam_r,60,30,0.264,0.472,90.547
val01,F,basler,180,0,nan,3.470,90.261
val01,F,webcam_l,180,0,nan,2.019,90.261
val01,F,webcam_c,180,0,nan,1.657,90.261
val01,F,webcam_r,180,0,nan,2.279,90.261
val01,M,basler,240,120,1.139,2.492,90.918
val01,M,webcam_l,240,120,1.139,1.688,90.918
val01,M,webcam_c,240,120,1.139,1.214,90.918
val01,M,webcam_r,240,120,1.139,2.423,90.918
val01,GEN,basler,0,0,nan,2.198,nan
val01,GEN,webcam_l,0,0,nan,2.857,nan
val01,GEN,webcam_c,0,0,nan,3.220,nan
val01,GEN,webcam_r,0,0,nan,2.580,nan
train38,T,basler,60,60,0.537,0.629,89.754
train38,Tk,basler,30,30,0.402,0.631,89.829
train38,S,basler,60,30,0.355,0.614,89.801
train38,T,webcam_l,60,60,0.570,0.689,90.831
train38,Tk,webcam_l,30,30,0.400,0.676,90.427
train38,S,webcam_l,60,30,0.335,0.674,90.751
train38,T,webcam_c,60,60,0.523,0.679,90.601
train38,Tk,webcam_c,30,30,0.383,0.610,90.493
train38,S,webcam_c,60,30,0.309,0.616,90.545
train38,T,webcam_r,60,60,0.634,0.914,90.206
train38,Tk,webcam_r,30,30,0.438,0.935,90.189
train38,S,webcam_r,60,30,0.410,0.929,90.235
train38,S240,basler,228,114,0.330,0.608,89.717
train38,F,basler,240,0,nan,5.217,90.186
train38,F,webcam_l,240,0,nan,3.019,90.186
train38,F,webcam_c,240,0,nan,1.152,90.186
train38,F,webcam_r,240,0,nan,4.237,90.186
train38,M,basler,240,120,1.759,1.972,90.150
train38,M,webcam_l,240,120,1.759,2.199,90.150
train38,M,webcam_c,240,120,1.759,2.123,90.150
