session,n_groups,train_rms_med_px,test_rms_med_px,test_rms_generic_med_px,improvement_x,iod_mean_mm
01617,3,0.55,0.93,1.94,2.1,91.7
01618,3,0.44,1.13,1.83,1.6,90.7
01625,3,0.28,0.71,0.74,1.0,89.9
01627,1,0.43,0.66,2.51,3.8,89.3
01630,3,0.41,0.78,1.69,2.2,89.9
01633,3,0.82,1.36,2.08,1.5,90.4
01635,3,0.47,0.86,2.3,2.7,89.8
01636,2,0.26,0.63,2.13,3.4,90.9
01637,2,0.64,1.27,2.77,2.2,89.2
01640,3,0.67,1.11,2.61,2.3,89.7
01643,3,0.42,1.06,2.49,2.4,89.9
01644,3,0.51,0.9,2.37,2.6,89.1
01645,3,0.64,0.99,1.52,1.5,89.9
01646,3,0.76,1.47,2.1,1.4,90.2
01648,3,0.62,1.45,1.96,1.4,90.0
01650,3,0.45,0.84,2.01,2.4,90.0
01651,3,0.9,1.58,2.13,1.3,90.0
01653,3,0.52,0.73,1.75,2.4,90.1
01661,3,0.77,1.45,2.25,1.6,89.6
01665,3,0.73,1.71,2.38,1.4,90.1
01669,1,0.27,0.64,1.99,3.1,92.1
01671,3,0.4,0.68,2.03,3.0,90.7
01672,3,0.5,0.81,3.15,3.9,89.3
01674,2,0.49,0.94,2.27,2.4,89.7
01678,2,1.13,1.94,2.03,1.0,91.1
01680,2,0.78,1.38,2.51,1.8,90.1
01681,3,0.37,0.64,2.23,3.5,89.8
01682,3,0.78,1.34,2.63,2.0,89.8
01684,3,0.33,0.68,3.41,5.0,89.3
01687,3,0.76,1.44,2.11,1.5,89.9
01689,2,0.62,1.33,2.42,1.8,90.5
01690,1,0.74,1.47,1.72,1.2,90.4
01692,3,0.17,0.28,2.4,8.6,91.4
01693,2,0.25,0.54,1.84,3.4,90.3
01700,3,0.56,1.18,2.64,2.2,89.5
01702,2,0.54,1.19,2.1,1.8,90.6
01703,3,0.45,0.75,2.36,3.2,88.3
01706,3,0.56,1.51,2.19,1.5,89.8
01709,1,0.59,0.97,1.91,2.0,90.3
01710,2,0.35,0.53,2.45,4.6,89.7
01713,1,0.19,0.38,1.64,4.4,90.8
01717,3,0.52,1.14,3.28,2.9,89.3
01719,3,0.26,0.63,2.41,3.8,88.7
01720,2,0.48,1.25,3.02,2.4,89.8
01726,2,0.59,0.94,2.09,2.2,91.3
01727,3,0.49,0.75,2.31,3.1,91.2
01729,1,0.41,0.89,3.25,3.6,89.7
01731,3,0.42,1.03,1.65,1.6,90.3
01734,3,0.42,0.77,1.36,1.8,91.5
01738,1,0.37,0.78,1.8,2.3,89.5
01741,3,0.31,0.79,2.79,3.5,89.9
01744,1,0.55,1.31,1.79,1.4,89.6
01745,1,0.26,0.74,1.09,1.5,90.5
01747,2,0.36,0.66,2.55,3.9,89.7
01748,1,0.27,0.51,2.07,4.0,89.4
01760,3,0.36,0.77,1.91,2.5,90.5
01762,1,0.76,1.29,1.29,1.0,91.0
01763,3,0.38,0.64,2.75,4.3,90.0
01768,2,0.73,1.34,1.89,1.4,90.7
01770,1,0.5,1.03,2.12,2.1,89.3
01771,3,0.47,0.94,1.65,1.8,90.2
01773,3,0.34,0.73,2.99,4.1,89.6
01775,1,0.44,0.88,1.26,1.4,89.9
01778,1,0.38,0.6,3.1,5.2,88.9
01779,3,0.54,1.25,1.77,1.4,89.2
01782,2,0.8,1.65,2.86,1.7,90.0
01783,2,0.71,1.42,1.56,1.1,90.4
01786,3,0.65,1.53,3.0,2.0,89.6
01789,3,0.55,1.13,1.62,1.4,90.2
01792,1,0.58,1.13,2.27,2.0,90.2
01794,3,0.71,1.26,2.81,2.2,90.2
01795,1,0.3,0.72,0.8,1.1,90.8
01796,3,0.32,0.65,1.87,2.9,89.9
01798,3,0.21,0.45,2.55,5.7,89.3
01802,3,0.53,0.88,1.17,1.3,91.1
01803,3,0.58,1.05,1.86,1.8,89.9
01805,2,0.35,0.66,2.82,4.3,90.1
01806,2,0.48,0.91,1.44,1.6,91.9
01809,3,0.27,0.5,1.44,2.9,91.0
01812,2,0.36,0.7,2.61,3.7,89.3
01813,2,0.42,0.87,3.55,4.1,89.4
01816,2,0.24,0.54,1.93,3.6,90.3
01817,3,0.51,1.03,2.09,2.0,89.4
01818,1,0.39,1.48,1.37,0.9,90.7
01819,2,0.5,1.04,3.05,2.9,90.4
01821,2,0.9,1.41,2.15,1.5,91.0
01823,3,0.5,0.92,2.56,2.8,89.4
01825,2,0.41,1.13,2.89,2.6,89.0
01826,2,0.29,0.48,1.58,3.3,90.7
01827,2,0.44,1.1,2.98,2.7,89.5
01828,3,0.37,0.78,2.6,3.3,89.1
01830,3,0.32,0.54,3.26,6.1,89.1
01833,3,0.87,1.59,1.55,1.0,90.1
01845,3,0.38,1.06,2.16,2.0,90.2
01849,3,0.13,0.2,1.18,5.9,89.4
01855,3,0.47,0.79,3.02,3.8,89.0
01858,1,0.8,1.52,1.29,0.8,91.4
01859,2,0.35,0.88,1.22,1.4,90.1
01860,2,0.46,1.06,1.42,1.3,90.4
01862,3,0.37,0.8,2.95,3.7,89.3
01863,2,0.31,0.66,1.64,2.5,90.0
01866,3,0.27,0.59,2.09,3.5,90.3
01867,3,0.46,0.96,2.36,2.5,90.3
01868,2,0.7,1.4,2.59,1.9,89.5
01869,3,0.47,0.89,2.83,3.2,90.8
01870,3,0.41,0.82,1.01,1.2,90.7
01874,1,0.58,1.08,2.17,2.0,90.2
01876,3,0.55,0.96,2.01,2.1,89.7
01877,3,0.2,0.32,2.37,7.4,90.5
01878,1,0.83,1.36,1.85,1.4,90.0
01880,2,0.39,0.71,2.93,4.1,92.2
01882,3,0.53,1.04,1.84,1.8,90.2
01883,2,0.52,0.81,2.66,3.3,89.8
01884,3,0.75,1.72,2.43,1.4,89.7
01885,2,0.26,0.78,2.29,3.0,90.1
01887,3,0.36,0.75,2.29,3.0,89.9
01888,2,0.56,1.19,3.01,2.5,90.3
01889,3,0.35,0.8,1.98,2.5,91.6
01892,3,0.88,1.16,2.85,2.5,89.4
01893,3,0.36,0.92,2.81,3.1,89.4
01896,1,1.08,1.6,1.61,1.0,90.5
01897,3,0.25,0.42,1.91,4.5,89.7
01900,3,0.48,0.81,1.33,1.6,90.5
01901,4,0.7,1.41,2.28,1.6,90.9
01902,3,0.34,0.7,2.5,3.6,90.4
01905,1,0.79,1.95,2.14,1.1,89.8
01906,3,0.48,1.09,1.94,1.8,89.7
01907,2,0.31,0.54,4.51,8.3,89.2
01908,2,0.75,1.32,2.83,2.1,90.4
01915,2,0.57,0.85,3.22,3.8,88.9
01921,2,0.19,0.84,4.47,5.3,89.7
01922,3,0.76,1.58,1.83,1.2,90.3
01924,2,0.23,0.49,1.98,4.1,89.4
01926,3,0.58,0.96,2.01,2.1,90.9
01927,3,0.83,1.57,2.43,1.5,90.4
01930,1,0.48,0.82,2.33,2.9,90.5
01933,3,0.31,0.61,3.08,5.0,89.6
01936,1,0.36,0.82,2.97,3.6,89.4
01939,3,0.47,1.08,2.67,2.5,89.3
01941,3,0.37,0.79,2.21,2.8,92.0
01943,3,0.37,0.84,1.57,1.9,91.3
01959,2,0.59,1.59,3.11,2.0,90.3
01960,3,0.41,0.88,1.73,2.0,91.1
01961,3,0.22,0.49,2.13,4.4,89.9
01962,1,0.1,0.1,0.54,5.1,89.9
01964,3,0.48,1.02,2.26,2.2,90.6
01965,3,0.38,0.69,1.85,2.7,90.5
01966,2,0.36,0.62,2.32,3.7,90.3
01975,1,0.48,1.1,2.37,2.2,89.5
01976,2,0.49,0.91,3.67,4.0,88.4
01977,1,0.59,1.29,3.58,2.8,89.8
01978,3,0.24,0.41,1.81,4.4,91.1
01979,3,0.17,0.39,1.67,4.3,89.8
01984,2,0.25,1.21,1.77,1.5,90.4
01985,3,0.26,0.55,2.18,4.0,90.3
01987,2,0.35,0.63,2.11,3.3,92.0
01995,1,0.26,0.41,1.13,2.7,91.3
01997,3,0.56,1.08,2.88,2.7,89.9
02002,3,0.46,0.82,2.63,3.2,90.1
02006,3,0.69,1.38,2.22,1.6,90.5
02009,3,0.37,0.76,1.49,2.0,90.5
02011,3,0.25,0.6,1.68,2.8,89.5
02015,3,0.3,0.62,2.11,3.4,90.0
02019,3,0.74,1.29,1.81,1.4,91.5
02020,3,0.46,0.88,2.15,2.4,89.3
02022,1,0.4,0.75,2.12,2.8,90.1
02023,2,0.44,0.74,1.42,1.9,91.2
02024,3,0.14,0.26,2.97,11.4,90.4
02025,2,0.35,0.75,1.45,1.9,91.0
02026,2,0.4,0.99,3.26,3.3,89.9
02027,3,0.42,0.86,2.54,3.0,88.8
02028,3,0.28,0.47,1.66,3.5,90.6
02029,3,0.2,0.46,1.83,4.0,89.7
02032,1,0.34,0.5,0.96,1.9,90.0
02033,3,0.37,0.73,2.35,3.2,90.1
02034,2,0.69,1.46,2.52,1.7,92.4
02035,3,0.3,0.61,1.68,2.8,90.8
02038,1,0.24,0.54,2.21,4.1,90.3
02043,2,0.62,1.46,2.43,1.7,89.3
02045,3,0.25,0.38,1.46,3.9,90.1
02047,3,0.51,0.9,3.12,3.5,89.8
02048,3,0.59,1.24,2.44,2.0,89.0
02051,3,0.4,1.06,2.74,2.6,88.5
02052,3,0.27,0.56,2.36,4.2,89.5
02058,3,0.21,0.43,2.22,5.2,89.5
02059,1,0.57,1.31,2.35,1.8,89.4
02060,3,0.58,1.04,1.73,1.7,91.5
02061,3,0.36,0.67,1.07,1.6,90.8
02064,3,0.47,0.88,2.78,3.1,89.3
02077,3,0.48,1.1,2.11,1.9,89.9
02078,3,0.29,0.75,1.29,1.7,91.5
02084,2,0.29,0.55,2.87,5.2,89.3
02085,3,0.32,0.8,2.54,3.2,90.3
02086,1,0.55,1.07,1.95,1.8,91.8
02087,4,0.55,1.25,2.32,1.8,89.7
02090,3,0.43,0.76,1.74,2.3,90.3
02091,3,0.46,0.92,2.34,2.5,90.2
02092,3,0.22,0.46,1.38,3.0,90.9
02093,2,0.48,0.96,2.08,2.2,89.7
02099,2,0.62,1.11,3.03,2.7,91.5
02102,3,0.59,0.94,2.64,2.8,89.5
02105,3,0.28,0.59,2.58,4.3,89.8
02106,3,0.42,0.91,2.17,2.4,90.5
02112,3,0.2,0.31,1.84,5.9,90.1
02113,3,0.58,0.89,2.96,3.3,89.1
02114,3,0.37,0.68,2.1,3.1,89.7
02115,3,0.36,0.56,2.45,4.4,90.6
02117,1,0.25,0.56,2.25,4.1,89.7
02118,1,0.61,1.06,1.84,1.7,89.6
02119,2,0.49,0.96,2.58,2.7,90.5
02123,3,0.89,1.68,1.59,0.9,90.2
02131,3,0.46,0.75,2.43,3.2,90.3
02133,2,0.28,0.63,2.13,3.4,89.7
02136,3,0.41,1.1,2.98,2.7,89.5
02137,3,0.49,0.91,3.56,3.9,89.5
02138,2,0.34,0.55,2.32,4.2,89.7
02140,3,0.33,0.57,1.78,3.1,89.9
02141,2,0.46,1.1,1.93,1.8,89.6
02142,2,0.62,1.36,3.8,2.8,92.8
02152,3,0.33,0.93,3.44,3.7,89.5
02154,3,0.61,1.2,2.71,2.3,89.1
02155,3,0.41,0.76,1.9,2.5,90.1
02156,1,0.78,1.72,2.17,1.3,89.9
02159,1,0.45,1.05,2.06,2.0,90.0
02161,2,0.44,1.11,1.88,1.7,90.5
02162,3,0.48,1.39,3.04,2.2,88.8
02165,2,0.48,1.08,2.67,2.5,89.3
02166,2,0.48,0.95,2.69,2.8,90.1
02168,3,0.67,1.07,1.74,1.6,91.3
02170,3,0.33,0.64,2.72,4.2,89.7
02172,3,0.32,0.67,2.87,4.3,89.9
02173,3,0.48,1.1,2.21,2.0,89.8
02174,3,0.13,0.3,3.74,12.3,88.8
02186,3,0.43,0.92,2.6,2.8,89.5
02193,2,0.53,1.11,2.36,2.1,89.4
02194,3,0.35,0.71,3.21,4.5,88.8
02198,2,0.45,0.81,2.4,3.0,90.5
02203,3,0.35,0.66,1.72,2.6,90.2
02204,4,0.43,0.93,2.04,2.2,89.8
02206,1,0.38,0.89,3.34,3.8,89.5
02207,3,0.16,0.35,2.46,7.1,89.7
02212,3,0.33,0.72,2.25,3.1,90.1
02213,3,0.3,0.62,1.81,2.9,91.1
02216,3,0.63,1.0,1.71,1.7,90.7
02217,3,0.54,1.12,1.48,1.3,90.5
02219,3,0.32,0.88,1.71,2.0,90.5
02220,3,0.33,0.76,2.17,2.9,89.8
02223,3,0.35,0.86,1.72,2.0,89.9
02229,3,0.4,0.94,2.7,2.9,90.1
02230,3,0.7,1.45,2.8,1.9,91.2
02232,1,0.81,1.67,2.37,1.4,88.9
02234,1,0.38,0.64,2.27,3.6,89.4
02239,3,0.42,0.72,2.07,2.9,89.3
02240,1,0.55,0.85,2.5,2.9,90.1
02241,2,0.31,0.57,1.84,3.2,91.1
02243,1,0.13,0.3,1.09,3.6,90.4
02244,3,0.23,0.49,1.86,3.8,90.6
02249,2,0.44,0.86,1.6,1.9,90.1
02250,2,0.72,1.49,1.73,1.2,90.8
02257,2,0.49,0.77,1.4,1.8,91.6
02264,3,0.3,0.43,1.41,3.2,90.3
02265,1,0.16,0.7,2.82,4.0,89.8
02267,1,0.19,0.67,1.13,1.7,91.7
02269,3,0.46,0.78,2.38,3.0,90.3
02270,3,0.24,0.78,2.52,3.2,89.5
02272,3,0.59,1.15,2.4,2.1,90.6
02277,3,0.85,1.75,2.53,1.4,91.1
02278,3,0.52,0.79,1.14,1.4,90.3
02279,2,0.42,0.74,1.75,2.4,90.3
02281,1,0.6,1.84,2.26,1.2,90.9
02282,3,0.4,0.98,3.35,3.4,89.0
02292,1,1.04,1.9,4.03,2.1,89.5
02293,3,0.34,0.79,2.58,3.3,89.2
02297,3,0.28,0.58,1.6,2.8,90.5
02298,2,0.58,1.02,2.24,2.2,89.5
02300,3,0.42,1.05,3.03,2.9,91.7
02301,2,0.29,0.91,1.75,1.9,92.0
02311,2,0.75,1.68,2.09,1.2,90.2
02314,1,0.81,1.2,2.61,2.2,90.4
02319,3,0.58,1.0,1.87,1.9,91.4
02321,2,0.99,1.69,2.9,1.7,89.9
02322,1,0.5,1.14,1.52,1.3,90.4
02324,3,0.54,0.9,1.78,2.0,90.1
02326,3,0.7,1.34,1.23,0.9,91.2
02327,3,0.46,0.87,2.51,2.9,89.2
02334,3,0.52,1.13,3.24,2.9,89.2
02337,2,0.61,1.62,2.61,1.6,89.4
02339,3,0.48,1.08,1.67,1.5,91.0
02342,3,0.42,1.05,2.7,2.6,89.0
02343,2,0.77,1.46,1.12,0.8,91.4
02347,3,0.37,0.7,1.87,2.7,90.3
02348,1,0.82,1.67,1.99,1.2,90.6
02349,3,0.78,1.23,2.05,1.7,90.4
02352,2,0.52,1.27,2.2,1.7,90.4
02353,2,0.3,0.78,1.24,1.6,90.7
02355,3,0.8,1.8,3.79,2.1,88.9
02358,3,0.43,1.06,2.97,2.8,90.1
02359,2,0.4,0.68,1.73,2.5,91.2
02361,3,0.77,1.4,1.53,1.1,90.6
02362,3,0.45,1.03,1.88,1.8,90.3
02365,3,0.31,0.64,2.73,4.3,91.4
02366,3,0.34,0.77,1.53,2.0,90.3
02367,3,0.64,1.38,4.0,2.9,89.2
02370,2,0.72,1.33,2.57,1.9,89.4
02371,3,0.63,1.08,2.84,2.6,89.5
02373,3,0.39,0.72,1.56,2.2,90.7
02375,2,0.43,0.81,1.64,2.0,90.2
02379,2,0.53,1.21,2.04,1.7,89.8
02394,2,0.3,0.68,1.74,2.6,91.0
02412,1,0.78,1.58,3.38,2.1,90.7
02413,3,0.56,1.22,1.64,1.3,91.0
02415,3,0.42,0.87,2.26,2.6,89.2
02416,3,0.42,0.87,2.45,2.8,89.9
02417,2,0.71,1.55,1.88,1.2,89.8
02418,3,0.41,0.85,2.28,2.7,89.7
02419,3,0.28,0.56,1.46,2.6,90.4
02420,3,0.4,0.75,1.75,2.3,90.6
02421,3,0.35,0.59,1.49,2.5,89.9
02424,3,0.63,1.25,1.54,1.2,90.3
02426,3,0.82,1.51,3.23,2.1,89.9
02430,2,0.4,0.72,1.68,2.3,90.7
02431,3,0.49,0.98,2.22,2.3,89.7
02434,1,0.48,0.68,1.36,2.0,90.3
02435,2,0.36,0.69,1.73,2.5,89.8
02436,3,0.42,0.77,2.03,2.6,91.0
02439,3,0.3,0.76,2.47,3.3,91.3
02440,3,0.68,1.42,3.82,2.7,89.6
02441,3,0.42,0.82,1.79,2.2,90.0
02442,2,0.68,1.22,2.47,2.0,89.9
02443,2,0.46,0.79,2.07,2.6,90.3
02445,2,0.43,0.92,0.96,1.0,91.2
02447,2,0.82,1.5,2.24,1.5,90.6
02448,3,0.42,0.72,1.79,2.5,91.7
02450,1,0.3,0.66,1.87,2.8,90.5
02452,3,0.4,0.92,1.57,1.7,90.9
02454,1,0.33,0.84,3.17,3.8,88.6
02455,3,0.2,0.34,1.58,4.7,90.7
02456,3,0.47,0.94,2.09,2.2,89.1
02457,3,0.75,1.23,1.99,1.6,90.5
02458,1,0.33,0.63,2.05,3.2,89.6
02459,3,0.17,0.37,1.75,4.7,90.1
02461,3,0.22,0.65,2.35,3.6,90.1
02462,3,0.49,1.27,2.78,2.2,89.8
02465,3,0.4,0.68,1.56,2.3,91.0
02467,1,0.64,1.16,3.12,2.7,89.5
02468,3,0.34,0.58,2.06,3.5,91.1
02469,2,0.73,1.5,2.0,1.3,90.7
02474,3,0.22,0.62,2.17,3.5,90.1
02478,3,0.17,0.33,1.91,5.7,89.7
02480,4,0.35,0.71,1.85,2.6,90.0
02518,3,0.19,0.34,2.57,7.7,89.7
02521,3,0.48,0.94,3.78,4.0,89.3
02522,2,0.36,0.77,2.13,2.8,92.1
02524,1,0.28,0.57,3.84,6.7,89.4
02525,1,0.67,1.49,1.57,1.1,90.7
02526,3,0.35,0.6,1.51,2.5,89.7
02533,3,0.83,1.74,1.64,0.9,90.7
02534,1,0.39,0.81,1.87,2.3,92.0
02535,2,0.94,1.58,3.1,2.0,90.3
02536,3,0.61,1.31,1.95,1.5,91.3
02540,3,0.78,1.61,1.96,1.2,89.8
02542,2,0.62,1.4,1.6,1.1,90.5
02547,3,0.44,0.88,2.12,2.4,90.2
02550,3,0.35,0.78,2.1,2.7,90.0
02551,3,0.4,1.1,2.39,2.2,89.8
02552,2,0.51,0.95,1.8,1.9,90.2
02553,3,0.49,0.88,2.34,2.7,91.3
02554,3,0.58,1.16,1.64,1.4,90.3
02557,3,0.61,1.22,2.38,1.9,90.3
02559,3,0.68,1.19,2.82,2.4,89.2
02566,3,0.61,1.52,2.47,1.6,90.1
02567,3,1.04,1.92,2.76,1.4,90.1
02571,3,0.58,1.03,3.01,2.9,89.2
02573,3,0.58,1.3,1.3,1.0,89.8
02575,2,0.47,1.1,2.13,1.9,90.4
02576,3,0.36,0.66,1.68,2.5,89.6
02578,3,0.58,1.3,3.14,2.4,89.7
02581,3,0.48,1.02,1.95,1.9,91.0
02585,2,0.6,1.07,2.07,1.9,90.2
02587,3,0.19,0.41,1.01,2.4,91.1
02588,3,0.52,0.97,4.12,4.2,89.2
02590,3,0.87,1.62,2.72,1.7,90.2
02593,1,0.53,1.29,1.48,1.1,90.2
02595,3,0.45,1.05,2.36,2.2,89.9
02601,2,0.58,0.97,1.81,1.9,90.2
02610,3,0.48,1.07,1.38,1.3,90.1
02611,2,0.66,1.17,2.16,1.8,90.7
02613,3,0.29,0.62,2.49,4.0,89.5
02615,3,0.46,0.81,2.46,3.1,89.3
02617,3,0.21,0.48,1.88,3.9,90.4
02619,3,0.75,1.67,3.45,2.1,90.4
02622,3,0.55,1.16,1.27,1.1,90.4
02629,3,0.42,0.91,2.52,2.8,90.0
02632,2,0.61,1.01,2.78,2.7,90.4
02650,3,0.56,1.09,2.09,1.9,90.2
02663,1,0.93,1.58,1.88,1.2,89.6
02666,3,0.64,1.07,1.24,1.2,91.6
02669,1,0.81,1.62,2.01,1.2,90.4
02673,1,0.71,1.44,2.85,2.0,89.5
02681,3,0.73,1.34,1.93,1.4,90.0
02689,2,0.59,1.47,1.56,1.1,91.2
02690,2,0.87,1.89,2.73,1.4,89.5
02700,3,0.44,0.87,1.92,2.2,91.1
02705,3,0.34,0.72,1.89,2.6,89.7
02713,2,0.62,1.31,2.75,2.1,90.2
02718,3,0.39,0.69,2.38,3.5,90.1
02721,3,0.63,0.99,1.96,2.0,90.7
02722,1,1.07,1.83,2.39,1.3,91.7
02723,1,0.87,1.66,2.12,1.3,89.4
02725,1,0.22,0.48,2.73,5.7,89.0
02730,1,0.48,1.21,2.03,1.7,90.1
02731,3,0.5,0.81,3.3,4.0,90.2
02732,2,0.29,0.53,1.6,3.0,89.9
02736,3,0.38,0.86,4.13,4.8,88.8
02737,3,0.44,0.8,1.44,1.8,90.5
02739,1,0.68,1.64,3.04,1.9,90.4
02740,2,0.9,1.79,2.82,1.6,90.1
02741,3,0.42,0.75,2.21,2.9,92.1
02749,3,0.29,0.54,2.11,3.9,89.0
02755,3,0.55,0.87,1.91,2.2,90.3
02756,3,0.75,1.17,2.93,2.5,90.8
02758,3,0.6,1.27,2.16,1.7,90.0
02760,3,0.66,1.19,1.6,1.4,91.5
02761,1,0.41,0.59,2.15,3.6,90.5
02762,2,0.43,0.81,2.6,3.2,89.7
02763,3,0.63,1.12,2.74,2.4,89.6
02764,3,0.59,1.12,2.53,2.3,91.3
02765,1,0.58,1.63,1.96,1.2,91.3
02772,1,0.74,1.33,1.44,1.1,90.8
02773,3,0.56,1.28,1.96,1.5,90.9
02774,3,1.07,1.68,2.4,1.4,91.4
02776,3,0.74,1.48,2.2,1.5,90.1
02780,3,0.65,1.34,2.97,2.2,90.6
02781,2,0.78,1.48,2.35,1.6,91.2
02785,1,0.68,1.32,2.52,1.9,91.6
02797,2,0.44,0.96,2.54,2.7,89.8
02818,2,0.59,1.18,3.38,2.9,89.5
02819,2,0.7,1.59,3.33,2.1,90.1
02827,3,0.56,1.1,2.72,2.5,89.4
02829,3,0.64,1.38,2.3,1.7,90.6
02832,3,0.5,0.84,2.74,3.3,89.8
02833,3,0.54,1.01,1.89,1.9,90.1
02837,3,0.76,1.27,1.76,1.4,90.1
02840,2,0.23,0.5,0.99,2.0,90.6
02843,3,0.7,1.17,1.58,1.4,91.3
02846,2,0.46,1.17,2.73,2.3,89.7
02847,1,0.47,1.15,1.81,1.6,90.2
02851,1,0.26,0.78,2.12,2.7,91.3
02852,1,0.72,1.72,2.41,1.4,91.7
02854,2,0.59,0.96,2.01,2.1,90.0
02857,1,0.58,1.01,2.69,2.6,89.7
02869,3,0.6,0.84,1.62,1.9,90.2
02873,1,0.48,0.96,1.54,1.6,90.3
02874,2,0.1,1.74,1.2,0.7,89.4
02876,2,0.45,0.85,2.43,2.9,89.9
02877,1,0.82,1.65,3.06,1.8,90.2
02878,1,0.78,1.46,3.04,2.1,90.1
02879,3,0.35,0.7,1.84,2.6,89.8
02882,3,0.53,0.97,1.5,1.6,90.2
02883,4,0.7,1.65,2.55,1.5,89.1
02885,3,0.55,1.09,1.58,1.5,90.3
02888,2,0.43,1.14,2.72,2.4,90.5
02898,1,0.43,0.7,2.08,3.0,90.1
02899,3,0.33,0.66,2.89,4.4,90.1
02902,3,0.51,1.14,1.57,1.4,90.4
02908,3,0.43,0.9,2.13,2.4,90.2
02911,3,0.49,1.09,1.65,1.5,90.6
02919,2,0.43,1.31,2.38,1.8,90.6
02920,3,0.44,0.7,2.06,2.9,89.3
02924,3,0.46,0.9,1.05,1.2,91.2
02938,3,0.72,1.71,2.68,1.6,89.8
02941,1,0.46,1.04,2.29,2.2,89.9
02942,3,0.56,1.06,3.53,3.3,89.6
02944,3,0.6,1.02,3.02,3.0,89.5
02945,3,0.71,1.48,2.67,1.8,91.2
02954,3,0.32,0.61,1.31,2.2,90.5
02955,1,0.97,1.92,3.32,1.7,89.6
02960,2,0.63,1.29,3.04,2.3,90.1
02961,4,0.54,1.07,2.38,2.2,89.8
02964,3,0.36,0.97,2.86,2.9,90.7
02966,3,0.4,0.61,1.66,2.7,89.6
02967,2,0.63,1.4,2.0,1.4,90.2
02976,1,0.9,1.83,2.07,1.1,90.3
02977,3,0.64,1.41,2.02,1.4,90.9
02978,1,0.44,1.01,2.84,2.8,89.2
02979,3,0.48,1.03,2.9,2.8,90.1
02980,2,0.76,1.73,2.13,1.2,91.1
02984,1,0.77,1.77,1.91,1.1,90.6
02985,1,0.48,0.76,2.99,3.9,89.5
02987,2,0.88,1.66,2.9,1.8,91.5
02988,2,0.6,1.24,1.95,1.6,89.6
02991,3,0.77,1.41,2.8,2.0,89.8
03003,3,0.54,1.06,1.74,1.6,90.8
03004,3,0.47,0.83,1.67,2.0,90.5
03006,3,0.23,0.39,2.02,5.2,90.0
03007,3,0.35,0.74,2.45,3.3,89.9
03009,3,0.5,1.13,1.74,1.6,90.2
03011,3,0.23,0.35,1.18,3.3,91.1
03012,2,0.61,1.45,1.93,1.3,90.8
03013,2,0.72,1.24,2.62,2.1,90.3
03024,1,0.47,1.17,1.89,1.6,90.0
03027,3,0.29,0.53,2.16,4.1,89.8
03037,2,0.71,1.4,2.43,1.7,90.3
03039,3,0.49,0.84,1.94,2.3,89.8
03042,1,0.2,0.42,3.7,8.8,90.0
03043,3,0.34,0.79,2.41,3.0,92.2
03051,2,0.36,0.6,1.94,3.3,89.7
03057,2,0.82,1.73,3.41,2.0,89.5
03059,3,0.54,1.42,2.75,1.9,89.1
03065,1,0.68,1.43,2.33,1.6,90.5
03079,3,0.55,0.98,2.97,3.0,90.2
03089,2,0.85,1.4,3.02,2.2,90.8
03093,2,0.54,0.98,2.67,2.7,89.8
03116,1,1.34,1.9,3.18,1.7,89.3
03122,1,0.53,0.93,3.14,3.4,90.0
03125,1,0.49,0.81,1.53,1.9,90.5
03126,3,0.57,1.23,1.87,1.5,91.2
03130,2,0.54,1.31,2.09,1.6,89.5
03133,3,0.56,0.94,1.65,1.7,90.2
03134,3,0.99,1.8,1.81,1.0,90.2
03137,3,0.59,1.17,1.55,1.3,90.5
03139,3,0.69,1.18,2.82,2.4,89.3
03140,3,0.4,0.99,1.42,1.4,90.2
03160,3,0.44,0.89,4.4,4.9,90.2
03163,3,0.73,1.58,2.44,1.5,90.3
03172,2,0.43,1.06,2.13,2.0,90.1
03174,2,0.69,1.23,1.83,1.5,90.5
03177,1,0.73,1.58,2.11,1.3,89.9
03178,2,0.64,1.22,1.45,1.2,90.9
03179,3,0.62,1.22,2.14,1.8,90.4
03180,3,0.6,1.06,2.69,2.5,89.5
03183,2,0.47,0.79,1.2,1.5,91.1
03185,2,0.42,0.81,3.49,4.3,89.4
03188,3,0.65,1.35,2.15,1.6,90.0
03190,3,0.48,0.94,2.19,2.3,89.7
03192,3,0.61,1.29,1.89,1.5,90.9
03193,3,0.4,0.7,2.89,4.1,89.5
03197,1,0.92,1.65,3.42,2.1,89.6
03199,1,0.4,0.64,1.78,2.8,91.1
03200,3,0.58,0.96,1.53,1.6,90.1
03202,1,0.62,1.32,4.49,3.4,91.4
03205,3,0.47,0.92,2.32,2.5,89.4
03206,2,0.32,0.79,2.23,2.8,90.9
03211,3,0.7,1.68,2.51,1.5,90.1
03212,1,0.75,1.5,2.65,1.8,89.0
03214,3,0.27,0.56,1.52,2.7,90.4
03216,1,0.19,0.44,1.01,2.3,90.6
03218,2,0.77,1.3,2.59,2.0,89.7
03219,3,0.59,1.54,1.43,0.9,90.5
03222,1,0.39,0.88,2.23,2.5,89.7
03223,1,0.74,1.86,2.45,1.3,88.4
03224,2,0.61,1.39,1.77,1.3,91.1
03225,1,0.5,1.34,2.93,2.2,89.0
03231,3,0.25,0.64,1.77,2.8,89.8
03232,3,0.62,1.27,2.32,1.8,90.1
03239,4,0.72,1.38,2.1,1.5,90.9
03246,3,0.68,1.59,2.14,1.3,91.9
