# 相机数 8 | train RMS 中位 3.47 px | test RMS 中位 6.45 px | 通用模型 test RMS 中位 27.03 px | 改善 4.2x | IOD 均值 89.4 mm
# camera  n_train_kept  train_rms_px  test_rms_px  test_rms_generic_px  iod_mm
cam00  30  3.07  5.50  17.25  89.8
cam01  30  3.47  5.77  18.20  90.3
cam02  30  3.48  6.63  29.60  90.0
cam08  30  3.68  6.41  24.12  88.6
cam09  30  3.72  6.48  25.19  88.9
cam10  30  4.30  6.82  39.87  88.7
cam16  30  3.02  6.84  32.69  90.1
cam17  30  3.38  5.07  28.87  88.7
