# 相机数 8 | train RMS 中位 3.37 px | test RMS 中位 6.12 px | 通用模型 test RMS 中位 15.48 px | 改善 2.5x | IOD 均值 90.3 mm
# camera  n_train_kept  train_rms_px  test_rms_px  test_rms_generic_px  iod_mm
cam00  30  3.29  5.94  13.15  90.5
cam01  30  3.01  6.09  14.27  91.0
cam02  30  3.86  8.61  31.17  89.1
cam08  29  3.39  5.45  10.49  90.4
cam09  29  3.36  6.15  15.80  90.2
cam10  29  4.66  8.40  38.92  91.1
cam16  29  4.39  8.52  25.95  90.3
cam17  29  2.58  5.22  15.16  90.2
