# 相机数 9 | train RMS 中位 3.76 px | test RMS 中位 7.25 px | 通用模型 test RMS 中位 28.68 px | 改善 4.0x | IOD 均值 89.5 mm
# camera  n_train_kept  train_rms_px  test_rms_px  test_rms_generic_px  iod_mm
cam00  30  3.76  6.14  23.58  89.7
cam01  30  3.32  6.40  21.57  89.9
cam02  30  3.26  6.96  29.08  90.0
cam07  30  3.52  6.97  26.78  89.1
cam08  30  3.97  8.13  30.53  89.1
cam09  30  3.78  8.10  28.28  89.1
cam10  30  3.88  8.51  38.76  89.0
cam16  30  3.05  7.25  35.08  90.5
cam17  30  4.89  8.58  28.68  89.1
