# 相机数 8 | train RMS 中位 3.78 px | test RMS 中位 7.59 px | 通用模型 test RMS 中位 19.06 px | 改善 2.5x | IOD 均值 89.9 mm
# camera  n_train_kept  train_rms_px  test_rms_px  test_rms_generic_px  iod_mm
cam00  30  3.58  7.68  18.08  90.2
cam01  30  3.97  7.96  19.40  90.2
cam02  30  4.39  7.49  24.58  88.2
cam08  30  3.59  6.76  17.46  90.2
cam09  30  3.44  6.68  18.19  90.2
cam10  30  4.07  9.39  29.18  90.0
cam16  30  4.15  8.49  27.79  90.3
cam17  30  3.52  6.26  18.71  90.2
