# 相机数 9 | train RMS 中位 2.56 px | test RMS 中位 4.65 px | 通用模型 test RMS 中位 17.17 px | 改善 3.7x | IOD 均值 89.7 mm
# camera  n_train_kept  train_rms_px  test_rms_px  test_rms_generic_px  iod_mm
cam00  30  2.42  4.65  16.48  89.9
cam01  30  2.87  4.78  18.10  90.1
cam02  30  2.26  4.36  23.40  88.8
cam07  30  2.06  4.68  17.17  88.7
cam08  30  2.56  4.45  12.27  90.6
cam09  30  2.68  4.55  14.10  90.3
cam10  30  2.69  6.66  26.36  88.6
cam16  30  2.63  5.53  22.06  89.6
cam17  30  2.34  4.65  16.50  90.2
