# 相机数 9 | train RMS 中位 2.76 px | test RMS 中位 5.27 px | 通用模型 test RMS 中位 25.53 px | 改善 4.8x | IOD 均值 89.8 mm
# camera  n_train_kept  train_rms_px  test_rms_px  test_rms_generic_px  iod_mm
cam00  30  2.76  5.73  14.73  90.2
cam01  30  2.55  4.83  18.66  89.9
cam02  30  2.60  4.31  29.94  89.9
cam07  30  2.65  5.00  25.04  90.3
cam08  30  3.87  6.03  23.15  90.3
cam09  30  3.56  6.45  25.53  89.5
cam10  30  2.09  4.20  39.93  88.7
cam16  30  3.06  5.27  33.11  90.5
cam17  30  2.90  5.34  27.68  89.4
