# 相机数 9 | train RMS 中位 2.69 px | test RMS 中位 5.16 px | 通用模型 test RMS 中位 22.01 px | 改善 4.3x | IOD 均值 89.4 mm
# camera  n_train_kept  train_rms_px  test_rms_px  test_rms_generic_px  iod_mm
cam00  30  2.68  4.77  22.01  89.4
cam01  30  2.31  4.74  24.06  89.8
cam02  30  2.69  5.13  25.11  89.6
cam07  30  2.42  4.39  21.93  88.8
cam08  30  2.69  5.26  17.47  89.7
cam09  30  2.96  5.33  17.36  89.7
cam10  30  4.61  10.56  32.68  88.3
cam16  30  3.62  7.47  27.29  89.1
cam17  30  3.03  5.16  18.99  90.0
