# 相机数 8 | train RMS 中位 3.03 px | test RMS 中位 6.26 px | 通用模型 test RMS 中位 15.91 px | 改善 2.5x | IOD 均值 90.8 mm
# camera  n_train_kept  train_rms_px  test_rms_px  test_rms_generic_px  iod_mm
cam00  30  2.61  6.25  12.32  90.6
cam01  30  2.97  6.28  11.76  91.2
cam02  30  2.79  8.28  23.29  91.1
cam08  30  3.09  5.73  12.45  90.4
cam09  30  3.43  5.58  11.09  90.6
cam10  30  3.91  9.61  33.13  91.2
cam16  30  3.50  6.32  27.15  90.7
cam17  30  2.76  4.41  19.38  90.1
