# 相机数 9 | train RMS 中位 2.95 px | test RMS 中位 5.29 px | 通用模型 test RMS 中位 17.77 px | 改善 3.4x | IOD 均值 90.4 mm
# camera  n_train_kept  train_rms_px  test_rms_px  test_rms_generic_px  iod_mm
cam00  30  3.23  5.29  14.57  90.8
cam01  30  3.39  5.16  15.79  90.7
cam02  30  2.95  7.10  25.05  90.6
cam07  30  2.21  4.76  16.92  90.3
cam08  30  2.59  5.19  17.77  90.7
cam09  30  3.07  5.85  16.17  90.7
cam10  30  4.80  8.74  34.43  88.2
cam16  30  2.84  6.41  23.66  90.6
cam17  30  2.85  5.01  19.59  90.6
