# 相机数 8 | train RMS 中位 2.54 px | test RMS 中位 5.10 px | 通用模型 test RMS 中位 29.73 px | 改善 5.8x | IOD 均值 89.7 mm
# camera  n_train_kept  train_rms_px  test_rms_px  test_rms_generic_px  iod_mm
cam00  30  2.86  5.36  23.57  89.8
cam01  30  2.69  5.34  20.26  90.4
cam02  30  2.04  4.13  29.88  89.1
cam08  29  2.84  4.91  33.61  89.1
cam09  29  2.87  5.29  29.59  89.7
cam10  29  2.17  4.50  39.17  89.0
cam16  29  2.40  5.45  39.00  90.5
cam17  29  2.37  4.40  29.27  90.1
