# 相机数 8 | train RMS 中位 4.06 px | test RMS 中位 7.67 px | 通用模型 test RMS 中位 35.13 px | 改善 4.6x | IOD 均值 88.9 mm
# camera  n_train_kept  train_rms_px  test_rms_px  test_rms_generic_px  iod_mm
cam00  30  4.09  8.28  33.36  89.1
cam01  30  4.02  7.63  28.27  89.7
cam02  30  3.37  7.72  28.27  88.8
cam08  30  3.56  7.21  36.40  88.5
cam09  30  3.87  6.99  37.60  88.6
cam10  30  4.28  9.02  40.22  88.8
cam16  30  4.27  9.65  38.59  89.1
cam17  30  4.27  7.25  33.87  88.7
