# 相机数 9 | train RMS 中位 3.16 px | test RMS 中位 6.23 px | 通用模型 test RMS 中位 25.31 px | 改善 4.1x | IOD 均值 89.9 mm
# camera  n_train_kept  train_rms_px  test_rms_px  test_rms_generic_px  iod_mm
cam00  30  2.98  5.74  21.80  90.5
cam01  30  3.11  6.23  25.31  90.3
cam02  30  3.16  6.49  30.91  89.7
cam07  30  2.88  5.44  26.30  89.3
cam08  30  3.08  5.90  23.24  90.2
cam09  30  3.66  6.23  23.98  89.9
cam10  30  4.16  10.09  40.86  89.3
cam16  30  3.31  7.04  30.59  90.4
cam17  30  3.33  5.70  24.95  89.7
