# 相机数 8 | train RMS 中位 3.33 px | test RMS 中位 6.03 px | 通用模型 test RMS 中位 27.61 px | 改善 4.6x | IOD 均值 89.8 mm
# camera  n_train_kept  train_rms_px  test_rms_px  test_rms_generic_px  iod_mm
cam00  30  2.67  4.59  27.63  89.5
cam01  30  2.87  5.85  28.38  89.8
cam02  30  2.64  4.79  30.46  89.1
cam08  30  3.40  5.13  26.38  90.4
cam09  30  3.52  6.52  25.49  91.0
cam10  30  3.71  7.20  31.79  88.9
cam16  30  3.26  6.41  27.59  90.1
cam17  30  3.67  6.22  23.62  89.8
