# 相机数 9 | train RMS 中位 2.63 px | test RMS 中位 5.70 px | 通用模型 test RMS 中位 18.43 px | 改善 3.2x | IOD 均值 90.1 mm
# camera  n_train_kept  train_rms_px  test_rms_px  test_rms_generic_px  iod_mm
cam00  30  2.60  5.83  10.98  90.5
cam01  30  3.11  5.70  11.02  90.8
cam02  30  2.85  7.44  18.43  90.0
cam07  30  2.63  5.42  19.87  89.4
cam08  30  2.57  5.50  16.04  90.5
cam09  30  3.02  5.63  14.20  90.2
cam10  30  2.79  5.88  27.33  89.5
cam16  30  2.56  6.46  31.60  89.8
cam17  30  2.50  4.21  18.83  90.2
