# 相机数 8 | train RMS 中位 3.23 px | test RMS 中位 6.67 px | 通用模型 test RMS 中位 19.83 px | 改善 3.0x | IOD 均值 89.9 mm
# camera  n_train_kept  train_rms_px  test_rms_px  test_rms_generic_px  iod_mm
cam00  30  3.15  5.25  18.15  90.4
cam01  30  2.75  5.54  19.50  90.3
cam02  30  3.02  6.94  29.27  89.0
cam08  30  3.31  6.82  19.26  90.0
cam09  30  2.92  6.51  18.31  90.0
cam10  30  5.65  12.29  30.19  89.8
cam16  30  4.06  8.43  26.28  90.0
cam17  30  3.74  6.08  20.16  89.9
